date,symbol,dt_last_refreshed,timezone,open,high,low,close,volume,daily_change,intraday_return_pct,daily_return_pct,cumulative_return_pct,intraday_volatility_abs,volatility_ratio,intraday_volatility_pct,volume_change_pct,moving_avg_7d,moving_avg_30d
2021-11-12,VXX,2026-05-08,US/Eastern,20.51,22.11,20.28,20.36,156200252,-0.15,-0.73,-2.26,-79.16,1.83,0.09,8.92,3.76,22.68,29.25
2021-11-19,VXX,2026-05-08,US/Eastern,20.11,21.2,19.86,20.96,119448820,0.85,4.23,2.95,-78.55,1.34,0.06,6.66,-23.53,21.84,28.61
2021-11-26,VXX,2026-05-08,US/Eastern,20.51,26.44,20.38,26.16,199485132,5.65,27.55,24.81,-73.22,6.06,0.23,29.55,67.0,22.03,28.15
2021-12-03,VXX,2026-05-08,US/Eastern,23.16,30.15,21.64,27.96,381012886,4.8,20.73,6.88,-71.38,8.51,0.3,36.77,91.0,22.77,27.86
2021-12-10,VXX,2026-05-08,US/Eastern,26.97,27.93,20.73,20.78,236334072,-6.19,-22.95,-25.68,-78.73,7.2,0.35,26.7,-37.97,22.64,27.26
2021-12-17,VXX,2026-05-08,US/Eastern,20.98,23.01,19.96,21.97,315144006,0.99,4.72,5.73,-77.51,3.05,0.14,14.54,33.35,22.72,26.68
2021-12-23,VXX,2026-05-08,US/Eastern,24.0,24.87,19.95,20.18,174275074,-3.82,-15.92,-8.15,-79.34,4.92,0.24,20.5,-44.7,22.62,26.19
2021-12-31,VXX,2026-05-08,US/Eastern,20.02,20.29,18.29,18.53,126323997,-1.49,-7.44,-8.18,-81.03,2.0,0.11,9.99,-27.51,22.36,25.7
2022-01-07,VXX,2026-05-08,US/Eastern,18.28,19.86,17.6,18.82,275821349,0.54,2.95,1.57,-80.74,2.26,0.12,12.36,118.34,22.06,25.3
2022-01-14,VXX,2026-05-08,US/Eastern,19.54,20.6,17.3,18.45,333805588,-1.09,-5.58,-1.97,-81.12,3.31,0.18,16.94,21.02,20.96,24.76
2022-01-21,VXX,2026-05-08,US/Eastern,19.25,23.23,19.08,23.2,347230927,3.95,20.52,25.75,-76.25,4.15,0.18,21.56,4.02,20.28,24.56
2022-01-28,VXX,2026-05-08,US/Eastern,25.01,27.84,21.76,22.95,697780623,-2.06,-8.24,-1.08,-76.51,6.08,0.26,24.31,100.96,20.59,24.36
2022-02-04,VXX,2026-05-08,US/Eastern,23.21,23.4,19.3,21.0,296252734,-2.21,-9.52,-8.5,-78.51,4.1,0.2,17.66,-57.54,20.45,24.08
2022-02-11,VXX,2026-05-08,US/Eastern,20.5,23.87,18.71,23.24,332812851,2.74,13.37,10.67,-76.21,5.16,0.22,25.17,12.34,20.88,23.83
2022-02-18,VXX,2026-05-08,US/Eastern,23.31,24.8,20.46,23.45,359709924,0.14,0.6,0.9,-76.0,4.34,0.19,18.62,8.08,21.59,23.61
2022-02-25,VXX,2026-05-08,US/Eastern,23.79,27.45,22.62,22.95,338255829,-0.84,-3.53,-2.13,-76.51,4.83,0.21,20.3,-5.96,22.18,23.36
2022-03-04,VXX,2026-05-08,US/Eastern,24.7,27.32,23.55,26.2,314019049,1.5,6.07,14.16,-73.18,3.77,0.14,15.26,-7.17,23.28,23.29
2022-03-11,VXX,2026-05-08,US/Eastern,26.3,29.36,24.99,26.34,318933286,0.04,0.15,0.53,-73.04,4.37,0.17,16.62,1.56,23.73,23.3
2022-03-18,VXX,2026-05-08,US/Eastern,26.21,41.65,24.64,25.0,153045867,-1.21,-4.62,-5.09,-74.41,17.01,0.68,64.9,-52.01,24.03,23.2
2022-03-25,VXX,2026-05-08,US/Eastern,24.79,26.32,23.89,25.2,26774888,0.41,1.65,0.8,-74.21,2.43,0.1,9.8,-82.51,24.63,23.18
2022-04-01,VXX,2026-05-08,US/Eastern,25.72,30.47,24.22,25.03,26101967,-0.69,-2.68,-0.67,-74.38,6.25,0.25,24.3,-2.51,24.88,23.18
2022-04-08,VXX,2026-05-08,US/Eastern,25.01,26.47,23.72,24.67,18823896,-0.34,-1.36,-1.44,-74.75,2.75,0.11,11.02,-27.88,25.06,23.11
2022-04-14,VXX,2026-05-08,US/Eastern,25.38,26.37,24.15,24.99,13718869,-0.39,-1.54,1.3,-74.42,2.22,0.09,8.75,-27.12,25.35,23.04
2022-04-22,VXX,2026-05-08,US/Eastern,25.15,26.5,24.01,26.15,13824225,1.0,3.98,4.64,-73.23,2.49,0.1,9.9,0.77,25.34,23.1
2022-04-29,VXX,2026-05-08,US/Eastern,26.6,28.15,24.8,27.71,27376971,1.11,4.17,5.97,-71.64,3.35,0.12,12.59,98.04,25.54,23.13
2022-05-06,VXX,2026-05-08,US/Eastern,28.89,29.28,24.85,27.07,26009581,-1.82,-6.3,-2.31,-72.29,4.43,0.16,15.33,-4.99,25.83,23.2
2022-05-13,VXX,2026-05-08,US/Eastern,28.33,28.69,25.77,25.97,18599672,-2.36,-8.33,-4.06,-73.42,2.92,0.11,10.31,-28.49,25.94,23.31
2022-05-20,VXX,2026-05-08,US/Eastern,26.0,26.86,24.07,25.05,24154808,-0.95,-3.65,-3.54,-74.36,2.79,0.11,10.73,29.87,25.94,23.42
2022-05-27,VXX,2026-05-08,US/Eastern,24.81,25.63,22.2,22.46,20435120,-2.35,-9.47,-10.34,-77.01,3.43,0.15,13.83,-15.4,25.63,23.45
2022-06-03,VXX,2026-05-08,US/Eastern,22.8,23.2,21.7,21.89,13472718,-0.91,-3.99,-2.54,-77.59,1.5,0.07,6.58,-34.07,25.19,23.49
2022-06-10,VXX,2026-05-08,US/Eastern,21.61,24.1,21.4,23.33,20632435,1.72,7.96,6.58,-76.12,2.7,0.12,12.49,53.14,24.78,23.59
2022-06-17,VXX,2026-05-08,US/Eastern,24.63,26.29,23.16,24.66,24339415,0.03,0.12,5.7,-74.76,3.13,0.13,12.7,17.97,24.35,23.71
2022-06-24,VXX,2026-05-08,US/Eastern,23.85,24.91,22.8,23.12,22518333,-0.73,-3.06,-6.24,-76.34,2.11,0.09,8.84,-7.48,23.78,23.61
2022-07-01,VXX,2026-05-08,US/Eastern,22.89,23.77,22.17,22.54,12567904,-0.35,-1.53,-2.51,-76.93,1.6,0.07,6.99,-44.19,23.29,23.43
2022-07-08,VXX,2026-05-08,US/Eastern,23.14,23.52,21.77,21.99,8607655,-1.15,-4.97,-2.44,-77.49,1.75,0.08,7.56,-31.51,22.86,23.47
2022-07-15,VXX,2026-05-08,US/Eastern,22.23,23.06,21.37,21.54,13337023,-0.69,-3.1,-2.05,-77.95,1.69,0.08,7.6,54.94,22.72,23.46
2022-07-22,VXX,2026-05-08,US/Eastern,21.24,22.04,21.05,21.4,11319680,0.16,0.75,-0.65,-78.1,0.99,0.05,4.66,-15.13,22.65,23.5
2022-07-29,VXX,2026-05-08,US/Eastern,20.06,21.84,20.04,20.94,14775944,0.88,4.39,-2.15,-78.57,1.8,0.09,9.0,30.53,22.31,23.58
2022-08-05,VXX,2026-05-08,US/Eastern,21.48,22.15,21.0,21.5,10016835,0.02,0.09,2.67,-77.99,1.15,0.05,5.35,-32.21,21.86,23.67
2022-08-12,VXX,2026-05-08,US/Eastern,21.35,22.42,21.08,22.05,7448118,0.7,3.28,2.56,-77.43,1.34,0.06,6.28,-25.64,21.71,23.79
2022-08-19,VXX,2026-05-08,US/Eastern,22.28,22.28,21.02,21.16,7661788,-1.12,-5.03,-4.04,-78.34,1.26,0.06,5.66,2.87,21.51,23.72
2022-08-26,VXX,2026-05-08,US/Eastern,21.62,21.65,19.21,20.15,11830555,-1.47,-6.8,-4.77,-79.38,2.44,0.12,11.29,54.41,21.25,23.62
2022-09-02,VXX,2026-05-08,US/Eastern,20.28,20.3,18.72,19.09,9174633,-1.19,-5.87,-5.26,-80.46,1.57,0.08,7.75,-22.45,20.9,23.56
2022-09-09,VXX,2026-05-08,US/Eastern,18.82,19.57,18.01,18.47,6608950,-0.35,-1.86,-3.25,-81.1,1.56,0.08,8.28,-27.96,20.48,23.4
2022-09-16,VXX,2026-05-08,US/Eastern,18.25,20.0,18.03,19.81,10774383,1.56,8.55,7.26,-79.72,1.97,0.1,10.79,63.03,20.32,23.28
2022-09-23,VXX,2026-05-08,US/Eastern,18.94,20.84,17.85,19.82,20295351,0.88,4.65,0.05,-79.71,2.99,0.15,15.79,88.37,20.08,23.18
2022-09-30,VXX,2026-05-08,US/Eastern,20.34,21.5,19.57,21.21,21724153,0.87,4.28,7.01,-78.29,1.93,0.09,9.49,7.04,19.96,23.01
2022-10-07,VXX,2026-05-08,US/Eastern,20.48,21.08,19.18,20.91,14536335,0.43,2.1,-1.41,-78.6,1.91,0.09,9.3,-33.09,19.92,22.83
2022-10-14,VXX,2026-05-08,US/Eastern,21.06,22.06,20.43,21.45,18174457,0.39,1.85,2.58,-78.05,1.63,0.08,7.74,25.03,20.11,22.71
2022-10-21,VXX,2026-05-08,US/Eastern,20.81,20.97,19.83,20.25,14989405,-0.56,-2.69,-5.59,-79.27,1.14,0.06,5.48,-17.52,20.27,22.55
2022-10-28,VXX,2026-05-08,US/Eastern,20.03,20.56,17.78,17.93,13529427,-2.1,-10.48,-11.46,-81.65,2.78,0.16,13.88,-9.74,20.2,22.31
2022-11-04,VXX,2026-05-08,US/Eastern,18.07,18.39,16.84,17.35,16456942,-0.72,-3.98,-3.23,-82.24,1.55,0.09,8.58,21.64,19.85,22.07
2022-11-11,VXX,2026-05-08,US/Eastern,17.25,18.33,16.8,16.98,24229673,-0.27,-1.57,-2.13,-82.62,1.53,0.09,8.87,47.23,19.44,21.8
2022-11-18,VXX,2026-05-08,US/Eastern,17.0,17.69,16.39,16.41,26174448,-0.59,-3.47,-3.36,-83.2,1.3,0.08,7.68,8.03,18.75,21.47
2022-11-25,VXX,2026-05-08,US/Eastern,16.44,16.48,15.06,15.16,13832346,-1.28,-7.79,-7.62,-84.48,1.42,0.09,8.61,-47.15,17.93,21.06
2022-12-02,VXX,2026-05-08,US/Eastern,15.47,15.85,14.34,14.38,30804373,-1.09,-7.05,-5.15,-85.28,1.51,0.11,9.76,122.7,16.92,20.63
2022-12-09,VXX,2026-05-08,US/Eastern,14.57,15.43,14.33,15.3,32505906,0.73,5.01,6.4,-84.34,1.1,0.07,7.53,5.52,16.22,20.28
2022-12-16,VXX,2026-05-08,US/Eastern,15.27,15.48,14.0,15.01,40080858,-0.26,-1.7,-1.9,-84.64,1.49,0.1,9.72,23.3,15.8,19.94
2022-12-23,VXX,2026-05-08,US/Eastern,14.94,15.42,13.91,14.35,36142562,-0.59,-3.95,-4.4,-85.31,1.51,0.11,10.11,-9.83,15.37,19.67
2022-12-30,VXX,2026-05-08,US/Eastern,14.36,14.64,13.95,14.12,20708601,-0.24,-1.67,-1.6,-85.55,0.69,0.05,4.81,-42.7,14.96,19.41
2023-01-06,VXX,2026-05-08,US/Eastern,14.0,14.5,13.2,13.4,24777485,-0.6,-4.29,-5.1,-86.28,1.3,0.1,9.32,19.65,14.53,19.08
2023-01-13,VXX,2026-05-08,US/Eastern,13.32,13.61,11.91,12.02,38895736,-1.3,-9.76,-10.3,-87.7,1.7,0.14,12.76,56.98,14.08,18.66
2023-01-20,VXX,2026-05-08,US/Eastern,12.21,13.04,11.92,12.17,37220892,-0.04,-0.33,1.25,-87.54,1.12,0.09,9.16,-4.31,13.77,18.3
2023-01-27,VXX,2026-05-08,US/Eastern,12.17,12.34,11.06,11.3,44591553,-0.87,-7.15,-7.15,-88.43,1.28,0.11,10.56,19.8,13.2,17.92
2023-02-03,VXX,2026-05-08,US/Eastern,11.57,11.8,10.64,11.32,50732504,-0.25,-2.16,0.18,-88.41,1.15,0.1,9.98,13.77,12.67,17.57
2023-02-10,VXX,2026-05-08,US/Eastern,11.47,12.49,11.14,12.17,44218864,0.7,6.1,7.51,-87.54,1.35,0.11,11.74,-12.84,12.36,17.25
2023-02-17,VXX,2026-05-08,US/Eastern,11.99,12.14,11.06,11.67,49841504,-0.32,-2.67,-4.11,-88.06,1.08,0.09,9.01,12.72,12.01,16.93
2023-02-24,VXX,2026-05-08,US/Eastern,12.24,12.77,11.72,12.25,49157891,0.01,0.08,4.97,-87.46,1.05,0.09,8.58,-1.37,11.84,16.64
2023-03-03,VXX,2026-05-08,US/Eastern,11.95,11.95,10.86,10.9,45449704,-1.05,-8.79,-11.02,-88.84,1.09,0.1,9.16,-7.54,11.68,16.29
2023-03-10,VXX,2026-05-08,US/Eastern,10.79,57.7,10.68,52.93,35076301,42.14,390.55,385.6,-45.82,47.02,0.89,435.77,-22.82,17.51,17.31
2023-03-17,VXX,2026-05-08,US/Eastern,59.19,60.38,48.51,55.96,42367960,-3.23,-5.46,5.72,-42.72,11.87,0.21,20.05,20.79,23.89,18.47
2023-03-24,VXX,2026-05-08,US/Eastern,56.01,56.81,46.8,49.74,42481043,-6.27,-11.19,-11.12,-49.09,10.01,0.2,17.87,0.27,29.37,19.46
2023-03-31,VXX,2026-05-08,US/Eastern,48.65,49.47,44.25,44.91,14347471,-3.74,-7.69,-9.71,-54.03,5.22,0.12,10.73,-66.23,34.05,20.32
2023-04-06,VXX,2026-05-08,US/Eastern,44.9,45.91,43.09,43.48,22877168,-1.42,-3.16,-3.18,-55.5,2.82,0.06,6.28,59.45,38.6,21.16
2023-04-14,VXX,2026-05-08,US/Eastern,43.7,44.21,40.61,40.61,20355371,-3.09,-7.07,-6.6,-58.43,3.6,0.09,8.24,-11.02,42.65,21.85
2023-04-21,VXX,2026-05-08,US/Eastern,40.5,40.5,38.66,39.2,22692946,-1.3,-3.21,-3.47,-59.88,1.84,0.05,4.54,11.48,46.69,22.49
2023-04-28,VXX,2026-05-08,US/Eastern,39.3,42.57,37.81,37.86,36340380,-1.44,-3.66,-3.42,-61.25,4.76,0.13,12.11,60.14,44.54,23.05
2023-05-05,VXX,2026-05-08,US/Eastern,37.54,43.21,36.36,38.75,50060407,1.2,3.21,2.35,-60.34,6.85,0.18,18.24,37.75,42.08,23.64
2023-05-12,VXX,2026-05-08,US/Eastern,38.54,39.54,36.83,37.51,30643941,-1.03,-2.67,-3.2,-61.61,2.71,0.07,7.03,-38.79,40.33,24.18
2023-05-19,VXX,2026-05-08,US/Eastern,37.14,37.64,34.42,35.77,34276160,-1.37,-3.69,-4.64,-63.39,3.22,0.09,8.67,11.85,39.03,24.7
2023-05-26,VXX,2026-05-08,US/Eastern,35.85,38.33,34.72,35.65,30710904,-0.2,-0.56,-0.34,-63.51,3.62,0.1,10.1,-10.4,37.91,25.29
2023-06-02,VXX,2026-05-08,US/Eastern,34.37,35.86,30.85,31.18,30880240,-3.19,-9.28,-12.54,-68.09,5.01,0.16,14.58,0.55,36.56,25.75
2023-06-09,VXX,2026-05-08,US/Eastern,31.22,31.34,27.89,28.36,33910995,-2.86,-9.16,-9.04,-70.97,3.45,0.12,11.05,9.81,35.01,26.13
2023-06-16,VXX,2026-05-08,US/Eastern,28.47,28.9,27.28,27.3,34404745,-1.17,-4.11,-3.74,-72.06,1.62,0.06,5.69,1.46,33.5,26.49
2023-06-23,VXX,2026-05-08,US/Eastern,27.52,28.0,25.96,26.48,27595185,-1.04,-3.78,-3.0,-72.9,2.04,0.08,7.43,-19.79,31.75,26.87
2023-06-30,VXX,2026-05-08,US/Eastern,26.51,26.55,24.67,25.0,32563366,-1.51,-5.7,-5.59,-74.41,1.88,0.08,7.09,18.0,29.96,27.22
2023-07-07,VXX,2026-05-08,US/Eastern,24.91,28.9,24.71,25.83,32691456,0.92,3.69,3.32,-73.56,4.19,0.16,16.82,0.39,28.54,27.57
2023-07-14,VXX,2026-05-08,US/Eastern,25.94,26.27,23.44,23.92,40118557,-2.02,-7.79,-7.39,-75.52,2.83,0.12,10.91,22.72,26.87,27.87
2023-07-21,VXX,2026-05-08,US/Eastern,24.0,24.42,23.23,23.7,37271535,-0.3,-1.25,-0.92,-75.74,1.18,0.05,4.94,-7.1,25.8,28.18
2023-07-28,VXX,2026-05-08,US/Eastern,23.68,24.31,22.2,22.9,50635117,-0.78,-3.29,-3.38,-76.56,2.11,0.09,8.91,35.85,25.02,28.47
2023-08-04,VXX,2026-05-08,US/Eastern,22.78,26.31,22.59,25.83,60745949,3.05,13.39,12.79,-73.56,3.72,0.14,16.33,19.97,24.81,28.89
2023-08-11,VXX,2026-05-08,US/Eastern,25.26,27.21,23.36,23.83,66660061,-1.43,-5.66,-7.74,-75.61,3.85,0.16,15.24,9.74,24.43,29.28
2023-08-18,VXX,2026-05-08,US/Eastern,24.22,27.33,23.36,25.71,68091830,1.49,6.15,7.89,-73.68,3.97,0.15,16.39,2.15,24.53,29.73
2023-08-25,VXX,2026-05-08,US/Eastern,25.45,25.91,23.84,24.2,55751848,-1.25,-4.91,-5.87,-75.23,2.07,0.09,8.11,-18.12,24.3,30.16
2023-09-01,VXX,2026-05-08,US/Eastern,23.73,23.84,21.0,21.21,46954652,-2.52,-10.62,-12.36,-78.29,2.85,0.13,11.99,-15.78,23.91,30.49
2023-09-08,VXX,2026-05-08,US/Eastern,21.3,22.69,20.96,21.28,31930874,-0.02,-0.09,0.33,-78.22,1.73,0.08,8.12,-32.0,23.57,30.8
2023-09-15,VXX,2026-05-08,US/Eastern,20.91,21.21,19.77,20.68,49079964,-0.23,-1.1,-2.82,-78.83,1.44,0.07,6.89,53.71,23.25,31.1
2023-09-22,VXX,2026-05-08,US/Eastern,20.94,22.99,19.93,22.87,61824795,1.93,9.22,10.59,-76.59,3.06,0.13,14.59,25.97,22.83,31.45
2023-09-29,VXX,2026-05-08,US/Eastern,23.53,25.44,21.87,23.32,64473490,-0.21,-0.89,1.97,-76.13,3.57,0.15,15.17,4.28,22.75,31.87
2023-10-06,VXX,2026-05-08,US/Eastern,23.44,25.96,22.75,23.64,64372216,0.2,0.85,1.37,-75.8,3.21,0.14,13.69,-0.16,22.46,30.89
2023-10-13,VXX,2026-05-08,US/Eastern,24.43,25.91,21.43,25.32,61944701,0.89,3.64,7.11,-74.08,4.48,0.18,18.34,-3.77,22.62,29.87
2023-10-20,VXX,2026-05-08,US/Eastern,24.37,26.93,22.55,26.46,78062852,2.09,8.58,4.5,-72.92,4.38,0.17,17.97,26.02,23.37,29.09
2023-10-27,VXX,2026-05-08,US/Eastern,26.94,27.36,24.3,27.08,67278523,0.14,0.52,2.34,-72.28,3.06,0.11,11.36,-13.81,24.2,28.5
2023-11-03,VXX,2026-05-08,US/Eastern,26.04,26.1,21.04,21.18,54068624,-4.86,-18.66,-21.79,-78.32,5.06,0.24,19.43,-19.63,24.27,27.75
2023-11-10,VXX,2026-05-08,US/Eastern,20.92,21.09,19.74,19.93,44482927,-0.99,-4.73,-5.9,-79.6,1.35,0.07,6.46,-17.73,23.85,27.06
2023-11-17,VXX,2026-05-08,US/Eastern,20.07,20.18,18.5,18.56,41114112,-1.51,-7.52,-6.87,-81.0,1.68,0.09,8.37,-7.57,23.17,26.38
2023-11-24,VXX,2026-05-08,US/Eastern,18.45,18.51,17.34,17.42,26256519,-1.03,-5.58,-6.14,-82.17,1.17,0.07,6.34,-36.14,22.28,25.7
2023-12-01,VXX,2026-05-08,US/Eastern,17.58,17.69,17.0,17.23,36335156,-0.35,-1.99,-1.09,-82.36,0.69,0.04,3.92,38.39,21.12,24.98
2023-12-08,VXX,2026-05-08,US/Eastern,17.52,17.82,16.72,16.75,31544910,-0.77,-4.39,-2.79,-82.86,1.1,0.07,6.28,-13.18,19.74,24.29
2023-12-15,VXX,2026-05-08,US/Eastern,16.69,16.74,15.52,16.14,55528043,-0.55,-3.3,-3.64,-83.48,1.22,0.08,7.31,76.03,18.17,23.63
2023-12-22,VXX,2026-05-08,US/Eastern,16.12,17.63,16.07,16.61,50338136,0.49,3.04,2.91,-83.0,1.56,0.09,9.68,-9.35,17.52,23.0
2023-12-29,VXX,2026-05-08,US/Eastern,16.57,16.68,15.38,15.52,28214482,-1.05,-6.34,-6.56,-84.11,1.3,0.08,7.85,-43.95,16.89,22.48
2024-01-05,VXX,2026-05-08,US/Eastern,15.95,16.35,15.4,15.55,47365335,-0.4,-2.51,0.19,-84.08,0.95,0.06,5.96,67.88,16.46,22.05
2024-01-12,VXX,2026-05-08,US/Eastern,15.54,15.61,14.43,14.84,46634912,-0.7,-4.5,-4.57,-84.81,1.18,0.08,7.59,-1.54,16.09,21.63
2024-01-19,VXX,2026-05-08,US/Eastern,15.2,16.3,14.88,15.0,49710389,-0.2,-1.32,1.08,-84.65,1.42,0.09,9.34,6.59,15.77,21.25
2024-01-26,VXX,2026-05-08,US/Eastern,14.81,14.92,13.93,14.53,45991128,-0.28,-1.89,-3.13,-85.13,0.99,0.07,6.68,-7.48,15.46,20.9
2024-02-02,VXX,2026-05-08,US/Eastern,14.54,15.29,14.36,14.99,57492051,0.45,3.09,3.17,-84.66,0.93,0.06,6.4,25.01,15.29,20.54
2024-02-09,VXX,2026-05-08,US/Eastern,14.86,15.17,13.75,14.02,43817374,-0.84,-5.65,-6.47,-85.65,1.42,0.1,9.56,-23.79,14.92,20.21
2024-02-16,VXX,2026-05-08,US/Eastern,13.93,16.31,13.89,14.4,90624441,0.47,3.37,2.71,-85.26,2.42,0.17,17.37,106.82,14.76,19.9
2024-02-23,VXX,2026-05-08,US/Eastern,14.62,15.24,13.91,13.93,56864545,-0.69,-4.72,-3.26,-85.74,1.33,0.1,9.1,-37.25,14.53,19.6
2024-03-01,VXX,2026-05-08,US/Eastern,13.81,13.87,13.35,13.6,43491549,-0.21,-1.52,-2.37,-86.08,0.52,0.04,3.77,-23.52,14.35,19.19
2024-03-08,VXX,2026-05-08,US/Eastern,13.54,14.96,13.49,14.48,72670800,0.94,6.94,6.47,-85.18,1.47,0.1,10.86,67.09,14.28,18.88
2024-03-15,VXX,2026-05-08,US/Eastern,14.61,14.86,13.39,14.19,85533281,-0.42,-2.87,-2.0,-85.48,1.47,0.1,10.07,17.7,14.23,18.5
2024-03-22,VXX,2026-05-08,US/Eastern,13.97,13.99,12.92,13.13,63505932,-0.84,-6.01,-7.47,-86.56,1.07,0.08,7.63,-25.75,13.96,18.13
2024-03-28,VXX,2026-05-08,US/Eastern,13.14,13.15,12.73,12.97,37744662,-0.17,-1.29,-1.22,-86.72,0.42,0.03,3.2,-40.57,13.81,17.85
2024-04-05,VXX,2026-05-08,US/Eastern,12.99,14.43,12.92,14.26,115288260,1.27,9.78,9.95,-85.4,1.5,0.11,11.59,205.44,13.79,17.62
2024-04-12,VXX,2026-05-08,US/Eastern,14.0,15.48,13.53,14.79,145534808,0.79,5.64,3.72,-84.86,1.96,0.13,13.96,26.24,13.92,17.42
2024-04-19,VXX,2026-05-08,US/Eastern,14.35,15.7,14.18,15.46,136359350,1.11,7.74,4.53,-84.18,1.53,0.1,10.63,-6.3,14.18,17.18
2024-04-26,VXX,2026-05-08,US/Eastern,14.87,14.89,13.36,13.43,79334755,-1.44,-9.68,-13.13,-86.25,1.53,0.11,10.29,-41.82,14.03,16.85
2024-05-03,VXX,2026-05-08,US/Eastern,13.29,13.86,12.72,12.79,63972737,-0.5,-3.76,-4.77,-86.91,1.14,0.09,8.58,-19.36,13.83,16.49
2024-05-10,VXX,2026-05-08,US/Eastern,12.59,12.61,12.04,12.06,46577129,-0.53,-4.21,-5.71,-87.66,0.57,0.05,4.53,-27.19,13.68,16.04
2024-05-17,VXX,2026-05-08,US/Eastern,12.04,12.27,11.34,11.36,45686214,-0.68,-5.65,-5.8,-88.37,0.93,0.08,7.72,-1.91,13.45,15.54
2024-05-24,VXX,2026-05-08,US/Eastern,11.37,11.73,11.12,11.25,69201375,-0.12,-1.06,-0.97,-88.49,0.61,0.05,5.36,51.47,13.02,15.01
2024-05-31,VXX,2026-05-08,US/Eastern,11.21,12.21,11.19,11.53,60683124,0.32,2.85,2.49,-88.2,1.02,0.09,9.1,-12.31,12.55,14.69
2024-06-07,VXX,2026-05-08,US/Eastern,11.41,11.9,11.03,11.13,62193314,-0.28,-2.45,-3.47,-88.61,0.87,0.08,7.62,2.49,11.94,14.4
2024-06-14,VXX,2026-05-08,US/Eastern,11.29,11.44,10.8,11.21,56136583,-0.08,-0.71,0.72,-88.53,0.63,0.06,5.62,-9.74,11.62,14.15
2024-06-21,VXX,2026-05-08,US/Eastern,11.23,11.71,11.0,11.29,47497761,0.06,0.53,0.71,-88.44,0.7,0.06,6.28,-15.39,11.4,13.95
2024-06-28,VXX,2026-05-08,US/Eastern,11.36,11.38,10.72,10.92,40838073,-0.44,-3.87,-3.28,-88.82,0.66,0.06,5.81,-14.02,11.24,13.74
2024-07-05,VXX,2026-05-08,US/Eastern,10.81,10.86,10.32,10.46,25960338,-0.35,-3.24,-4.21,-89.29,0.54,0.05,5.0,-36.43,11.11,13.53
2024-07-12,VXX,2026-05-08,US/Eastern,10.34,10.46,9.99,10.16,50695807,-0.18,-1.74,-2.87,-89.6,0.47,0.05,4.55,95.28,10.96,13.33
2024-07-19,VXX,2026-05-08,US/Eastern,10.08,11.67,10.03,11.53,96178562,1.45,14.38,13.48,-88.2,1.64,0.14,16.27,89.72,10.96,13.16
2024-07-26,VXX,2026-05-08,US/Eastern,11.31,51.04,10.67,46.78,71070791,35.47,313.62,305.72,-52.12,40.37,0.86,356.94,-26.11,16.05,14.2
2024-08-02,VXX,2026-05-08,US/Eastern,46.37,64.45,44.62,62.68,63799751,16.31,35.17,33.99,-35.84,19.83,0.32,42.76,-10.23,23.4,15.77
2024-08-09,VXX,2026-05-08,US/Eastern,90.08,91.02,54.51,55.78,79239848,-34.3,-38.08,-11.01,-42.91,36.51,0.65,40.53,24.2,29.76,17.14
2024-08-16,VXX,2026-05-08,US/Eastern,54.72,56.17,44.66,45.23,27112901,-9.5,-17.35,-18.91,-53.71,11.51,0.25,21.03,-65.78,34.66,18.14
2024-08-23,VXX,2026-05-08,US/Eastern,45.29,49.16,44.03,45.94,28276963,0.65,1.44,1.57,-52.98,5.13,0.11,11.33,4.29,39.73,19.19
2024-08-30,VXX,2026-05-08,US/Eastern,45.66,48.24,44.36,44.5,21533053,-1.16,-2.54,-3.13,-54.45,3.88,0.09,8.5,-23.85,44.63,20.18
2024-09-06,VXX,2026-05-08,US/Eastern,45.62,58.58,45.52,56.11,36632915,10.49,22.99,26.09,-42.57,13.06,0.23,28.63,70.12,51.0,21.58
2024-09-13,VXX,2026-05-08,US/Eastern,54.98,55.7,47.71,48.79,27333545,-6.19,-11.26,-13.05,-50.06,7.99,0.16,14.54,-25.39,51.29,22.72
2024-09-20,VXX,2026-05-08,US/Eastern,49.07,51.07,46.93,47.43,24543473,-1.64,-3.34,-2.79,-51.45,4.14,0.09,8.44,-10.21,49.11,23.84
2024-09-27,VXX,2026-05-08,US/Eastern,47.06,50.77,46.63,50.73,14897681,3.67,7.8,6.96,-48.08,4.14,0.08,8.79,-39.3,48.39,25.08
2024-10-04,VXX,2026-05-08,US/Eastern,51.0,55.4,49.5,53.0,28397165,2.0,3.92,4.47,-45.75,5.9,0.11,11.57,90.61,49.5,26.36
2024-10-11,VXX,2026-05-08,US/Eastern,53.97,58.16,53.63,54.07,20089253,0.1,0.19,2.02,-44.66,4.53,0.08,8.39,-29.26,50.66,27.69
2024-10-18,VXX,2026-05-08,US/Eastern,53.31,54.61,50.86,51.21,16015116,-2.1,-3.94,-5.29,-47.58,3.75,0.07,7.03,-20.28,51.62,28.96
2024-10-25,VXX,2026-05-08,US/Eastern,51.6,55.39,50.81,55.29,19822451,3.69,7.15,7.97,-43.41,4.58,0.08,8.88,23.77,51.5,30.37
2024-11-01,VXX,2026-05-08,US/Eastern,53.06,58.0,51.71,56.85,23388084,3.79,7.14,2.82,-41.81,6.29,0.11,11.85,17.99,52.65,31.79
2024-11-08,VXX,2026-05-08,US/Eastern,56.37,56.71,44.57,44.77,26263466,-11.6,-20.58,-21.25,-54.18,12.14,0.27,21.54,12.29,52.27,32.79
