date,symbol,dt_last_refreshed,timezone,open,high,low,close,volume,daily_change,intraday_return_pct,daily_return_pct,cumulative_return_pct,intraday_volatility_abs,volatility_ratio,intraday_volatility_pct,volume_change_pct,moving_avg_7d,moving_avg_30d
2024-11-15,VXX,2026-05-08,US/Eastern,44.37,48.63,42.78,46.59,21134966,2.22,5.0,4.07,-52.31,5.85,0.13,13.18,-19.53,51.68,33.83
2024-11-22,VXX,2026-05-08,US/Eastern,46.31,49.83,44.15,45.76,28192916,-0.55,-1.19,-1.78,-53.16,5.68,0.12,12.27,33.39,50.65,34.91
2024-11-29,VXX,2026-05-08,US/Eastern,44.39,46.25,42.42,42.58,11378219,-1.8,-4.07,-6.94,-56.41,3.83,0.09,8.62,-59.64,49.01,35.9
2024-12-06,VXX,2026-05-08,US/Eastern,42.62,43.24,41.3,41.76,13185536,-0.86,-2.02,-1.94,-57.26,1.94,0.05,4.55,15.88,47.66,36.89
2024-12-13,VXX,2026-05-08,US/Eastern,41.67,43.07,41.38,42.5,15669947,0.83,1.99,1.77,-56.5,1.69,0.04,4.06,18.84,45.83,37.93
2024-12-20,VXX,2026-05-08,US/Eastern,42.3,56.85,42.3,48.08,37704705,5.78,13.66,13.13,-50.79,14.55,0.3,34.4,140.62,44.58,39.16
2024-12-27,VXX,2026-05-08,US/Eastern,46.92,48.82,42.18,44.43,16459036,-2.49,-5.31,-7.59,-54.52,6.64,0.15,14.15,-56.35,44.53,40.25
2025-01-03,VXX,2026-05-08,US/Eastern,46.92,49.02,44.09,44.1,17348706,-2.82,-6.01,-0.74,-54.86,4.93,0.11,10.5,5.41,44.17,41.35
2025-01-10,VXX,2026-05-08,US/Eastern,43.82,50.47,43.28,49.45,23546070,5.63,12.85,12.13,-49.39,7.19,0.15,16.41,35.72,44.7,42.63
2025-01-17,VXX,2026-05-08,US/Eastern,51.11,51.5,42.77,43.96,29057032,-7.15,-13.99,-11.1,-55.01,8.73,0.2,17.08,23.41,44.9,43.71
2025-01-24,VXX,2026-05-08,US/Eastern,43.03,43.4,41.46,41.74,22835186,-1.29,-3.0,-5.05,-57.28,1.94,0.05,4.51,-21.41,44.89,44.74
2025-01-31,VXX,2026-05-08,US/Eastern,46.7,46.92,41.92,44.12,37179206,-2.58,-5.52,5.7,-54.84,5.0,0.11,10.71,62.82,45.13,45.86
2025-02-07,VXX,2026-05-08,US/Eastern,47.13,48.2,42.13,43.96,29240892,-3.17,-6.73,-0.36,-55.01,6.07,0.14,12.88,-21.35,44.54,46.99
2025-02-14,VXX,2026-05-08,US/Eastern,43.17,44.26,41.83,42.0,23161560,-1.17,-2.71,-4.46,-57.01,2.43,0.06,5.63,-20.79,44.19,48.01
2025-02-21,VXX,2026-05-08,US/Eastern,41.75,44.86,41.04,44.33,30467381,2.58,6.18,5.55,-54.63,3.83,0.09,9.16,31.54,44.22,47.92
2025-02-28,VXX,2026-05-08,US/Eastern,43.85,48.15,43.04,45.83,45340185,1.98,4.52,3.38,-53.09,5.11,0.11,11.65,48.82,43.71,47.36
2025-03-07,VXX,2026-05-08,US/Eastern,44.51,55.34,44.51,51.23,56437957,6.72,15.1,11.78,-47.56,10.83,0.21,24.33,24.48,44.74,47.21
2025-03-14,VXX,2026-05-08,US/Eastern,53.94,60.28,51.27,51.53,48182287,-2.41,-4.47,0.59,-47.26,9.0,0.17,16.69,-14.63,46.14,47.42
2025-03-21,VXX,2026-05-08,US/Eastern,50.94,51.64,47.89,48.1,28393207,-2.84,-5.58,-6.66,-50.77,3.75,0.08,7.35,-41.07,46.71,47.49
2025-03-28,VXX,2026-05-08,US/Eastern,46.71,51.7,44.85,51.42,27921639,4.71,10.08,6.9,-47.37,6.85,0.13,14.66,-1.66,47.78,47.72
2025-04-04,VXX,2026-05-08,US/Eastern,54.35,76.46,49.18,74.85,63198241,20.5,37.72,45.57,-23.39,27.28,0.36,50.19,126.34,52.47,48.35
2025-04-11,VXX,2026-05-08,US/Eastern,81.74,91.19,63.35,77.12,97035386,-4.62,-5.65,3.03,-21.06,27.84,0.36,34.06,53.54,57.15,49.29
2025-04-17,VXX,2026-05-08,US/Eastern,70.52,75.75,65.69,71.34,32038121,0.82,1.16,-7.49,-26.98,10.06,0.14,14.27,-66.98,60.8,50.09
2025-04-25,VXX,2026-05-08,US/Eastern,72.25,77.62,63.21,63.34,32214468,-8.91,-12.33,-11.21,-35.17,14.41,0.23,19.94,0.55,62.53,50.51
2025-05-02,VXX,2026-05-08,US/Eastern,62.32,68.47,60.79,61.01,21645401,-1.31,-2.1,-3.68,-37.55,7.68,0.13,12.32,-32.81,63.88,50.78
2025-05-09,VXX,2026-05-08,US/Eastern,62.0,64.99,59.28,59.95,16748206,-2.05,-3.31,-1.74,-38.64,5.71,0.1,9.21,-22.62,65.58,50.97
2025-05-16,VXX,2026-05-08,US/Eastern,55.44,55.5,50.28,51.83,26315005,-3.61,-6.51,-13.54,-46.95,5.22,0.1,9.41,57.12,65.63,50.99
2025-05-23,VXX,2026-05-08,US/Eastern,53.88,59.36,51.88,58.79,26033267,4.91,9.11,13.43,-39.83,7.48,0.13,13.88,-1.07,63.34,51.11
2025-05-30,VXX,2026-05-08,US/Eastern,55.13,55.96,52.09,53.83,14865447,-1.3,-2.36,-8.44,-44.9,3.87,0.07,7.02,-42.9,60.01,51.01
2025-06-06,VXX,2026-05-08,US/Eastern,54.34,54.81,50.56,50.81,17103394,-3.53,-6.5,-5.61,-47.99,4.25,0.08,7.82,15.05,57.08,51.21
2025-06-13,VXX,2026-05-08,US/Eastern,50.5,56.01,48.67,55.15,28864571,4.65,9.21,8.54,-43.55,7.34,0.13,14.53,68.77,55.91,51.5
2025-06-20,VXX,2026-05-08,US/Eastern,52.97,55.22,50.84,53.46,26596762,0.49,0.93,-3.06,-45.28,4.38,0.08,8.27,-7.86,54.83,51.75
2025-06-27,VXX,2026-05-08,US/Eastern,53.31,55.57,47.84,48.27,21482221,-5.04,-9.45,-9.71,-50.59,7.73,0.16,14.5,-19.23,53.16,51.94
2025-07-03,VXX,2026-05-08,US/Eastern,47.74,48.45,46.81,47.57,12791623,-0.17,-0.36,-1.45,-51.31,1.64,0.03,3.44,-40.45,52.55,52.14
2025-07-11,VXX,2026-05-08,US/Eastern,48.08,48.97,44.69,45.2,19558362,-2.88,-5.98,-4.98,-53.74,4.28,0.09,8.9,52.9,50.61,52.23
2025-07-18,VXX,2026-05-08,US/Eastern,45.67,48.1,44.84,45.01,25022810,-0.66,-1.45,-0.42,-53.93,3.27,0.07,7.15,27.94,49.35,52.12
2025-07-25,VXX,2026-05-08,US/Eastern,44.64,45.77,42.16,42.33,22673510,-2.31,-5.17,-5.95,-56.67,3.61,0.09,8.08,-9.39,48.14,52.05
2025-08-01,VXX,2026-05-08,US/Eastern,41.45,46.97,40.46,45.91,40524800,4.46,10.76,8.46,-53.01,6.51,0.14,15.71,78.73,46.82,52.11
2025-08-08,VXX,2026-05-08,US/Eastern,44.63,44.74,40.75,40.81,26367404,-3.82,-8.56,-11.11,-58.23,3.99,0.1,8.94,-34.94,45.01,51.83
2025-08-15,VXX,2026-05-08,US/Eastern,40.67,41.23,38.65,39.04,31182349,-1.63,-4.01,-4.34,-60.04,2.58,0.07,6.34,18.26,43.7,51.66
2025-08-22,VXX,2026-05-08,US/Eastern,38.97,40.08,35.97,35.98,44335992,-2.99,-7.67,-7.84,-63.17,4.11,0.11,10.53,42.18,42.04,51.47
2025-08-29,VXX,2026-05-08,US/Eastern,36.38,36.62,35.28,36.27,22650145,-0.1,-0.29,0.81,-62.88,1.34,0.04,3.68,-48.91,40.76,51.21
2025-09-05,VXX,2026-05-08,US/Eastern,38.21,38.94,34.5,35.47,38811307,-2.74,-7.17,-2.21,-63.69,4.44,0.13,11.62,71.35,39.4,50.93
2025-09-12,VXX,2026-05-08,US/Eastern,35.1,35.42,33.25,33.68,25982682,-1.42,-4.05,-5.05,-65.53,2.16,0.06,6.17,-33.05,38.17,50.65
2025-09-19,VXX,2026-05-08,US/Eastern,33.28,34.6,32.64,33.18,32884608,-0.1,-0.3,-1.48,-66.04,1.97,0.06,5.9,26.56,36.35,50.28
2025-09-26,VXX,2026-05-08,US/Eastern,33.5,34.87,32.84,32.84,33121546,-0.66,-1.97,-1.02,-66.39,2.03,0.06,6.05,0.72,35.21,49.84
2025-10-03,VXX,2026-05-08,US/Eastern,32.72,33.71,32.68,33.25,28806414,0.53,1.62,1.25,-65.97,1.03,0.03,3.15,-13.03,34.38,49.24
2025-10-10,VXX,2026-05-08,US/Eastern,33.09,37.87,32.86,37.47,66327728,4.38,13.24,12.69,-61.65,5.01,0.13,15.14,130.25,34.59,48.78
2025-10-17,VXX,2026-05-08,US/Eastern,35.36,40.83,34.41,36.95,81429565,1.59,4.5,-1.39,-62.18,6.42,0.17,18.14,22.77,34.69,48.4
2025-10-24,VXX,2026-05-08,US/Eastern,35.81,36.03,32.57,33.08,43872256,-2.73,-7.62,-10.47,-66.14,3.46,0.1,9.66,-46.12,34.35,47.79
2025-10-31,VXX,2026-05-08,US/Eastern,32.03,34.68,31.84,34.0,32974508,1.97,6.15,2.78,-65.2,2.84,0.08,8.87,-24.84,34.4,46.43
2025-11-07,VXX,2026-05-08,US/Eastern,33.57,37.07,33.19,34.81,41829951,1.24,3.69,2.38,-64.37,3.88,0.11,11.56,26.86,34.63,45.02
2025-11-14,VXX,2026-05-08,US/Eastern,33.42,36.78,32.5,34.57,43148105,1.15,3.44,-0.69,-64.62,4.28,0.12,12.82,3.15,34.88,43.8
2025-11-21,VXX,2026-05-08,US/Eastern,35.2,40.52,34.09,37.32,94759776,2.12,6.02,7.95,-61.8,6.43,0.17,18.27,119.62,35.46,42.93
2025-11-28,VXX,2026-05-08,US/Eastern,36.79,36.87,32.07,32.1,31394909,-4.69,-12.75,-13.99,-67.14,4.8,0.15,13.05,-66.87,34.69,41.96
2025-12-05,VXX,2026-05-08,US/Eastern,32.87,32.87,30.66,30.72,27959126,-2.15,-6.54,-4.3,-68.56,2.21,0.07,6.72,-10.94,33.8,40.99
2025-12-12,VXX,2026-05-08,US/Eastern,30.64,31.55,29.11,29.53,37978882,-1.11,-3.62,-3.87,-69.77,2.44,0.08,7.95,35.84,33.29,40.25
2025-12-19,VXX,2026-05-08,US/Eastern,29.25,30.24,27.81,27.86,44076658,-1.39,-4.75,-5.66,-71.48,2.43,0.09,8.31,16.06,32.42,39.22
2025-12-26,VXX,2026-05-08,US/Eastern,27.38,27.46,26.88,26.97,24652042,-0.41,-1.5,-3.19,-72.4,0.59,0.02,2.14,-44.07,31.3,38.32
2026-01-02,VXX,2026-05-08,US/Eastern,27.22,27.23,25.93,26.1,25850512,-1.11,-4.1,-3.23,-73.29,1.3,0.05,4.78,4.86,30.09,37.5
2026-01-09,VXX,2026-05-08,US/Eastern,25.85,26.63,25.64,25.75,33843811,-0.1,-0.39,-1.34,-73.64,0.99,0.04,3.85,30.92,28.43,36.52
2026-01-16,VXX,2026-05-08,US/Eastern,26.33,27.85,25.69,26.42,65896549,0.09,0.34,2.6,-72.96,2.16,0.08,8.2,94.71,27.62,35.62
2026-01-23,VXX,2026-05-08,US/Eastern,28.73,29.88,25.84,26.53,64691924,-2.2,-7.66,0.42,-72.85,4.04,0.15,14.06,-1.83,27.02,34.89
2026-01-30,VXX,2026-05-08,US/Eastern,26.45,28.77,26.14,27.5,43871939,1.05,3.97,3.66,-71.85,2.64,0.1,9.97,-32.18,26.73,34.22
2026-02-06,VXX,2026-05-08,US/Eastern,27.23,29.77,26.01,27.62,63912896,0.39,1.43,0.44,-71.73,3.76,0.14,13.81,45.68,26.7,33.64
2026-02-13,VXX,2026-05-08,US/Eastern,27.51,29.75,26.48,29.25,57127712,1.74,6.32,5.9,-70.06,3.27,0.11,11.89,-10.62,27.02,33.11
2026-02-20,VXX,2026-05-08,US/Eastern,29.48,30.22,27.63,28.37,48498890,-1.11,-3.77,-3.01,-70.96,2.59,0.09,8.79,-15.1,27.35,32.65
2026-02-27,VXX,2026-05-08,US/Eastern,28.44,29.74,27.23,28.9,42646189,0.45,1.6,1.87,-70.42,2.52,0.09,8.84,-12.07,27.8,32.08
2026-03-06,VXX,2026-05-08,US/Eastern,30.59,35.76,28.72,35.67,90705744,5.08,16.61,23.43,-63.49,7.04,0.2,23.01,112.69,29.12,31.91
2026-03-13,VXX,2026-05-08,US/Eastern,36.1,37.43,30.75,35.1,84540791,-1.0,-2.77,-1.6,-64.07,6.68,0.19,18.5,-6.8,30.34,31.78
2026-03-20,VXX,2026-05-08,US/Eastern,33.8,36.7,31.4,35.97,78431596,2.17,6.42,2.48,-63.18,5.31,0.15,15.71,-7.23,31.55,31.78
2026-03-27,VXX,2026-05-08,US/Eastern,33.58,39.8,32.73,39.41,74462318,5.83,17.36,9.56,-59.66,7.07,0.18,21.05,-5.06,33.24,31.88
2026-04-02,VXX,2026-05-08,US/Eastern,37.91,39.93,34.21,34.7,62411359,-3.21,-8.47,-11.95,-64.48,5.72,0.16,15.08,-16.18,34.02,31.85
2026-04-10,VXX,2026-05-08,US/Eastern,34.8,36.33,30.1,30.77,49587252,-4.03,-11.58,-11.33,-68.51,6.24,0.2,17.92,-20.55,34.36,31.76
2026-04-17,VXX,2026-05-08,US/Eastern,31.16,31.3,28.37,28.98,35726903,-2.18,-7.0,-5.82,-70.34,2.93,0.1,9.4,-27.95,34.37,31.62
2026-04-24,VXX,2026-05-08,US/Eastern,29.29,30.94,29.07,29.79,39941119,0.5,1.71,2.8,-69.51,1.88,0.06,6.4,11.8,33.53,31.52
2026-05-01,VXX,2026-05-08,US/Eastern,29.48,29.63,27.77,28.4,29256666,-1.08,-3.66,-4.67,-70.93,1.86,0.07,6.31,-26.75,32.57,31.35
2026-05-08,VXX,2026-05-08,US/Eastern,28.35,29.24,27.56,28.06,38682038,-0.29,-1.02,-1.2,-71.28,1.68,0.06,5.93,32.22,31.44,31.04
