date,symbol,timezone,open,high,low,close,volume,daily_change,intraday_return_pct,daily_return_pct,cumulative_return_pct,intraday_volatility_abs,volatility_ratio,intraday_volatility_pct,volume_change_pct,moving_avg_7d,moving_avg_30d
2004-10-01,VTI,US/Eastern,106.8,109.5,106.42,109.5,764900,2.7,2.53,1.68,-5.93,3.08,0.03,2.88,-18.24,107.86,107.63
2004-10-08,VTI,US/Eastern,110.0,110.5,108.38,108.59,425400,-1.41,-1.28,-0.83,-6.71,2.12,0.02,1.93,-44.38,108.24,107.62
2004-10-15,VTI,US/Eastern,108.95,108.95,106.75,107.43,713000,-1.52,-1.4,-1.07,-7.71,2.2,0.02,2.02,67.61,108.34,107.62
2004-10-22,VTI,US/Eastern,107.3,108.35,106.11,106.5,969800,-0.8,-0.75,-0.87,-8.51,2.24,0.02,2.09,36.02,108.21,107.57
2004-10-29,VTI,US/Eastern,106.99,109.8,105.99,109.7,1875400,2.71,2.53,3.0,-5.76,3.81,0.03,3.56,93.38,108.36,107.54
2004-11-05,VTI,US/Eastern,109.85,113.69,109.46,113.16,1605600,3.31,3.01,3.15,-2.78,4.23,0.04,3.85,-14.39,108.94,107.62
2004-11-12,VTI,US/Eastern,113.1,115.13,112.79,115.1,511800,2.0,1.77,1.71,-1.12,2.34,0.02,2.07,-68.12,110.0,107.8
2004-11-19,VTI,US/Eastern,115.15,115.82,113.77,113.95,1503400,-1.2,-1.04,-1.0,-2.1,2.05,0.02,1.78,193.75,110.63,107.91
2004-11-26,VTI,US/Eastern,113.95,115.85,113.65,115.4,1350700,1.45,1.27,1.27,-0.86,2.2,0.02,1.93,-10.16,111.61,108.2
2004-12-03,VTI,US/Eastern,115.9,117.07,114.54,116.35,717800,0.45,0.39,0.82,-0.04,2.53,0.02,2.18,-46.86,112.88,108.54
2004-12-10,VTI,US/Eastern,116.45,116.64,114.59,116.0,519700,-0.45,-0.39,-0.3,-0.34,2.05,0.02,1.76,-27.6,114.24,108.89
2004-12-17,VTI,US/Eastern,116.8,118.17,116.2,117.2,1361500,0.4,0.34,1.03,0.69,1.97,0.02,1.69,161.98,115.31,109.29
2004-12-23,VTI,US/Eastern,117.65,118.99,116.78,118.65,1755400,1.0,0.85,1.24,1.93,2.21,0.02,1.88,28.93,116.09,109.63
2004-12-31,VTI,US/Eastern,117.95,118.8,117.3,118.05,697200,0.1,0.08,-0.51,1.42,1.5,0.01,1.27,-60.28,116.51,109.95
2005-01-07,VTI,US/Eastern,118.8,118.85,114.71,115.02,811500,-3.78,-3.18,-2.57,-1.19,4.14,0.04,3.48,16.39,116.67,110.13
2005-01-14,VTI,US/Eastern,115.1,116.1,114.0,114.9,812600,-0.2,-0.17,-0.1,-1.29,2.1,0.02,1.82,0.14,116.6,110.31
2005-01-21,VTI,US/Eastern,114.94,116.28,113.7,113.82,542000,-1.12,-0.97,-0.94,-2.22,2.58,0.02,2.24,-33.3,116.23,110.43
2005-01-28,VTI,US/Eastern,113.8,114.61,113.08,113.94,459700,0.14,0.12,0.11,-2.11,1.53,0.01,1.34,-15.18,115.94,110.59
2005-02-04,VTI,US/Eastern,114.75,117.25,114.65,117.15,467200,2.4,2.09,2.82,0.64,2.6,0.02,2.27,1.63,115.93,110.92
2005-02-11,VTI,US/Eastern,117.3,117.78,116.05,117.55,536600,0.25,0.21,0.34,0.99,1.73,0.01,1.47,14.85,115.78,111.29
2005-02-18,VTI,US/Eastern,117.55,118.25,116.87,117.2,590200,-0.35,-0.3,-0.3,0.69,1.38,0.01,1.17,9.99,115.65,111.72
2005-02-25,VTI,US/Eastern,116.7,118.2,115.43,118.09,576400,1.39,1.19,0.76,1.45,2.77,0.02,2.37,-2.34,116.09,112.11
2005-03-04,VTI,US/Eastern,118.1,119.57,116.94,119.39,419600,1.29,1.09,1.1,2.57,2.63,0.02,2.23,-27.2,116.73,112.68
2005-03-11,VTI,US/Eastern,119.3,120.01,116.96,117.26,414200,-2.04,-1.71,-1.78,0.74,3.05,0.03,2.56,-1.29,117.23,113.18
2005-03-18,VTI,US/Eastern,117.3,118.43,115.64,116.1,724000,-1.2,-1.02,-0.99,-0.26,2.79,0.02,2.38,74.79,117.53,113.52
2005-03-24,VTI,US/Eastern,116.15,116.5,114.17,114.25,530400,-1.9,-1.64,-1.59,-1.85,2.33,0.02,2.01,-26.74,117.12,113.77
2005-04-01,VTI,US/Eastern,114.4,115.94,113.2,114.37,607700,-0.03,-0.03,0.11,-1.74,2.74,0.02,2.4,14.57,116.67,114.0
2005-04-08,VTI,US/Eastern,114.3,116.05,113.77,115.0,499600,0.7,0.61,0.55,-1.2,2.28,0.02,1.99,-17.79,116.35,114.21
2005-04-15,VTI,US/Eastern,115.15,115.84,111.08,111.1,558000,-4.05,-3.52,-3.39,-4.55,4.76,0.04,4.13,11.69,115.35,114.28
2005-04-22,VTI,US/Eastern,111.1,112.99,110.74,112.2,869600,1.1,0.99,0.99,-3.61,2.25,0.02,2.03,55.84,114.33,114.43
2005-04-29,VTI,US/Eastern,112.8,113.45,110.63,112.33,544500,-0.47,-0.42,0.12,-3.5,2.82,0.03,2.5,-37.39,113.62,114.52
2005-05-06,VTI,US/Eastern,112.55,114.7,112.14,113.98,627200,1.43,1.27,1.47,-2.08,2.56,0.02,2.27,15.19,113.32,114.7
2005-05-13,VTI,US/Eastern,114.1,114.79,111.61,112.36,824000,-1.74,-1.52,-1.42,-3.47,3.18,0.03,2.79,31.38,113.05,114.87
2005-05-20,VTI,US/Eastern,112.5,116.23,112.44,116.0,519500,3.5,3.11,3.24,-0.34,3.79,0.03,3.37,-36.95,113.28,115.19
2005-05-27,VTI,US/Eastern,116.16,117.13,115.72,117.01,562700,0.85,0.73,0.87,0.52,1.41,0.01,1.21,8.32,113.57,115.43
2005-06-03,VTI,US/Eastern,117.01,117.99,116.53,117.16,360500,0.15,0.13,0.13,0.65,1.46,0.01,1.25,-35.93,114.43,115.56
2005-06-10,VTI,US/Eastern,117.25,118.49,116.75,117.62,595000,0.37,0.32,0.39,1.05,1.74,0.01,1.48,65.05,115.21,115.65
2005-06-17,VTI,US/Eastern,117.58,119.83,117.33,119.51,404900,1.93,1.64,1.61,2.67,2.5,0.02,2.13,-31.95,116.23,115.83
2005-06-24,VTI,US/Eastern,119.15,119.88,116.9,117.05,614200,-2.1,-1.76,-2.06,0.56,2.98,0.03,2.5,51.69,116.67,115.89
2005-07-01,VTI,US/Eastern,116.9,118.22,116.51,117.6,550900,0.7,0.6,0.47,1.03,1.71,0.01,1.46,-10.31,117.42,115.93
2005-07-08,VTI,US/Eastern,117.45,119.6,116.5,119.5,705000,2.05,1.75,1.62,2.66,3.1,0.03,2.64,27.97,117.92,116.05
2005-07-15,VTI,US/Eastern,119.5,121.6,119.5,120.92,435400,1.42,1.19,1.19,3.88,2.1,0.02,1.76,-38.24,118.48,116.17
2005-07-22,VTI,US/Eastern,120.73,121.94,120.25,121.68,493700,0.95,0.79,0.63,4.54,1.69,0.01,1.4,13.39,119.13,116.27
2005-07-29,VTI,US/Eastern,122.0,122.88,121.1,122.3,747400,0.3,0.25,0.51,5.07,1.78,0.01,1.46,51.39,119.79,116.41
2005-08-05,VTI,US/Eastern,122.35,123.1,120.77,120.95,416200,-1.4,-1.14,-1.1,3.91,2.33,0.02,1.9,-44.31,120.0,116.61
2005-08-12,VTI,US/Eastern,121.23,122.36,120.45,121.19,487300,-0.04,-0.03,0.2,4.12,1.91,0.02,1.58,17.08,120.59,116.82
2005-08-19,VTI,US/Eastern,121.5,122.58,119.72,120.5,437800,-1.0,-0.82,-0.57,3.52,2.86,0.02,2.35,-10.16,121.01,117.04
2005-08-26,VTI,US/Eastern,120.81,121.16,118.9,119.0,766500,-1.81,-1.5,-1.24,2.23,2.26,0.02,1.87,75.08,120.93,117.21
2005-09-02,VTI,US/Eastern,118.95,121.52,118.51,120.65,717000,1.7,1.43,1.39,3.65,3.01,0.02,2.53,-6.46,120.9,117.33
2005-09-09,VTI,US/Eastern,120.9,123.0,120.81,122.85,454800,1.95,1.61,1.82,5.54,2.19,0.02,1.81,-36.57,121.06,117.5
2005-09-16,VTI,US/Eastern,122.82,123.09,121.3,122.46,760400,-0.36,-0.29,-0.32,5.21,1.79,0.01,1.46,67.19,121.09,117.68
2005-09-23,VTI,US/Eastern,122.15,122.4,119.12,120.31,922900,-1.84,-1.51,-1.76,3.36,3.28,0.03,2.69,21.37,120.99,117.75
2005-09-30,VTI,US/Eastern,120.34,122.03,119.39,121.35,950000,1.01,0.84,0.86,4.25,2.64,0.02,2.19,2.94,121.02,117.82
2005-10-07,VTI,US/Eastern,121.6,121.89,116.52,118.02,832400,-3.58,-2.94,-2.74,1.39,5.37,0.05,4.42,-12.38,120.66,117.84
2005-10-14,VTI,US/Eastern,118.05,118.05,114.85,116.86,1113300,-1.19,-1.01,-0.98,0.4,3.2,0.03,2.71,33.75,120.36,117.87
2005-10-21,VTI,US/Eastern,116.55,117.88,115.08,116.48,727700,-0.07,-0.06,-0.33,0.07,2.8,0.02,2.4,-34.64,119.76,117.94
2005-10-28,VTI,US/Eastern,117.02,118.75,116.1,117.96,658800,0.94,0.8,1.27,1.34,2.65,0.02,2.26,-9.47,119.06,118.06
2005-11-04,VTI,US/Eastern,118.6,121.11,118.47,120.58,671200,1.98,1.67,2.22,3.59,2.64,0.02,2.23,1.88,118.79,118.25
2005-11-11,VTI,US/Eastern,121.0,122.22,120.04,122.15,1886300,1.15,0.95,1.3,4.94,2.18,0.02,1.8,181.03,119.06,118.62
2005-11-18,VTI,US/Eastern,122.3,123.6,121.12,123.58,493300,1.28,1.05,1.17,6.17,2.48,0.02,2.03,-73.85,119.38,119.0
2005-11-25,VTI,US/Eastern,123.68,125.84,123.25,125.57,508800,1.89,1.53,1.61,7.88,2.59,0.02,2.09,3.14,120.45,119.44
2005-12-02,VTI,US/Eastern,125.9,125.91,123.75,125.56,1146000,-0.34,-0.27,-0.01,7.87,2.16,0.02,1.72,125.24,121.7,119.82
2005-12-09,VTI,US/Eastern,125.39,126.22,124.2,125.04,565600,-0.35,-0.28,-0.41,7.42,2.02,0.02,1.61,-50.65,122.92,120.25
2005-12-16,VTI,US/Eastern,125.56,126.64,124.73,125.74,854200,0.18,0.14,0.56,8.02,1.91,0.02,1.52,51.03,124.03,120.57
2005-12-23,VTI,US/Eastern,125.74,126.0,124.38,125.89,583200,0.15,0.12,0.12,8.15,1.62,0.01,1.29,-31.73,124.79,120.87
2005-12-30,VTI,US/Eastern,125.51,125.56,123.1,123.33,1162400,-2.18,-1.74,-2.03,5.95,2.46,0.02,1.96,99.31,124.96,121.07
2006-01-06,VTI,US/Eastern,123.71,127.27,122.86,127.22,1613800,3.51,2.84,3.15,9.3,4.41,0.03,3.56,38.83,125.48,121.39
2006-01-13,VTI,US/Eastern,127.33,128.4,127.11,127.64,1140600,0.31,0.24,0.33,9.66,1.29,0.01,1.01,-29.32,125.77,121.66
2006-01-20,VTI,US/Eastern,127.17,127.83,125.21,125.25,889700,-1.92,-1.51,-1.87,7.6,2.62,0.02,2.06,-22.0,125.73,121.94
2006-01-27,VTI,US/Eastern,125.53,128.06,125.27,127.8,1327000,2.27,1.81,2.04,9.79,2.79,0.02,2.22,49.15,126.12,122.28
2006-02-03,VTI,US/Eastern,127.9,128.19,125.65,126.03,1185800,-1.87,-1.46,-1.38,8.27,2.54,0.02,1.99,-10.64,126.17,122.5
2006-02-10,VTI,US/Eastern,126.09,126.91,124.81,126.02,943300,-0.07,-0.06,-0.01,8.26,2.1,0.02,1.67,-20.45,126.18,122.67
2006-02-17,VTI,US/Eastern,125.94,128.3,125.09,127.96,552300,2.02,1.6,1.54,9.93,3.21,0.03,2.55,-41.45,126.85,122.87
2006-02-24,VTI,US/Eastern,128.35,128.84,127.47,128.48,458000,0.13,0.1,0.41,10.38,1.37,0.01,1.06,-17.07,127.03,123.08
2006-03-03,VTI,US/Eastern,128.7,129.43,127.45,128.4,753700,-0.3,-0.23,-0.06,10.31,1.98,0.02,1.54,64.56,127.13,123.33
2006-03-10,VTI,US/Eastern,128.64,128.64,126.2,127.61,747600,-1.03,-0.8,-0.62,9.63,2.44,0.02,1.9,-0.81,127.47,123.54
2006-03-17,VTI,US/Eastern,127.97,130.59,127.62,130.2,727300,2.23,1.74,2.03,11.86,2.97,0.02,2.32,-2.72,127.81,123.87
2006-03-24,VTI,US/Eastern,130.15,130.15,128.51,129.6,753400,-0.55,-0.42,-0.46,11.34,1.64,0.01,1.26,3.59,128.32,124.22
2006-03-31,VTI,US/Eastern,129.45,130.61,128.62,129.67,543500,0.22,0.17,0.05,11.4,1.99,0.02,1.54,-27.86,128.85,124.52
2006-04-07,VTI,US/Eastern,129.9,131.26,129.16,129.3,598600,-0.6,-0.46,-0.29,11.08,2.1,0.02,1.62,10.14,129.04,124.74
2006-04-13,VTI,US/Eastern,129.7,129.87,127.88,128.53,751900,-1.17,-0.9,-0.6,10.42,1.99,0.02,1.53,25.61,129.04,124.94
2006-04-21,VTI,US/Eastern,128.36,131.83,127.81,131.05,954700,2.69,2.1,1.96,12.59,4.02,0.03,3.13,26.97,129.42,125.3
2006-04-28,VTI,US/Eastern,130.93,131.42,129.34,130.91,541900,-0.02,-0.02,-0.11,12.47,2.08,0.02,1.59,-43.24,129.89,125.61
2006-05-05,VTI,US/Eastern,131.47,132.76,130.19,132.4,731300,0.93,0.71,1.14,13.75,2.57,0.02,1.95,34.95,130.21,126.09
2006-05-12,VTI,US/Eastern,132.55,132.77,128.85,128.87,1132200,-3.68,-2.78,-2.67,10.71,3.92,0.03,2.96,54.82,130.1,126.49
2006-05-19,VTI,US/Eastern,128.5,129.34,125.07,126.37,1504400,-2.13,-1.66,-1.94,8.57,4.27,0.03,3.32,32.87,129.63,126.82
2006-05-26,VTI,US/Eastern,125.56,127.55,123.72,127.52,2216900,1.96,1.56,0.91,9.55,3.83,0.03,3.05,47.36,129.38,127.14
2006-06-02,VTI,US/Eastern,127.41,129.0,125.21,128.55,717300,1.14,0.89,0.81,10.44,3.79,0.03,2.97,-67.64,129.38,127.41
2006-06-09,VTI,US/Eastern,128.05,128.24,122.76,125.0,1180700,-3.05,-2.38,-2.76,7.39,5.48,0.04,4.28,64.6,128.52,127.5
2006-06-16,VTI,US/Eastern,124.47,125.21,121.0,124.25,2738600,-0.22,-0.18,-0.6,6.74,4.21,0.03,3.38,131.95,127.57,127.53
2006-06-23,VTI,US/Eastern,124.8,124.97,122.91,123.91,1952200,-0.89,-0.71,-0.27,6.45,2.06,0.02,1.65,-28.72,126.35,127.47
2006-06-30,VTI,US/Eastern,123.9,126.92,122.53,126.31,791100,2.41,1.95,1.94,8.51,4.39,0.03,3.54,-59.48,125.99,127.49
2006-07-07,VTI,US/Eastern,127.0,127.32,125.35,125.6,1637300,-1.4,-1.1,-0.56,7.9,1.97,0.02,1.55,106.96,125.88,127.51
2006-07-14,VTI,US/Eastern,126.0,126.44,121.55,122.28,963600,-3.72,-2.95,-2.64,5.05,4.89,0.04,3.88,-41.15,125.13,127.4
2006-07-21,VTI,US/Eastern,122.12,125.05,121.03,122.25,967900,0.13,0.11,-0.02,5.03,4.02,0.03,3.29,0.45,124.23,127.28
2006-07-28,VTI,US/Eastern,122.9,126.46,122.81,126.17,651000,3.27,2.66,3.21,8.39,3.65,0.03,2.97,-32.74,124.4,127.37
2006-08-04,VTI,US/Eastern,126.14,127.97,125.0,126.52,523400,0.38,0.3,0.28,8.69,2.97,0.02,2.35,-19.6,124.72,127.35
2006-08-11,VTI,US/Eastern,126.29,126.8,124.35,124.97,637000,-1.32,-1.05,-1.23,7.36,2.45,0.02,1.94,21.7,124.87,127.26
2006-08-18,VTI,US/Eastern,125.75,128.84,124.94,128.84,941700,3.09,2.46,3.1,10.69,3.9,0.03,3.1,47.83,125.23,127.38
2006-08-25,VTI,US/Eastern,128.18,128.63,127.2,127.81,559500,-0.37,-0.29,-0.8,9.8,1.43,0.01,1.12,-40.59,125.55,127.38
2006-09-01,VTI,US/Eastern,127.45,129.97,127.45,129.81,580800,2.36,1.85,1.56,11.52,2.52,0.02,1.98,3.81,126.62,127.51
2006-09-08,VTI,US/Eastern,129.82,130.23,127.77,128.46,488900,-1.36,-1.05,-1.04,10.36,2.46,0.02,1.89,-15.82,127.51,127.59
2006-09-15,VTI,US/Eastern,128.28,131.15,127.51,130.68,734500,2.4,1.87,1.73,12.27,3.64,0.03,2.84,50.24,128.16,127.68
2006-09-22,VTI,US/Eastern,130.54,131.55,129.58,130.07,619400,-0.47,-0.36,-0.47,11.74,1.97,0.02,1.51,-15.67,128.66,127.73
2006-09-29,VTI,US/Eastern,129.88,132.12,129.02,131.47,1245200,1.59,1.22,1.08,12.95,3.1,0.02,2.39,101.03,129.59,127.83
2006-10-06,VTI,US/Eastern,131.5,133.4,130.42,133.04,1079900,1.54,1.17,1.19,14.3,2.98,0.02,2.27,-13.27,130.19,128.01
2006-10-13,VTI,US/Eastern,133.02,135.08,132.5,135.03,483900,2.01,1.51,1.5,16.01,2.58,0.02,1.94,-55.19,131.22,128.17
2006-10-20,VTI,US/Eastern,135.03,135.85,134.09,135.17,564600,0.14,0.1,0.1,16.13,1.76,0.01,1.3,16.68,131.99,128.36
2006-10-27,VTI,US/Eastern,134.85,137.35,134.68,136.2,884100,1.35,1.0,0.76,17.01,2.67,0.02,1.98,56.59,133.09,128.58
2006-11-03,VTI,US/Eastern,135.98,136.7,134.42,134.88,524300,-1.1,-0.81,-0.97,15.88,2.28,0.02,1.68,-40.7,133.69,128.76
2006-11-10,VTI,US/Eastern,135.02,137.52,135.02,136.76,562400,1.74,1.29,1.39,17.49,2.5,0.02,1.85,7.27,134.65,129.04
2006-11-17,VTI,US/Eastern,136.87,139.2,136.57,138.89,1024300,2.02,1.48,1.56,19.32,2.63,0.02,1.92,82.13,135.71,129.3
2006-11-24,VTI,US/Eastern,139.1,139.76,138.7,139.31,415400,0.21,0.15,0.3,19.68,1.06,0.01,0.76,-59.45,136.61,129.58
2006-12-01,VTI,US/Eastern,139.25,139.79,136.72,138.86,859100,-0.39,-0.28,-0.32,19.3,3.07,0.02,2.2,106.81,137.15,129.79
2006-12-08,VTI,US/Eastern,139.18,141.12,139.16,140.26,579100,1.08,0.78,1.01,20.5,1.96,0.01,1.41,-32.59,137.88,130.17
2006-12-15,VTI,US/Eastern,140.44,142.29,139.63,141.69,633000,1.25,0.89,1.02,21.73,2.66,0.02,1.89,9.31,138.66,130.69
2006-12-22,VTI,US/Eastern,142.05,142.17,139.19,139.2,812600,-2.85,-2.01,-1.76,19.59,2.98,0.02,2.1,28.37,139.28,131.07
2006-12-29,VTI,US/Eastern,139.36,141.08,139.26,140.21,642800,0.85,0.61,0.73,20.46,1.82,0.01,1.31,-20.9,139.77,131.46
2007-01-05,VTI,US/Eastern,141.15,141.36,138.85,139.12,2242800,-2.03,-1.44,-0.78,19.52,2.51,0.02,1.78,248.91,139.81,131.93
2007-01-12,VTI,US/Eastern,139.52,141.93,138.65,141.93,803900,2.41,1.73,2.02,21.93,3.28,0.02,2.35,-64.16,140.18,132.52
2007-01-19,VTI,US/Eastern,142.15,142.15,140.8,141.55,748600,-0.6,-0.42,-0.27,21.61,1.35,0.01,0.95,-6.88,140.57,133.11
2007-01-26,VTI,US/Eastern,141.69,142.82,140.36,140.95,788900,-0.74,-0.52,-0.42,21.09,2.46,0.02,1.74,5.38,140.66,133.6
2007-02-02,VTI,US/Eastern,141.17,143.99,140.74,143.82,829300,2.65,1.88,2.04,23.56,3.25,0.02,2.3,5.12,140.97,134.21
2007-02-09,VTI,US/Eastern,144.0,144.64,142.66,143.2,986800,-0.8,-0.56,-0.43,23.02,1.98,0.01,1.38,18.99,141.54,134.9
2007-02-16,VTI,US/Eastern,143.4,145.13,142.4,144.99,795500,1.59,1.11,1.25,24.56,2.73,0.02,1.9,-19.39,142.22,135.66
2007-02-23,VTI,US/Eastern,144.9,145.9,144.31,144.96,627000,0.06,0.04,-0.02,24.54,1.59,0.01,1.1,-21.18,143.06,136.29
2007-03-02,VTI,US/Eastern,145.4,145.65,135.17,138.1,2241700,-7.3,-5.02,-4.73,18.64,10.48,0.08,7.21,257.53,142.51,136.67
2007-03-09,VTI,US/Eastern,136.98,140.8,136.33,139.9,1372600,2.92,2.13,1.3,20.19,4.47,0.03,3.26,-38.77,142.27,137.17
2007-03-16,VTI,US/Eastern,139.85,140.57,136.1,138.4,880200,-1.45,-1.04,-1.07,18.9,4.47,0.03,3.2,-35.87,141.91,137.49
2007-03-23,VTI,US/Eastern,139.4,143.68,139.11,143.51,1079200,4.11,2.95,3.69,23.29,4.57,0.03,3.28,22.61,141.87,138.01
2007-03-30,VTI,US/Eastern,143.1,143.1,140.24,141.47,1392100,-1.63,-1.14,-1.42,21.54,2.86,0.02,2.0,28.99,141.62,138.4
2007-04-05,VTI,US/Eastern,141.98,144.24,141.05,143.66,1166900,1.68,1.18,1.55,23.42,3.19,0.02,2.25,-16.18,141.43,138.91
2007-04-13,VTI,US/Eastern,144.23,144.73,142.8,144.73,695100,0.5,0.35,0.74,24.34,1.93,0.01,1.34,-40.43,141.4,139.38
2007-04-20,VTI,US/Eastern,145.7,147.64,145.35,147.58,1346300,1.88,1.29,1.97,26.79,2.29,0.02,1.57,93.68,142.75,139.96
2007-04-27,VTI,US/Eastern,147.65,148.89,146.5,148.47,839200,0.82,0.56,0.6,27.55,2.39,0.02,1.62,-37.67,143.97,140.53
2007-05-04,VTI,US/Eastern,148.75,149.98,146.44,149.68,1033200,0.93,0.63,0.81,28.59,3.54,0.02,2.38,23.12,145.59,141.08
2007-05-11,VTI,US/Eastern,149.77,150.51,148.2,149.8,947900,0.03,0.02,0.08,28.69,2.31,0.02,1.54,-8.26,146.48,141.57
2007-05-18,VTI,US/Eastern,149.98,151.08,148.86,150.99,1044800,1.01,0.67,0.79,29.72,2.22,0.01,1.48,10.22,147.84,142.1
2007-05-25,VTI,US/Eastern,151.08,152.44,149.5,150.5,1262000,-0.58,-0.38,-0.32,29.3,2.94,0.02,1.95,20.79,148.82,142.58
2007-06-01,VTI,US/Eastern,150.96,153.57,150.25,153.26,619900,2.3,1.52,1.83,31.67,3.32,0.02,2.2,-50.88,150.04,143.19
2007-06-08,VTI,US/Eastern,153.06,153.62,148.17,150.22,1583800,-2.84,-1.86,-1.98,29.05,5.45,0.04,3.56,155.49,150.42,143.64
2007-06-15,VTI,US/Eastern,150.02,153.32,148.55,152.76,1293700,2.74,1.83,1.69,31.24,4.77,0.03,3.18,-18.32,151.03,144.1
2007-06-22,VTI,US/Eastern,152.95,153.31,149.76,150.4,1777500,-2.55,-1.67,-1.54,29.21,3.55,0.02,2.32,37.4,151.13,144.47
2007-06-29,VTI,US/Eastern,149.48,150.86,147.16,149.38,1152700,-0.1,-0.07,-0.68,28.33,3.7,0.02,2.48,-35.15,151.07,144.82
2007-07-06,VTI,US/Eastern,149.5,152.59,149.5,152.52,647600,3.02,2.02,2.1,31.03,3.09,0.02,2.07,-43.82,151.29,145.23
2007-07-13,VTI,US/Eastern,152.75,154.67,149.91,154.2,886000,1.45,0.95,1.1,32.47,4.76,0.03,3.12,36.81,151.82,145.65
2007-07-20,VTI,US/Eastern,154.22,154.71,151.92,152.64,1473600,-1.58,-1.02,-1.01,31.13,2.79,0.02,1.81,66.32,151.73,146.1
2007-07-27,VTI,US/Eastern,153.53,153.66,143.81,143.97,2164300,-9.56,-6.23,-5.68,23.69,9.85,0.07,6.42,46.87,150.84,146.22
2007-08-03,VTI,US/Eastern,144.94,147.84,141.71,142.38,2968400,-2.56,-1.77,-1.1,22.32,6.13,0.04,4.23,37.15,149.36,146.33
2007-08-10,VTI,US/Eastern,142.93,148.9,141.16,143.72,2721300,0.79,0.55,0.94,23.47,7.74,0.05,5.42,-8.32,148.4,146.39
2007-08-17,VTI,US/Eastern,145.69,145.69,135.74,143.06,3748400,-2.63,-1.81,-0.46,22.9,9.95,0.07,6.83,37.74,147.5,146.44
2007-08-24,VTI,US/Eastern,143.69,146.85,141.89,146.85,2563000,3.16,2.2,2.65,26.16,4.96,0.03,3.45,-31.62,146.69,146.64
2007-08-31,VTI,US/Eastern,146.43,147.08,142.06,146.22,4010400,-0.21,-0.14,-0.43,25.62,5.02,0.03,3.43,56.47,145.55,146.72
2007-09-07,VTI,US/Eastern,146.1,148.74,144.04,144.93,3402100,-1.17,-0.8,-0.88,24.51,4.7,0.03,3.22,-15.17,144.45,146.77
2007-09-14,VTI,US/Eastern,145.31,147.89,142.9,147.21,1993300,1.9,1.31,1.57,26.47,4.99,0.03,3.43,-41.41,144.91,146.85
2007-09-21,VTI,US/Eastern,146.85,152.79,146.1,151.22,2168600,4.37,2.98,2.72,29.91,6.69,0.04,4.56,8.79,146.17,147.06
2007-09-28,VTI,US/Eastern,150.75,152.35,148.93,151.2,1618800,0.45,0.3,-0.01,29.9,3.42,0.02,2.27,-25.35,147.24,147.49
2007-10-05,VTI,US/Eastern,151.5,155.09,151.5,154.61,1441000,3.11,2.05,2.26,32.83,3.59,0.02,2.37,-10.98,148.89,147.98
2007-10-12,VTI,US/Eastern,154.63,156.51,153.49,155.08,1353800,0.45,0.29,0.3,33.23,3.02,0.02,1.95,-6.05,150.07,148.54
2007-10-19,VTI,US/Eastern,155.2,155.22,148.75,149.0,1351700,-6.2,-3.99,-3.92,28.01,6.47,0.04,4.17,-0.16,150.46,148.72
2007-10-26,VTI,US/Eastern,147.81,152.41,147.81,152.41,2496000,4.6,3.11,2.29,30.94,4.6,0.03,3.11,84.66,151.53,149.09
2007-11-02,VTI,US/Eastern,153.09,154.18,148.39,149.98,1487000,-3.11,-2.03,-1.59,28.85,5.79,0.04,3.78,-40.42,151.93,149.3
2007-11-09,VTI,US/Eastern,149.7,150.86,144.01,144.58,2305400,-5.12,-3.42,-3.6,24.21,6.85,0.05,4.58,55.04,150.98,149.29
2007-11-16,VTI,US/Eastern,143.86,148.29,142.63,144.82,1695100,0.96,0.67,0.17,24.42,5.66,0.04,3.93,-26.47,150.07,149.2
2007-11-23,VTI,US/Eastern,143.81,144.15,140.38,142.6,1494500,-1.21,-0.84,-1.53,22.51,3.77,0.03,2.62,-11.83,148.35,149.01
2007-11-30,VTI,US/Eastern,142.76,148.0,139.68,146.95,2116500,4.19,2.93,3.05,26.25,8.32,0.06,5.83,41.62,147.19,148.92
2007-12-07,VTI,US/Eastern,146.86,150.16,144.95,149.6,1701800,2.74,1.87,1.8,28.52,5.21,0.03,3.55,-19.59,147.28,148.91
2007-12-14,VTI,US/Eastern,150.25,151.56,145.63,145.7,2123500,-4.55,-3.03,-2.61,25.17,5.93,0.04,3.95,24.78,146.32,148.73
2007-12-21,VTI,US/Eastern,145.0,147.02,142.35,146.81,2273000,1.81,1.25,0.76,26.13,4.67,0.03,3.22,7.04,145.87,148.61
2007-12-28,VTI,US/Eastern,148.0,148.36,145.66,145.88,1268700,-2.12,-1.43,-0.63,25.33,2.71,0.02,1.83,-44.18,146.05,148.36
2008-01-04,VTI,US/Eastern,146.15,146.15,139.4,139.43,2287300,-6.72,-4.6,-4.42,19.79,6.75,0.05,4.62,80.29,145.28,148.0
2008-01-11,VTI,US/Eastern,140.06,141.18,135.6,138.05,6641600,-2.01,-1.44,-0.99,18.6,5.58,0.04,3.98,190.37,144.63,147.51
2008-01-18,VTI,US/Eastern,138.76,139.51,129.28,130.57,4628500,-8.19,-5.9,-5.42,12.17,10.23,0.08,7.37,-30.31,142.29,146.85
2008-01-25,VTI,US/Eastern,121.25,135.19,120.0,131.41,5586700,10.16,8.38,0.64,12.9,15.19,0.12,12.53,20.7,139.69,146.25
2008-02-01,VTI,US/Eastern,131.64,138.45,130.65,138.4,3527700,6.76,5.14,5.32,18.9,7.8,0.06,5.93,-36.86,138.65,145.78
