date,symbol,timezone,open,high,low,close,volume,daily_change,intraday_return_pct,daily_return_pct,cumulative_return_pct,intraday_volatility_abs,volatility_ratio,intraday_volatility_pct,volume_change_pct,moving_avg_7d,moving_avg_30d
2002-06-14,VTI,US/Eastern,96.7,97.6,92.38,94.48,215400,-2.22,-2.3,-2.31,-18.83,5.22,0.06,5.4,-20.16,99.43,103.55
2002-06-21,VTI,US/Eastern,95.7,97.83,92.6,93.01,839500,-2.69,-2.81,-1.56,-20.09,5.23,0.06,5.46,289.74,98.32,103.16
2002-06-28,VTI,US/Eastern,92.75,94.09,89.15,92.8,1387100,0.05,0.05,-0.23,-20.27,4.94,0.05,5.33,65.23,97.44,102.78
2002-07-05,VTI,US/Eastern,93.0,93.0,87.16,92.39,585000,-0.61,-0.66,-0.44,-20.63,5.84,0.06,6.28,-57.83,95.82,102.28
2002-07-12,VTI,US/Eastern,92.4,92.55,84.25,86.45,586900,-5.95,-6.44,-6.43,-25.73,8.3,0.1,8.98,0.32,93.68,101.71
2002-07-19,VTI,US/Eastern,84.8,86.65,79.38,79.7,1307800,-5.1,-6.01,-7.81,-31.53,7.27,0.09,8.57,122.83,90.79,100.85
2002-07-26,VTI,US/Eastern,79.2,80.4,73.09,80.0,2586100,0.8,1.01,0.38,-31.27,7.31,0.09,9.23,97.74,88.4,99.95
2002-08-02,VTI,US/Eastern,82.15,85.49,80.26,80.95,1065700,-1.2,-1.46,1.19,-30.46,5.23,0.06,6.37,-58.79,86.47,99.05
2002-08-09,VTI,US/Eastern,80.6,85.45,78.2,84.8,1164500,4.2,5.21,4.76,-27.15,7.25,0.09,9.0,9.27,85.3,98.35
2002-08-16,VTI,US/Eastern,83.8,87.49,82.15,86.75,428600,2.95,3.52,2.3,-25.47,5.34,0.06,6.37,-63.19,84.43,97.77
2002-08-23,VTI,US/Eastern,86.85,90.26,86.85,88.15,975600,1.3,1.5,1.61,-24.27,3.41,0.04,3.93,127.62,83.83,97.22
2002-08-30,VTI,US/Eastern,88.3,89.2,84.56,85.71,1053100,-2.59,-2.93,-2.77,-26.37,4.64,0.05,5.25,7.94,83.72,96.62
2002-09-06,VTI,US/Eastern,84.3,84.55,81.95,84.2,1029700,-0.1,-0.12,-1.76,-27.66,2.6,0.03,3.08,-2.22,84.37,96.05
2002-09-13,VTI,US/Eastern,83.5,86.49,82.5,83.6,1296600,0.1,0.12,-0.71,-28.18,3.99,0.05,4.78,25.92,84.88,95.42
2002-09-20,VTI,US/Eastern,83.58,84.9,79.1,79.54,825400,-4.04,-4.83,-4.86,-31.67,5.8,0.07,6.94,-36.34,84.68,94.72
2002-09-27,VTI,US/Eastern,79.0,80.63,77.01,78.01,516500,-0.99,-1.25,-1.92,-32.98,3.62,0.05,4.58,-37.42,83.71,93.83
2002-10-04,VTI,US/Eastern,76.71,79.9,74.4,75.32,560000,-1.39,-1.81,-3.45,-35.29,5.5,0.07,7.17,8.42,82.08,92.75
2002-10-11,VTI,US/Eastern,75.3,78.7,72.0,78.23,1773900,2.93,3.89,3.86,-32.79,6.7,0.09,8.9,216.77,80.66,91.76
2002-10-18,VTI,US/Eastern,77.45,82.64,77.4,82.37,3230600,4.92,6.35,5.29,-29.24,5.24,0.06,6.77,82.12,80.18,90.94
2002-10-25,VTI,US/Eastern,81.85,84.02,81.45,83.84,496500,1.99,2.43,1.78,-27.97,2.57,0.03,3.14,-84.63,80.13,90.2
2002-11-01,VTI,US/Eastern,84.6,84.6,80.97,84.2,385500,-0.4,-0.47,0.43,-27.66,3.63,0.04,4.29,-22.36,80.22,89.53
2002-11-08,VTI,US/Eastern,85.45,86.4,83.24,83.4,633800,-2.05,-2.4,-0.95,-28.35,3.16,0.04,3.7,64.41,80.77,88.84
2002-11-15,VTI,US/Eastern,83.1,85.21,81.59,85.0,1366900,1.9,2.29,1.92,-26.98,3.62,0.04,4.36,115.67,81.77,88.17
2002-11-22,VTI,US/Eastern,85.8,87.6,83.49,87.1,1003200,1.3,1.52,2.47,-25.17,4.11,0.05,4.79,-26.61,83.45,87.72
2002-11-29,VTI,US/Eastern,87.1,88.25,85.43,87.45,374700,0.35,0.4,0.4,-24.87,2.82,0.03,3.24,-62.65,84.77,87.27
2002-12-06,VTI,US/Eastern,89.08,89.4,84.11,85.52,611000,-3.56,-4.0,-2.21,-26.53,5.29,0.06,5.94,63.06,85.22,86.82
2002-12-13,VTI,US/Eastern,84.8,85.4,83.5,83.5,1277900,-1.3,-1.53,-2.36,-28.26,1.9,0.02,2.24,109.15,85.17,86.15
2002-12-20,VTI,US/Eastern,84.1,85.54,82.76,84.07,1431100,-0.03,-0.04,0.68,-27.77,2.78,0.03,3.31,11.99,85.15,85.57
2002-12-27,VTI,US/Eastern,83.92,84.6,82.0,82.0,718000,-1.92,-2.29,-2.46,-29.55,2.6,0.03,3.1,-49.83,84.95,84.98
2003-01-03,VTI,US/Eastern,82.5,85.28,81.45,84.95,1986100,2.45,2.97,3.6,-27.02,3.83,0.05,4.64,176.62,84.94,84.58
2003-01-10,VTI,US/Eastern,85.6,87.05,84.87,86.64,837100,1.04,1.21,1.99,-25.57,2.18,0.03,2.55,-57.85,84.88,84.32
2003-01-17,VTI,US/Eastern,87.45,87.45,84.16,84.6,830100,-2.85,-3.26,-2.35,-27.32,3.29,0.04,3.76,-0.84,84.47,84.04
2003-01-24,VTI,US/Eastern,84.85,84.85,80.7,80.97,467900,-3.88,-4.57,-4.29,-30.44,4.15,0.05,4.89,-43.63,83.82,83.65
2003-01-31,VTI,US/Eastern,80.45,81.1,78.85,80.34,938500,-0.11,-0.14,-0.78,-30.98,2.25,0.03,2.8,100.58,83.37,83.25
2003-02-07,VTI,US/Eastern,80.7,81.2,77.7,77.9,867700,-2.8,-3.47,-3.04,-33.08,3.5,0.04,4.34,-7.54,82.49,82.96
2003-02-14,VTI,US/Eastern,78.05,79.1,75.76,78.08,2299200,0.03,0.04,0.23,-32.92,3.34,0.04,4.28,164.98,81.93,82.91
2003-02-21,VTI,US/Eastern,79.15,79.95,78.29,79.66,736200,0.51,0.64,2.02,-31.56,1.66,0.02,2.1,-67.98,81.17,82.9
2003-02-28,VTI,US/Eastern,79.45,79.51,76.88,79.1,1073500,-0.35,-0.44,-0.7,-32.04,2.63,0.03,3.31,45.82,80.09,82.83
2003-03-07,VTI,US/Eastern,79.8,80.1,76.45,77.99,681600,-1.81,-2.27,-1.4,-33.0,3.65,0.05,4.57,-36.51,79.15,82.61
2003-03-14,VTI,US/Eastern,77.18,79.12,74.39,78.6,3242100,1.42,1.84,0.78,-32.47,4.73,0.06,6.13,375.66,78.81,82.33
2003-03-21,VTI,US/Eastern,78.35,84.06,77.81,84.0,3194400,5.65,7.21,6.87,-27.84,6.25,0.07,7.98,-1.47,79.33,82.2
2003-03-28,VTI,US/Eastern,82.24,82.55,80.6,81.16,990900,-1.08,-1.31,-3.38,-30.27,1.95,0.02,2.37,-68.98,79.8,82.04
2003-04-04,VTI,US/Eastern,79.71,83.05,79.01,82.29,1114400,2.58,3.24,1.39,-29.3,4.04,0.05,5.07,12.46,80.4,81.98
2003-04-11,VTI,US/Eastern,84.5,84.8,80.86,81.39,2587300,-3.11,-3.68,-1.09,-30.08,3.94,0.05,4.66,132.17,80.65,81.91
2003-04-17,VTI,US/Eastern,81.7,83.99,81.57,83.79,421100,2.09,2.56,2.95,-28.02,2.42,0.03,2.96,-83.72,81.32,82.05
2003-04-25,VTI,US/Eastern,83.99,86.29,83.1,84.33,887700,0.34,0.4,0.64,-27.55,3.19,0.04,3.8,110.81,82.22,82.26
2003-05-02,VTI,US/Eastern,84.74,87.49,84.65,87.35,884700,2.61,3.08,3.58,-24.96,2.84,0.03,3.35,-0.34,83.47,82.66
2003-05-09,VTI,US/Eastern,87.28,88.34,86.7,87.95,971300,0.67,0.77,0.69,-24.44,1.64,0.02,1.88,9.79,84.04,82.98
2003-05-16,VTI,US/Eastern,87.89,89.49,87.5,89.09,518300,1.2,1.37,1.3,-23.46,1.99,0.02,2.26,-46.64,85.17,83.21
2003-05-23,VTI,US/Eastern,88.8,88.8,86.16,88.22,890100,-0.58,-0.65,-0.98,-24.21,2.64,0.03,2.97,71.73,86.02,83.35
2003-05-30,VTI,US/Eastern,88.0,91.45,87.75,91.27,616800,3.27,3.72,3.46,-21.59,3.7,0.04,4.2,-30.7,87.43,83.59
2003-06-06,VTI,US/Eastern,92.15,95.73,91.41,93.8,772500,1.65,1.79,2.77,-19.42,4.32,0.05,4.69,25.24,88.86,83.94
2003-06-13,VTI,US/Eastern,93.3,95.1,92.15,93.78,588400,0.48,0.51,-0.02,-19.43,2.95,0.03,3.16,-23.83,90.21,84.23
2003-06-20,VTI,US/Eastern,94.3,96.15,94.16,94.3,694700,0.0,0.0,0.55,-18.99,1.99,0.02,2.11,18.07,91.2,84.47
2003-06-27,VTI,US/Eastern,93.79,93.79,92.17,92.51,583700,-1.28,-1.36,-1.9,-20.52,1.62,0.02,1.73,-15.98,91.85,84.64
2003-07-03,VTI,US/Eastern,93.3,94.34,91.34,93.5,433100,0.2,0.21,1.07,-19.67,3.0,0.03,3.22,-25.8,92.48,84.9
2003-07-11,VTI,US/Eastern,94.5,96.1,93.74,95.01,509000,0.51,0.54,1.61,-18.38,2.36,0.02,2.5,17.52,93.45,85.29
2003-07-18,VTI,US/Eastern,96.14,96.72,93.22,94.5,467100,-1.64,-1.71,-0.54,-18.81,3.5,0.04,3.64,-8.23,93.91,85.64
2003-07-25,VTI,US/Eastern,94.22,95.11,92.9,95.06,341100,0.84,0.89,0.59,-18.33,2.21,0.02,2.35,-26.97,94.09,86.07
2003-08-01,VTI,US/Eastern,95.15,95.83,93.5,93.51,496500,-1.64,-1.72,-1.63,-19.66,2.33,0.02,2.45,45.56,94.06,86.36
2003-08-08,VTI,US/Eastern,93.35,94.0,91.65,93.01,477200,-0.34,-0.36,-0.53,-20.09,2.35,0.03,2.52,-3.89,93.87,86.57
2003-08-15,VTI,US/Eastern,93.19,94.76,92.81,94.45,217000,1.26,1.35,1.55,-18.86,1.95,0.02,2.09,-54.53,94.15,86.9
2003-08-22,VTI,US/Eastern,94.6,97.1,94.6,95.3,500200,0.7,0.74,0.9,-18.13,2.5,0.03,2.64,130.51,94.41,87.37
2003-08-29,VTI,US/Eastern,95.3,96.98,94.2,96.86,632500,1.56,1.64,1.64,-16.79,2.78,0.03,2.92,26.45,94.67,87.93
2003-09-05,VTI,US/Eastern,97.24,98.96,96.55,98.31,718200,1.07,1.1,1.5,-15.54,2.41,0.02,2.48,13.55,95.21,88.61
2003-09-12,VTI,US/Eastern,98.55,99.32,96.75,98.07,550300,-0.48,-0.49,-0.24,-15.75,2.57,0.03,2.61,-23.38,95.64,89.27
2003-09-19,VTI,US/Eastern,98.14,100.0,97.55,99.64,523300,1.5,1.53,1.6,-14.4,2.45,0.02,2.5,-4.91,96.52,89.94
2003-09-26,VTI,US/Eastern,98.9,99.22,95.8,95.86,653800,-3.04,-3.07,-3.79,-17.65,3.42,0.04,3.46,24.94,96.93,90.5
2003-10-03,VTI,US/Eastern,95.71,99.65,94.84,98.92,484500,3.21,3.35,3.19,-15.02,4.81,0.05,5.03,-25.89,97.57,91.19
2003-10-10,VTI,US/Eastern,99.06,100.79,98.61,99.84,410000,0.78,0.79,0.93,-14.23,2.18,0.02,2.2,-15.38,98.21,91.9
2003-10-17,VTI,US/Eastern,100.49,101.54,99.66,99.97,419000,-0.52,-0.52,0.13,-14.12,1.88,0.02,1.87,2.2,98.66,92.43
2003-10-24,VTI,US/Eastern,100.14,100.84,97.95,98.79,451800,-1.35,-1.35,-1.18,-15.13,2.89,0.03,2.89,7.83,98.73,93.02
2003-10-31,VTI,US/Eastern,99.25,101.65,99.06,101.28,606000,2.03,2.05,2.52,-12.99,2.59,0.03,2.61,34.13,99.19,93.66
2003-11-07,VTI,US/Eastern,101.79,102.78,100.96,101.75,599100,-0.04,-0.04,0.46,-12.59,1.82,0.02,1.79,-1.14,99.49,94.33
2003-11-14,VTI,US/Eastern,101.99,102.97,100.74,101.64,520200,-0.35,-0.34,-0.11,-12.68,2.23,0.02,2.19,-13.17,100.31,94.93
2003-11-21,VTI,US/Eastern,100.9,102.0,99.75,100.02,470800,-0.88,-0.87,-1.59,-14.07,2.25,0.02,2.23,-9.5,100.47,95.45
2003-11-28,VTI,US/Eastern,100.95,102.9,100.9,102.8,296300,1.85,1.83,2.78,-11.68,2.0,0.02,1.98,-37.06,100.89,95.97
2003-12-05,VTI,US/Eastern,103.3,104.25,102.6,102.73,668100,-0.57,-0.55,-0.07,-11.74,1.65,0.02,1.6,125.48,101.29,96.46
2003-12-12,VTI,US/Eastern,102.79,103.92,101.68,103.9,711300,1.11,1.08,1.14,-10.74,2.24,0.02,2.18,6.47,102.02,96.95
2003-12-19,VTI,US/Eastern,104.84,105.22,102.9,104.85,1003200,0.01,0.01,0.91,-9.92,2.32,0.02,2.21,41.04,102.53,97.51
2003-12-26,VTI,US/Eastern,104.36,105.65,104.36,105.3,341100,0.94,0.9,0.43,-9.54,1.29,0.01,1.24,-66.0,103.03,97.98
2004-01-02,VTI,US/Eastern,105.95,107.56,105.75,106.53,604400,0.58,0.55,1.17,-8.48,1.81,0.02,1.71,77.19,103.73,98.4
2004-01-09,VTI,US/Eastern,107.39,109.0,107.12,108.1,649800,0.71,0.66,1.47,-7.13,1.88,0.02,1.75,7.51,104.89,98.88
2004-01-16,VTI,US/Eastern,108.44,110.02,107.58,109.92,895500,1.48,1.36,1.68,-5.57,2.44,0.02,2.25,37.81,105.9,99.4
2004-01-23,VTI,US/Eastern,110.35,111.42,109.65,110.39,622600,0.04,0.04,0.43,-5.16,1.77,0.02,1.6,-30.47,107.0,99.99
2004-01-30,VTI,US/Eastern,110.53,111.69,108.29,109.24,1092400,-1.29,-1.17,-1.04,-6.15,3.4,0.03,3.08,75.46,107.76,100.52
2004-02-06,VTI,US/Eastern,109.4,110.26,108.26,110.23,499600,0.83,0.76,0.91,-5.3,2.0,0.02,1.83,-54.27,108.53,101.03
2004-02-13,VTI,US/Eastern,110.3,111.98,110.0,110.84,516500,0.54,0.49,0.55,-4.78,1.98,0.02,1.8,3.38,109.32,101.57
2004-02-20,VTI,US/Eastern,111.6,112.09,109.85,110.55,508500,-1.05,-0.94,-0.26,-5.03,2.24,0.02,2.01,-1.55,109.9,102.09
2004-02-27,VTI,US/Eastern,110.73,111.29,109.36,110.77,692400,0.04,0.04,0.2,-4.84,1.93,0.02,1.74,36.17,110.28,102.66
2004-03-05,VTI,US/Eastern,110.89,112.79,110.71,112.35,517400,1.46,1.32,1.43,-3.48,2.08,0.02,1.88,-25.27,110.62,103.31
2004-03-12,VTI,US/Eastern,112.35,112.62,107.22,108.89,1011600,-3.46,-3.08,-3.08,-6.45,5.4,0.05,4.81,95.52,110.41,103.79
2004-03-19,VTI,US/Eastern,108.32,109.19,106.85,107.6,750300,-0.72,-0.66,-1.18,-7.56,2.34,0.02,2.16,-25.83,110.18,104.2
2004-03-26,VTI,US/Eastern,106.9,108.25,105.25,107.76,1121500,0.86,0.8,0.15,-7.42,3.0,0.03,2.81,49.47,109.82,104.56
2004-04-02,VTI,US/Eastern,108.02,111.17,107.9,110.84,1097900,2.82,2.61,2.86,-4.78,3.27,0.03,3.03,-2.1,109.82,104.98
2004-04-08,VTI,US/Eastern,110.96,111.66,110.02,110.65,659700,-0.31,-0.28,-0.17,-4.94,1.64,0.01,1.48,-39.91,109.84,105.4
2004-04-16,VTI,US/Eastern,111.05,111.4,108.39,109.72,1364500,-1.33,-1.2,-0.84,-5.74,3.01,0.03,2.71,106.84,109.69,105.73
2004-04-23,VTI,US/Eastern,109.56,110.73,108.01,110.52,517100,0.96,0.88,0.73,-5.05,2.72,0.02,2.48,-62.1,109.43,106.22
2004-04-30,VTI,US/Eastern,110.65,111.0,106.4,106.85,567300,-3.8,-3.43,-3.32,-8.2,4.6,0.04,4.16,9.71,109.13,106.49
2004-05-07,VTI,US/Eastern,107.65,108.88,105.8,105.98,667400,-1.67,-1.55,-0.81,-8.95,3.08,0.03,2.86,17.64,108.9,106.69
2004-05-14,VTI,US/Eastern,104.75,106.2,103.65,105.46,1423300,0.71,0.68,-0.49,-9.4,2.55,0.02,2.43,113.26,108.57,106.88
2004-05-21,VTI,US/Eastern,104.2,106.6,103.8,105.39,1343200,1.19,1.14,-0.07,-9.46,2.8,0.03,2.69,-5.63,107.8,107.1
2004-05-28,VTI,US/Eastern,106.1,108.64,105.35,108.4,1119600,2.3,2.17,2.86,-6.87,3.29,0.03,3.1,-16.65,107.47,107.33
2004-06-04,VTI,US/Eastern,108.3,109.16,107.75,108.58,442100,0.28,0.26,0.17,-6.72,1.41,0.01,1.3,-60.51,107.31,107.56
2004-06-10,VTI,US/Eastern,109.2,110.4,109.08,109.61,606600,0.41,0.38,0.95,-5.83,1.32,0.01,1.21,37.21,107.18,107.83
2004-06-18,VTI,US/Eastern,109.3,109.99,108.3,109.45,937300,0.15,0.14,-0.15,-5.97,1.69,0.02,1.55,54.52,107.55,108.14
2004-06-25,VTI,US/Eastern,109.65,110.78,108.65,110.27,503600,0.62,0.57,0.75,-5.27,2.13,0.02,1.94,-46.27,108.17,108.39
2004-07-02,VTI,US/Eastern,110.3,110.52,108.63,108.87,1089200,-1.43,-1.3,-1.27,-6.47,1.89,0.02,1.71,116.28,108.65,108.59
2004-07-09,VTI,US/Eastern,108.7,108.75,107.05,107.43,591500,-1.27,-1.17,-1.32,-7.71,1.7,0.02,1.56,-45.69,108.94,108.71
2004-07-16,VTI,US/Eastern,107.4,107.97,106.25,106.35,450000,-1.05,-0.98,-1.01,-8.63,1.72,0.02,1.6,-23.92,108.65,108.76
2004-07-23,VTI,US/Eastern,106.55,107.74,104.36,104.5,701900,-2.05,-1.92,-1.74,-10.22,3.38,0.03,3.17,55.98,108.07,108.73
2004-07-30,VTI,US/Eastern,104.7,106.3,103.62,106.3,775500,1.6,1.53,1.72,-8.68,2.68,0.03,2.56,10.49,107.6,108.73
2004-08-06,VTI,US/Eastern,105.5,106.57,102.1,102.25,650000,-3.25,-3.08,-3.81,-12.16,4.47,0.04,4.24,-16.18,106.57,108.53
2004-08-13,VTI,US/Eastern,102.48,103.62,101.9,102.26,542500,-0.22,-0.21,0.01,-12.15,1.72,0.02,1.68,-16.54,105.42,108.28
2004-08-20,VTI,US/Eastern,102.54,106.0,102.5,105.88,566800,3.34,3.26,3.54,-9.04,3.5,0.03,3.41,4.48,105.0,108.13
2004-08-27,VTI,US/Eastern,106.1,106.92,105.3,106.75,1095600,0.65,0.61,0.82,-8.29,1.62,0.02,1.53,93.3,104.9,108.04
2004-09-03,VTI,US/Eastern,106.6,108.15,105.47,107.4,968700,0.8,0.75,0.61,-7.73,2.68,0.02,2.51,-11.58,105.05,107.95
2004-09-10,VTI,US/Eastern,108.2,108.74,107.5,108.64,1283900,0.44,0.41,1.15,-6.67,1.24,0.01,1.15,32.54,105.64,107.88
2004-09-17,VTI,US/Eastern,108.85,109.42,108.31,109.13,1250600,0.28,0.26,0.45,-6.25,1.11,0.01,1.02,-2.59,106.04,107.83
2004-09-24,VTI,US/Eastern,108.9,109.57,107.35,107.69,935600,-1.21,-1.11,-1.32,-7.48,2.22,0.02,2.04,-25.19,106.82,107.73
