date,digital_ccy_code,market_code,dt_last_refreshed,time_zone,open,high,low,close,volume,daily_change,intraday_return_pct,daily_return_pct,cumulative_return_pct,intraday_volatility_abs,intraday_volatility_pct,moving_avg_7d,moving_avg_30d
2014-02-02,BTC,USD,2026-05-11,UTC,832.9,844.72,820.67,825.37,16498140.77,-7.53,-0.9,-0.87,1650640.0,24.05,2.89,816.69,847.82
2014-02-03,BTC,USD,2026-05-11,UTC,824.08,826.48,807.22,823.83,12804520.46,-0.25,-0.03,-0.19,1647560.0,19.26,2.34,824.18,846.63
2014-02-04,BTC,USD,2026-05-11,UTC,823.77,840.17,820.94,827.96,16221290.53,4.19,0.51,0.5,1655820.0,19.23,2.33,826.38,843.11
2014-02-05,BTC,USD,2026-05-11,UTC,829.96,837.32,811.91,811.91,15026073.52,-18.05,-2.17,-1.94,1623720.0,25.41,3.06,824.37,838.4
2014-02-06,BTC,USD,2026-05-11,UTC,815.59,819.81,770.59,781.55,47502459.58,-34.04,-4.17,-3.74,1563000.0,49.22,6.03,819.02,837.72
2014-02-07,BTC,USD,2026-05-11,UTC,783.2,783.2,654.35,712.4,87334584.03,-70.8,-9.04,-8.85,1424700.0,128.85,16.45,802.23,833.38
2014-02-08,BTC,USD,2026-05-11,UTC,699.57,721.82,661.87,673.92,66004233.68,-25.65,-3.67,-5.4,1347740.0,59.95,8.57,779.56,827.61
2014-02-09,BTC,USD,2026-05-11,UTC,671.46,712.27,655.25,682.9,39341435.09,11.44,1.7,1.33,1365700.0,57.02,8.49,759.21,821.42
2014-02-10,BTC,USD,2026-05-11,UTC,681.32,703.71,550.5,681.03,76829848.96,-0.29,-0.04,-0.27,1361960.0,153.21,22.49,738.81,813.66
2014-02-11,BTC,USD,2026-05-11,UTC,683.5,712.46,636.66,672.17,86329650.88,-11.33,-1.66,-1.3,1344240.0,75.8,11.09,716.55,807.29
2014-02-12,BTC,USD,2026-05-11,UTC,672.38,672.9,643.04,651.72,59332233.48,-20.66,-3.07,-3.04,1303340.0,29.86,4.44,693.67,800.98
2014-02-13,BTC,USD,2026-05-11,UTC,651.08,657.99,601.91,605.24,23001732.75,-45.84,-7.04,-7.13,1210380.0,56.08,8.61,668.48,793.38
2014-02-14,BTC,USD,2026-05-11,UTC,601.17,691.72,541.04,661.99,83605031.71,60.82,10.12,9.38,1323880.0,150.68,25.06,661.28,786.75
2014-02-15,BTC,USD,2026-05-11,UTC,660.9,661.84,632.84,650.92,59722314.24,-9.98,-1.51,-1.67,1301740.0,29.0,4.39,658.0,780.59
2014-02-16,BTC,USD,2026-05-11,UTC,651.3,665.1,584.17,616.63,26895555.4,-34.67,-5.32,-5.27,1233160.0,80.93,12.43,648.53,773.99
2014-02-17,BTC,USD,2026-05-11,UTC,614.23,656.95,607.31,626.27,42927346.5,12.04,1.96,1.56,1252440.0,49.64,8.08,640.71,766.86
2014-02-18,BTC,USD,2026-05-11,UTC,627.16,645.76,612.54,626.6,25615585.96,-0.56,-0.09,0.05,1253100.0,33.22,5.3,634.2,758.72
2014-02-19,BTC,USD,2026-05-11,UTC,625.97,631.77,618.7,623.03,15284668.2,-2.94,-0.47,-0.57,1245960.0,13.07,2.09,630.1,750.48
2014-02-20,BTC,USD,2026-05-11,UTC,623.09,627.73,556.14,556.14,29843161.27,-66.95,-10.74,-10.74,1112180.0,71.59,11.49,623.08,740.22
2014-02-21,BTC,USD,2026-05-11,UTC,556.88,582.96,530.47,574.16,55196455.28,17.28,3.1,3.24,1148220.0,52.49,9.43,610.54,731.17
2014-02-22,BTC,USD,2026-05-11,UTC,574.24,614.48,558.58,605.42,28979581.53,31.18,5.43,5.44,1210740.0,55.9,9.73,604.04,723.95
2014-02-23,BTC,USD,2026-05-11,UTC,606.47,639.91,599.7,605.82,35687902.09,-0.65,-0.11,0.07,1211540.0,40.21,6.63,602.49,717.58
2014-02-24,BTC,USD,2026-05-11,UTC,606.04,607.61,538.7,546.32,47587242.46,-59.72,-9.85,-9.82,1092540.0,68.91,11.37,591.07,707.33
2014-02-25,BTC,USD,2026-05-11,UTC,540.24,541.38,420.41,538.71,98908728.52,-1.53,-0.28,-1.39,1077320.0,120.97,22.39,578.51,695.78
2014-02-26,BTC,USD,2026-05-11,UTC,537.04,603.8,532.58,582.69,88164242.96,45.65,8.5,8.16,1165280.0,71.22,13.26,572.75,689.49
2014-02-27,BTC,USD,2026-05-11,UTC,581.65,594.05,566.62,578.77,43455990.88,-2.88,-0.5,-0.67,1157440.0,27.43,4.72,575.98,681.7
2014-02-28,BTC,USD,2026-05-11,UTC,579.7,584.14,545.17,549.26,23830455.09,-30.44,-5.25,-5.1,1098420.0,38.97,6.72,572.43,672.48
2014-03-01,BTC,USD,2026-05-11,UTC,549.92,573.38,539.29,565.61,27497411.46,15.69,2.85,2.98,1131120.0,34.09,6.2,566.74,664.03
2014-03-02,BTC,USD,2026-05-11,UTC,567.23,570.48,553.27,559.79,10561847.26,-7.44,-1.31,-1.03,1119480.0,17.21,3.03,560.16,655.02
2014-03-03,BTC,USD,2026-05-11,UTC,562.56,702.91,560.52,667.76,40165800.95,105.2,18.7,19.29,1335420.0,142.39,25.31,577.51,649.53
2014-03-04,BTC,USD,2026-05-11,UTC,668.24,696.22,655.68,666.78,85672067.42,-1.46,-0.22,-0.15,1333460.0,40.54,6.07,595.81,644.24
2014-03-05,BTC,USD,2026-05-11,UTC,666.24,674.28,646.28,665.51,37862335.36,-0.73,-0.11,-0.19,1330920.0,28.0,4.2,607.64,638.97
2014-03-06,BTC,USD,2026-05-11,UTC,664.52,669.77,649.79,663.86,18503728.62,-0.66,-0.1,-0.25,1327620.0,19.98,3.01,619.8,633.5
2014-03-07,BTC,USD,2026-05-11,UTC,664.31,665.34,616.35,629.15,22641439.08,-35.16,-5.29,-5.23,1258200.0,48.99,7.37,631.21,627.4
2014-03-08,BTC,USD,2026-05-11,UTC,629.66,635.14,604.46,617.45,28762910.42,-12.21,-1.94,-1.86,1234800.0,30.68,4.87,638.61,621.93
2014-03-09,BTC,USD,2026-05-11,UTC,616.31,643.95,612.35,636.96,15915538.11,20.65,3.35,3.16,1273820.0,31.6,5.13,649.64,619.42
2014-03-10,BTC,USD,2026-05-11,UTC,636.33,644.76,615.02,627.79,18088327.08,-8.54,-1.34,-1.44,1255480.0,29.74,4.67,643.93,617.88
2014-03-11,BTC,USD,2026-05-11,UTC,627.95,638.42,618.84,634.11,15204582.44,6.16,0.98,1.01,1268120.0,19.58,3.12,639.26,616.26
2014-03-12,BTC,USD,2026-05-11,UTC,631.91,648.03,629.51,632.1,18940549.31,0.19,0.03,-0.32,1264100.0,18.52,2.93,634.49,614.62
2014-03-13,BTC,USD,2026-05-11,UTC,633.62,644.2,630.85,638.14,12905969.58,4.52,0.71,0.96,1276180.0,13.35,2.11,630.81,613.49
2014-03-14,BTC,USD,2026-05-11,UTC,638.14,639.53,627.21,628.8,12083537.14,-9.34,-1.46,-1.46,1257500.0,12.32,1.93,630.76,612.73
2014-03-15,BTC,USD,2026-05-11,UTC,629.37,639.14,627.3,636.12,8524813.26,6.75,1.07,1.16,1272140.0,11.84,1.88,633.43,613.76
2014-03-16,BTC,USD,2026-05-11,UTC,636.5,637.52,628.11,631.11,4539644.91,-5.39,-0.85,-0.79,1262120.0,9.41,1.48,632.6,612.73
2014-03-17,BTC,USD,2026-05-11,UTC,630.92,632.68,616.86,622.37,10534403.78,-8.55,-1.35,-1.38,1244646.0,15.82,2.51,631.82,611.77
2014-03-18,BTC,USD,2026-05-11,UTC,621.84,622.39,603.8,614.83,19978577.43,-7.01,-1.13,-1.21,1229564.0,18.59,2.99,629.07,611.71
2014-03-19,BTC,USD,2026-05-11,UTC,613.9,622.0,609.1,609.89,19580376.78,-4.01,-0.65,-0.8,1219676.0,12.9,2.1,625.89,611.17
2014-03-20,BTC,USD,2026-05-11,UTC,609.74,609.74,587.49,588.77,16687415.68,-20.98,-3.44,-3.46,1177440.0,22.25,3.65,618.84,609.91
2014-03-21,BTC,USD,2026-05-11,UTC,588.29,604.59,561.81,571.49,29695169.44,-16.8,-2.86,-2.93,1142880.0,42.78,7.27,610.65,608.19
2014-03-22,BTC,USD,2026-05-11,UTC,571.18,572.55,554.39,565.04,27472762.15,-6.14,-1.07,-1.13,1129980.0,18.16,3.18,600.5,608.49
2014-03-23,BTC,USD,2026-05-11,UTC,565.76,570.24,560.88,561.27,13137691.5,-4.49,-0.79,-0.67,1122444.0,9.36,1.65,590.52,608.06
2014-03-24,BTC,USD,2026-05-11,UTC,562.51,586.56,551.77,583.41,14198842.1,20.91,3.72,3.94,1166724.0,34.79,6.18,584.96,607.32
2014-03-25,BTC,USD,2026-05-11,UTC,585.03,585.44,572.6,583.92,20424957.01,-1.11,-0.19,0.09,1167734.0,12.83,2.19,580.54,606.59
2014-03-26,BTC,USD,2026-05-11,UTC,583.48,590.03,570.96,580.83,15706614.43,-2.65,-0.46,-0.53,1161554.0,19.07,3.27,576.39,607.74
2014-03-27,BTC,USD,2026-05-11,UTC,580.26,580.56,471.24,471.24,35475810.37,-109.02,-18.79,-18.87,942378.0,109.32,18.84,559.6,605.49
2014-03-28,BTC,USD,2026-05-11,UTC,477.14,526.02,473.23,495.67,75398755.06,18.52,3.88,5.18,991232.0,52.79,11.06,548.77,602.59
2014-03-29,BTC,USD,2026-05-11,UTC,501.71,504.86,489.73,491.17,24921434.94,-10.54,-2.1,-0.91,982244.0,15.12,3.01,538.22,599.67
2014-03-30,BTC,USD,2026-05-11,UTC,492.37,492.37,444.18,460.27,25007250.37,-32.1,-6.52,-6.29,920446.0,48.19,9.79,523.79,596.71
2014-03-31,BTC,USD,2026-05-11,UTC,462.3,483.02,443.36,457.0,46448404.88,-5.3,-1.15,-0.71,913902.0,39.66,8.58,505.73,593.09
2014-04-01,BTC,USD,2026-05-11,UTC,457.0,495.34,457.0,478.38,30041358.16,21.38,4.68,4.68,956650.0,38.34,8.39,490.65,590.37
2014-04-02,BTC,USD,2026-05-11,UTC,479.14,495.04,431.27,437.14,33959281.82,-42.0,-8.77,-8.62,874180.0,63.78,13.31,470.12,582.69
2014-04-03,BTC,USD,2026-05-11,UTC,436.44,449.56,414.89,444.72,53592427.11,8.27,1.9,1.73,889336.0,34.68,7.94,466.34,575.28
2014-04-04,BTC,USD,2026-05-11,UTC,445.66,454.65,429.09,447.53,30892161.32,1.86,0.42,0.63,894952.0,25.56,5.74,459.46,568.02
2014-04-05,BTC,USD,2026-05-11,UTC,446.68,463.57,444.2,461.91,17020784.38,15.23,3.41,3.21,923714.0,19.37,4.34,455.28,561.29
2014-04-06,BTC,USD,2026-05-11,UTC,463.4,466.32,452.97,460.5,11486721.53,-2.9,-0.63,-0.3,920898.0,13.35,2.88,455.31,555.66
2014-04-07,BTC,USD,2026-05-11,UTC,461.47,462.56,445.12,449.42,12078620.73,-12.05,-2.61,-2.41,898746.0,17.44,3.78,454.23,550.06
2014-04-08,BTC,USD,2026-05-11,UTC,447.61,457.42,446.11,453.09,14037298.02,5.47,1.22,0.82,906072.0,11.31,2.53,450.61,543.93
2014-04-09,BTC,USD,2026-05-11,UTC,453.18,455.73,441.93,442.72,11066679.9,-10.45,-2.31,-2.29,885350.0,13.8,3.04,451.41,537.77
2014-04-10,BTC,USD,2026-05-11,UTC,442.26,443.37,358.73,365.18,32636740.28,-77.08,-17.43,-17.52,730252.0,84.63,19.14,440.05,528.8
2014-04-11,BTC,USD,2026-05-11,UTC,363.71,429.77,351.82,420.95,73670357.14,57.24,15.74,15.27,841794.0,77.95,21.43,436.25,521.76
2014-04-12,BTC,USD,2026-05-11,UTC,420.89,439.61,415.79,421.12,34810648.96,0.23,0.05,0.04,842132.0,23.82,5.66,430.42,514.53
2014-04-13,BTC,USD,2026-05-11,UTC,421.46,427.4,395.25,414.06,15528146.18,-7.4,-1.76,-1.67,828026.0,32.14,7.63,423.79,507.37
2014-04-14,BTC,USD,2026-05-11,UTC,414.83,469.75,407.37,458.79,41624579.3,43.96,10.6,10.8,917474.0,62.38,15.04,425.13,501.46
2014-04-15,BTC,USD,2026-05-11,UTC,458.37,519.0,453.54,515.59,48152451.84,57.21,12.48,12.38,1031072.0,65.45,14.28,434.06,497.61
2014-04-16,BTC,USD,2026-05-11,UTC,522.18,542.38,502.78,527.4,54356754.17,5.21,1.0,2.29,1054690.0,39.6,7.58,446.15,494.44
2014-04-17,BTC,USD,2026-05-11,UTC,529.07,533.52,484.87,495.96,44005150.7,-33.1,-6.26,-5.96,991826.0,48.64,9.19,464.84,490.48
2014-04-18,BTC,USD,2026-05-11,UTC,495.8,498.6,472.74,479.64,24792255.75,-16.15,-3.26,-3.29,959190.0,25.86,5.22,473.22,486.14
2014-04-19,BTC,USD,2026-05-11,UTC,479.58,503.56,470.56,501.56,20064121.88,21.98,4.58,4.57,1003030.0,32.99,6.88,484.71,483.23
2014-04-20,BTC,USD,2026-05-11,UTC,501.75,510.87,490.84,498.17,15292310.07,-3.58,-0.71,-0.68,996236.0,20.03,3.99,496.73,480.79
2014-04-21,BTC,USD,2026-05-11,UTC,497.74,510.57,493.2,495.77,14247268.53,-1.97,-0.39,-0.48,991446.0,17.37,3.49,502.01,478.48
2014-04-22,BTC,USD,2026-05-11,UTC,495.46,503.22,487.58,487.92,12763944.1,-7.53,-1.52,-1.58,975748.0,15.64,3.16,498.06,476.03
2014-04-23,BTC,USD,2026-05-11,UTC,488.36,493.25,485.82,491.3,10862710.46,2.94,0.6,0.69,982506.0,7.43,1.52,492.91,472.96
2014-04-24,BTC,USD,2026-05-11,UTC,490.82,500.46,482.95,500.46,10362477.1,9.64,1.96,1.86,1000830.0,17.51,3.57,493.55,470.18
2014-04-25,BTC,USD,2026-05-11,UTC,500.09,500.3,442.95,461.45,34614370.57,-38.64,-7.73,-7.8,922798.0,57.35,11.47,490.95,466.2
2014-04-26,BTC,USD,2026-05-11,UTC,461.7,464.54,449.1,458.6,26293487.72,-3.1,-0.67,-0.62,917102.0,15.44,3.34,484.81,465.78
2014-04-27,BTC,USD,2026-05-11,UTC,457.24,459.33,436.39,436.39,8859810.88,-20.85,-4.56,-4.84,872680.0,22.94,5.02,475.99,463.81
2014-04-28,BTC,USD,2026-05-11,UTC,430.72,447.53,422.94,440.28,20057905.21,9.57,2.22,0.89,880470.0,24.59,5.71,468.06,462.11
2014-04-29,BTC,USD,2026-05-11,UTC,439.98,451.64,435.18,447.21,17729711.64,7.23,1.64,1.57,894318.0,16.46,3.74,462.24,461.67
2014-04-30,BTC,USD,2026-05-11,UTC,446.89,451.1,436.7,447.64,16192266.0,0.75,0.17,0.1,895190.0,14.4,3.22,456.01,461.36
2014-05-01,BTC,USD,2026-05-11,UTC,447.63,460.61,447.63,457.76,13583543.75,10.13,2.26,2.26,915420.0,12.98,2.9,449.91,460.67
2014-05-02,BTC,USD,2026-05-11,UTC,457.36,457.93,443.4,449.38,12035047.8,-7.99,-1.75,-1.83,898654.0,14.53,3.18,448.18,461.08
2014-05-03,BTC,USD,2026-05-11,UTC,449.4,449.4,430.68,437.76,9093119.55,-11.64,-2.59,-2.58,875424.0,18.72,4.17,445.2,460.85
2014-05-04,BTC,USD,2026-05-11,UTC,438.52,439.77,430.05,436.4,8485122.85,-2.11,-0.48,-0.31,872706.0,9.72,2.22,445.21,460.48
2014-05-05,BTC,USD,2026-05-11,UTC,434.78,440.97,427.62,433.48,8424945.4,-1.3,-0.3,-0.67,866864.0,13.36,3.07,444.23,459.53
2014-05-06,BTC,USD,2026-05-11,UTC,433.36,448.04,423.25,428.96,11729299.48,-4.4,-1.02,-1.04,857824.0,24.79,5.72,441.63,458.48
2014-05-07,BTC,USD,2026-05-11,UTC,429.34,446.13,428.45,438.82,13112136.88,9.48,2.21,2.3,877542.0,17.68,4.12,440.37,458.13
2014-05-08,BTC,USD,2026-05-11,UTC,438.68,448.4,438.14,440.17,14989552.1,1.49,0.34,0.31,880238.0,10.26,2.34,437.85,457.7
2014-05-09,BTC,USD,2026-05-11,UTC,440.18,452.69,440.14,449.46,9228733.94,9.28,2.11,2.11,898822.0,12.55,2.85,437.87,457.92
2014-05-10,BTC,USD,2026-05-11,UTC,450.46,455.77,448.47,454.43,9006769.58,3.98,0.88,1.11,908766.0,7.3,1.62,440.25,460.9
2014-05-11,BTC,USD,2026-05-11,UTC,453.92,455.34,433.4,438.89,8734502.71,-15.03,-3.31,-3.42,877672.0,21.94,4.83,440.6,461.49
2014-05-12,BTC,USD,2026-05-11,UTC,438.3,442.26,434.23,441.46,10811231.53,3.16,0.72,0.59,882824.0,8.03,1.83,441.74,462.17
2014-05-13,BTC,USD,2026-05-11,UTC,441.53,441.98,436.97,440.67,7292215.0,-0.86,-0.19,-0.18,881242.0,5.01,1.13,443.41,463.06
2014-05-14,BTC,USD,2026-05-11,UTC,440.59,446.66,440.5,443.97,8088830.56,3.38,0.77,0.75,887844.0,6.16,1.4,444.15,462.57
2014-05-15,BTC,USD,2026-05-11,UTC,444.14,449.8,443.63,447.25,9029015.42,3.12,0.7,0.74,894404.0,6.17,1.39,445.16,460.29
2014-05-16,BTC,USD,2026-05-11,UTC,447.39,450.66,444.96,448.06,6755427.11,0.67,0.15,0.18,896016.0,5.7,1.27,444.96,457.64
2014-05-17,BTC,USD,2026-05-11,UTC,448.12,451.98,447.3,448.9,4925623.61,0.79,0.18,0.19,897706.0,4.68,1.04,444.17,456.08
2014-05-18,BTC,USD,2026-05-11,UTC,448.7,449.77,444.78,446.26,2688736.15,-2.44,-0.54,-0.59,892428.0,4.98,1.11,445.23,454.96
2014-05-19,BTC,USD,2026-05-11,UTC,446.08,447.56,443.1,446.18,4480137.11,0.1,0.02,-0.02,892262.0,4.45,1.0,445.9,453.12
2014-05-20,BTC,USD,2026-05-11,UTC,446.3,491.44,446.01,485.72,20856204.76,39.42,8.83,8.86,971348.0,45.44,10.18,452.34,452.7
2014-05-21,BTC,USD,2026-05-11,UTC,485.8,494.37,483.49,491.77,31202923.51,5.97,1.23,1.24,983440.0,10.88,2.24,459.16,452.57
2014-05-22,BTC,USD,2026-05-11,UTC,492.05,525.36,490.19,524.58,23426467.01,32.53,6.61,6.67,1049058.0,35.17,7.15,470.21,453.79
2014-05-23,BTC,USD,2026-05-11,UTC,525.72,541.96,520.08,520.22,34918169.34,-5.49,-1.04,-0.83,1040344.0,21.88,4.16,480.52,454.75
2014-05-24,BTC,USD,2026-05-11,UTC,521.05,525.17,516.28,525.14,17908664.93,4.09,0.78,0.94,1050176.0,8.89,1.71,491.41,455.58
2014-05-25,BTC,USD,2026-05-11,UTC,525.23,576.48,525.23,571.59,32500836.46,46.36,8.83,8.85,1143076.0,51.25,9.76,509.31,459.25
2014-05-26,BTC,USD,2026-05-11,UTC,571.39,588.39,565.33,583.42,39562935.48,12.03,2.11,2.07,1166748.0,23.06,4.04,528.92,463.41
2014-05-27,BTC,USD,2026-05-11,UTC,582.59,589.52,554.43,571.24,30472731.71,-11.34,-1.95,-2.09,1142388.0,35.08,6.02,541.14,467.9
2014-05-28,BTC,USD,2026-05-11,UTC,571.92,578.62,564.09,577.06,28220059.38,5.15,0.9,1.02,1154024.0,14.54,2.54,553.32,472.46
2014-05-29,BTC,USD,2026-05-11,UTC,576.33,577.1,561.6,568.18,19295990.18,-8.15,-1.41,-1.54,1136260.0,15.5,2.69,559.55,476.5
2014-05-30,BTC,USD,2026-05-11,UTC,568.18,618.46,568.16,615.33,23539243.55,47.15,8.3,8.3,1230550.0,50.3,8.85,573.14,482.08
2014-05-31,BTC,USD,2026-05-11,UTC,615.69,624.72,604.47,623.68,25926495.83,7.99,1.3,1.36,1247254.0,20.24,3.29,587.21,487.62
2014-06-01,BTC,USD,2026-05-11,UTC,623.69,671.51,619.91,630.23,26833079.17,6.54,1.05,1.05,1260358.0,51.61,8.27,595.59,493.64
2014-06-02,BTC,USD,2026-05-11,UTC,629.64,665.5,618.74,660.62,47542278.82,30.97,4.92,4.82,1321136.0,46.75,7.43,606.62,501.07
2014-06-03,BTC,USD,2026-05-11,UTC,660.55,674.11,650.78,667.6,51154677.35,7.06,1.07,1.06,1335110.0,23.33,3.53,620.39,508.78
2014-06-04,BTC,USD,2026-05-11,UTC,666.77,668.56,624.09,641.61,48829172.76,-25.16,-3.77,-3.89,1283128.0,44.47,6.67,629.61,515.72
2014-06-05,BTC,USD,2026-05-11,UTC,641.07,663.53,640.09,659.26,26252926.39,18.19,2.84,2.75,1318416.0,23.44,3.66,642.62,523.39
2014-06-06,BTC,USD,2026-05-11,UTC,659.28,661.37,652.3,653.7,24951745.64,-5.58,-0.85,-0.84,1307304.0,9.06,1.37,648.1,530.56
2014-06-07,BTC,USD,2026-05-11,UTC,653.52,656.94,644.91,654.97,19712907.64,1.45,0.22,0.19,1309838.0,12.04,1.84,652.57,537.72
2014-06-08,BTC,USD,2026-05-11,UTC,654.99,658.88,653.47,656.14,9944768.99,1.15,0.17,0.18,1312180.0,5.41,0.83,656.27,544.6
2014-06-09,BTC,USD,2026-05-11,UTC,655.64,657.7,644.39,649.16,14119338.51,-6.48,-0.99,-1.06,1298218.0,13.31,2.03,654.64,551.1
2014-06-10,BTC,USD,2026-05-11,UTC,650.04,659.62,646.56,653.15,18814451.57,3.11,0.48,0.61,1306200.0,13.05,2.01,652.57,558.24
2014-06-11,BTC,USD,2026-05-11,UTC,653.19,657.04,632.55,633.02,20541078.14,-20.17,-3.09,-3.08,1265940.0,24.49,3.75,651.34,564.62
2014-06-12,BTC,USD,2026-05-11,UTC,633.43,638.11,573.27,586.95,26366485.07,-46.48,-7.34,-7.28,1173804.0,64.84,10.24,641.01,569.5
2014-06-13,BTC,USD,2026-05-11,UTC,585.7,615.14,585.7,600.16,59071984.67,14.47,2.47,2.25,1200226.0,29.44,5.03,633.36,574.71
2014-06-14,BTC,USD,2026-05-11,UTC,600.75,601.27,549.82,577.36,30027775.0,-23.39,-3.89,-3.8,1154616.0,51.45,8.56,622.28,579.04
2014-06-15,BTC,USD,2026-05-11,UTC,575.93,592.94,554.89,592.94,32105776.74,17.01,2.95,2.7,1185774.0,38.05,6.61,613.25,583.87
2014-06-16,BTC,USD,2026-05-11,UTC,592.65,608.72,587.07,592.19,31443928.47,-0.46,-0.08,-0.13,1184276.0,21.65,3.65,605.11,588.65
2014-06-17,BTC,USD,2026-05-11,UTC,591.59,610.89,590.4,610.86,19789391.29,19.28,3.26,3.15,1221628.0,20.49,3.46,599.07,594.13
2014-06-18,BTC,USD,2026-05-11,UTC,609.77,615.88,604.4,607.96,21002427.08,-1.81,-0.3,-0.48,1215816.0,11.49,1.88,595.49,599.53
2014-06-19,BTC,USD,2026-05-11,UTC,608.07,612.24,597.02,598.07,13677202.78,-10.0,-1.64,-1.63,1196042.0,15.22,2.5,597.08,603.27
2014-06-20,BTC,USD,2026-05-11,UTC,597.4,599.75,587.76,594.15,17446822.3,-3.26,-0.55,-0.66,1188192.0,12.0,2.01,596.22,606.68
2014-06-21,BTC,USD,2026-05-11,UTC,593.68,599.46,587.74,594.99,13184339.72,1.31,0.22,0.14,1189884.0,11.73,1.97,598.74,609.03
2014-06-22,BTC,USD,2026-05-11,UTC,595.9,606.0,594.63,602.27,11280778.54,6.37,1.07,1.22,1204446.0,11.37,1.91,600.07,611.77
2014-06-23,BTC,USD,2026-05-11,UTC,602.16,603.21,586.34,593.98,11415530.15,-8.18,-1.36,-1.38,1187868.0,16.87,2.8,600.33,614.06
2014-06-24,BTC,USD,2026-05-11,UTC,593.97,596.97,582.36,582.36,12568735.34,-11.61,-1.96,-1.96,1164614.0,14.61,2.46,596.25,614.42
2014-06-25,BTC,USD,2026-05-11,UTC,581.81,583.6,565.62,566.34,17670253.19,-15.47,-2.66,-2.75,1132572.0,17.97,3.09,590.31,613.85
2014-06-26,BTC,USD,2026-05-11,UTC,566.14,581.63,564.73,581.14,17796393.96,15.0,2.65,2.61,1162174.0,16.9,2.98,587.89,614.18
2014-06-27,BTC,USD,2026-05-11,UTC,581.3,600.12,579.88,597.26,15871705.99,15.96,2.75,2.77,1194422.0,20.24,3.48,588.33,614.85
2014-06-28,BTC,USD,2026-05-11,UTC,599.08,604.47,595.92,596.55,18269280.66,-2.53,-0.42,-0.12,1192998.0,8.55,1.43,588.56,615.8
2014-06-29,BTC,USD,2026-05-11,UTC,596.33,604.08,596.16,602.72,9786132.91,6.38,1.07,1.03,1205330.0,7.91,1.33,588.62,615.38
2014-06-30,BTC,USD,2026-05-11,UTC,602.62,645.16,599.88,639.8,26740321.01,37.18,6.17,6.15,1279494.0,45.27,7.51,595.16,615.92
2014-07-01,BTC,USD,2026-05-11,UTC,641.39,657.86,640.11,640.81,45150228.52,-0.58,-0.09,0.16,1281512.0,17.75,2.77,603.51,616.27
2014-07-02,BTC,USD,2026-05-11,UTC,641.04,656.68,638.34,650.88,31528134.36,9.84,1.54,1.57,1301658.0,18.34,2.86,615.59,615.94
2014-07-03,BTC,USD,2026-05-11,UTC,650.77,650.77,641.3,645.16,22696624.55,-5.61,-0.86,-0.88,1290212.0,9.47,1.45,624.74,615.2
2014-07-04,BTC,USD,2026-05-11,UTC,644.65,648.43,629.4,630.69,19966155.45,-13.95,-2.16,-2.24,1261284.0,19.03,2.95,629.51,614.83
2014-07-05,BTC,USD,2026-05-11,UTC,629.95,633.22,628.0,631.46,16796410.0,1.51,0.24,0.12,1262814.0,5.22,0.83,634.5,613.91
2014-07-06,BTC,USD,2026-05-11,UTC,631.77,638.65,631.16,635.81,10272828.23,4.03,0.64,0.69,1271514.0,7.49,1.19,639.23,613.31
2014-07-07,BTC,USD,2026-05-11,UTC,635.46,637.16,617.01,624.09,11588070.42,-11.38,-1.79,-1.84,1248072.0,20.15,3.17,636.98,612.28
2014-07-08,BTC,USD,2026-05-11,UTC,622.57,626.7,620.91,624.82,15359606.12,2.25,0.36,0.12,1249536.0,5.79,0.93,634.7,611.24
2014-07-09,BTC,USD,2026-05-11,UTC,625.22,627.0,622.6,624.53,9481762.67,-0.69,-0.11,-0.05,1248964.0,4.4,0.7,630.94,610.41
2014-07-10,BTC,USD,2026-05-11,UTC,624.51,626.12,612.35,616.84,12242666.35,-7.67,-1.23,-1.23,1233576.0,13.77,2.2,626.89,609.2
2014-07-11,BTC,USD,2026-05-11,UTC,616.76,632.09,615.77,632.09,15621345.99,15.32,2.48,2.47,1264072.0,16.32,2.65,627.09,609.17
2014-07-12,BTC,USD,2026-05-11,UTC,632.0,636.66,626.98,634.28,16679989.93,2.27,0.36,0.35,1268456.0,9.68,1.53,627.49,610.75
2014-07-13,BTC,USD,2026-05-11,UTC,633.71,634.73,624.91,626.52,12198057.69,-7.19,-1.13,-1.22,1252942.0,9.82,1.55,626.17,611.63
2014-07-14,BTC,USD,2026-05-11,UTC,626.5,627.34,617.32,619.88,11318627.87,-6.62,-1.06,-1.06,1239650.0,10.02,1.6,625.56,613.05
2014-07-15,BTC,USD,2026-05-11,UTC,619.32,625.14,619.32,622.05,11434746.18,2.74,0.44,0.35,1244008.0,5.83,0.94,625.17,614.02
2014-07-16,BTC,USD,2026-05-11,UTC,621.59,623.09,615.33,616.93,12169039.52,-4.65,-0.75,-0.82,1233768.0,7.77,1.25,624.08,614.84
2014-07-17,BTC,USD,2026-05-11,UTC,616.8,626.29,608.4,622.99,13167452.19,6.19,1.0,0.98,1245874.0,17.89,2.9,624.96,615.25
2014-07-18,BTC,USD,2026-05-11,UTC,623.09,629.21,620.47,629.21,15501255.05,6.12,0.98,1.0,1258326.0,8.74,1.4,624.55,615.95
2014-07-19,BTC,USD,2026-05-11,UTC,628.78,629.17,624.6,628.63,12494571.39,-0.15,-0.02,-0.09,1257156.0,4.57,0.73,623.74,616.97
