date,symbol,timezone,open,high,low,close,volume,daily_change,intraday_return_pct,daily_return_pct,cumulative_return_pct,intraday_volatility_abs,volatility_ratio,intraday_volatility_pct,volume_change_pct,moving_avg_7d,moving_avg_30d,dt_last_refreshed
6/23/23,VTI,US/Eastern,218.38,218.67,214.58,214.94,11879140,-3.44,-1.58,-1.97,84.66,4.09,0.02,1.87,-36.02,211.59,202.95,
6/30/23,VTI,US/Eastern,214.8,220.86,214.14,220.28,16163908,5.48,2.55,2.48,89.24,6.72,0.03,3.13,36.07,213.88,203.5,
7/7/23,VTI,US/Eastern,220.28,220.94,216.83,218.04,11941635,-2.24,-1.02,-1.02,87.32,4.11,0.02,1.86,-26.12,215.36,204.21,
7/14/23,VTI,US/Eastern,217.9,224.86,217.8,223.95,14296255,6.05,2.78,2.71,92.4,7.06,0.03,3.24,19.72,217.59,205.25,
7/21/23,VTI,US/Eastern,223.95,227.76,223.76,225.52,13693484,1.57,0.7,0.7,93.75,4,0.02,1.79,-4.22,219.42,206.39,
7/28/23,VTI,US/Eastern,226.05,228.96,224.83,227.66,13353050,1.61,0.71,0.95,95.58,4.13,0.02,1.83,-2.49,221.38,207.6,
8/4/23,VTI,US/Eastern,228.12,228.56,222.61,222.9,15917330,-5.22,-2.29,-2.09,91.49,5.95,0.03,2.61,19.2,221.9,208.56,
8/11/23,VTI,US/Eastern,223.72,224.88,220.77,221.8,12630017,-1.92,-0.86,-0.49,90.55,4.11,0.02,1.84,-20.65,222.88,209.29,
8/18/23,VTI,US/Eastern,221.32,222.92,215.03,217.01,14435077,-4.31,-1.95,-2.16,86.43,7.89,0.04,3.56,14.29,222.41,209.9,
8/25/23,VTI,US/Eastern,217.41,221.14,216.05,218.59,14938318,1.18,0.54,0.73,87.79,5.09,0.02,2.34,3.49,222.49,210.39,
9/1/23,VTI,US/Eastern,219.57,225.78,219.1,224.68,14037444,5.11,2.33,2.79,93.02,6.68,0.03,3.04,-6.03,222.59,210.95,
9/8/23,VTI,US/Eastern,224.26,224.64,220.08,221.42,10214560,-2.84,-1.27,-1.45,90.22,4.56,0.02,2.03,-27.23,222.01,211.49,
9/15/23,VTI,US/Eastern,222.66,223.98,220.76,221.03,11168003,-1.63,-0.73,-0.18,89.89,3.22,0.01,1.45,9.33,221.06,212.03,
9/22/23,VTI,US/Eastern,220.91,221.68,213.4,213.64,15143836,-7.27,-3.29,-3.34,83.54,8.28,0.04,3.75,35.6,219.74,212.5,
9/29/23,VTI,US/Eastern,213.15,214.67,209.84,212.41,19612959,-0.74,-0.35,-0.58,82.48,4.83,0.02,2.27,29.51,218.4,212.79,
10/6/23,VTI,US/Eastern,212.2,213.78,208.33,212.96,18138867,0.76,0.36,0.26,82.96,5.45,0.03,2.57,-7.52,217.82,213.45,
10/13/23,VTI,US/Eastern,211.91,216.95,211.76,213.53,15910865,1.62,0.76,0.27,83.45,5.19,0.02,2.45,-12.28,217.1,214.06,
10/20/23,VTI,US/Eastern,214.73,217.38,208.38,208.47,19014513,-6.26,-2.92,-2.37,79.1,9,0.04,4.19,19.51,214.78,214.45,
10/27/23,VTI,US/Eastern,207.67,210.21,202.44,203.12,20532429,-4.55,-2.19,-2.57,74.5,7.77,0.04,3.74,7.98,212.17,214.41,
11/3/23,VTI,US/Eastern,204.53,216.2,203.76,215.41,21005844,10.88,5.32,6.05,85.06,12.44,0.06,6.08,2.31,211.36,214.82,
11/10/23,VTI,US/Eastern,215.83,217.61,214.06,217.46,14998268,1.63,0.76,0.95,86.82,3.55,0.02,1.64,-28.6,211.91,215.23,
11/17/23,VTI,US/Eastern,216.81,223.8,216.34,223.11,15582504,6.3,2.91,2.6,91.68,7.46,0.03,3.44,3.9,213.44,215.84,
11/24/23,VTI,US/Eastern,223.11,225.76,223,225.38,9490727,2.27,1.02,1.02,93.63,2.76,0.01,1.24,-39.09,215.21,216.47,
12/1/23,VTI,US/Eastern,225.12,228.33,224.45,228.17,15052222,3.05,1.35,1.24,96.02,3.88,0.02,1.72,58.6,217.3,217.26,
12/8/23,VTI,US/Eastern,226.58,229.09,225.88,228.85,15491828,2.27,1,0.3,96.61,3.21,0.01,1.42,2.92,220.21,218.08,
12/15/23,VTI,US/Eastern,228.69,236.58,228.51,235.31,19835693,6.62,2.89,2.82,102.16,8.07,0.03,3.53,28.04,224.81,219,
12/22/23,VTI,US/Eastern,235.86,238.69,234.06,236.63,20767727,0.77,0.33,0.56,103.29,4.63,0.02,1.96,4.7,227.84,219.94,
12/29/23,VTI,US/Eastern,236.98,238.74,236.48,237.22,17207867,0.24,0.1,0.25,103.8,2.26,0.01,0.95,-17.14,230.67,220.76,
1/5/24,VTI,US/Eastern,235.65,236.51,232.4,233.12,15758387,-2.53,-1.07,-1.73,100.27,4.11,0.02,1.74,-8.42,232.1,221.4,
1/12/24,VTI,US/Eastern,233.27,238.37,233.26,237.11,18453717,3.84,1.65,1.71,103.7,5.11,0.02,2.19,17.1,233.77,221.99,
1/19/24,VTI,US/Eastern,236.29,239.74,233.43,239.54,14343972,3.25,1.38,1.02,105.79,6.31,0.03,2.67,-22.27,235.4,222.81,
1/26/24,VTI,US/Eastern,240.54,243.02,240.05,242.12,15820767,1.58,0.66,1.08,108.01,2.97,0.01,1.23,10.3,237.29,223.54,
2/2/24,VTI,US/Eastern,242.34,246.01,239.86,245.18,18310186,2.84,1.17,1.26,110.64,6.15,0.03,2.54,15.74,238.7,224.44,
2/9/24,VTI,US/Eastern,244.83,249.15,242.74,248.9,13234784,4.07,1.66,1.52,113.83,6.41,0.03,2.62,-27.72,240.46,225.28,
2/16/24,VTI,US/Eastern,249.04,250.34,243.35,248.46,17300327,-0.58,-0.23,-0.18,113.45,6.99,0.03,2.81,30.72,242.06,226.04,
2/23/24,VTI,US/Eastern,247.55,252.92,245.13,252,12348955,4.45,1.8,1.42,116.49,7.79,0.03,3.15,-28.62,244.76,226.85,
3/1/24,VTI,US/Eastern,252.02,255.06,250.94,254.9,13106943,2.88,1.14,1.15,118.99,4.12,0.02,1.63,6.14,247.3,227.92,
3/8/24,VTI,US/Eastern,254.78,257.71,250.91,254.43,17217633,-0.35,-0.14,-0.18,118.58,6.8,0.03,2.67,31.36,249.43,229.01,
3/15/24,VTI,US/Eastern,253.89,256.87,252.7,253.71,16482800,-0.18,-0.07,-0.28,117.96,4.17,0.02,1.64,-4.27,251.08,230.23,
3/22/24,VTI,US/Eastern,255.58,261.07,254.17,258.5,15024870,2.92,1.14,1.89,122.08,6.9,0.03,2.7,-8.85,252.99,231.56,
3/28/24,VTI,US/Eastern,258.1,260.58,257.28,259.9,12005259,1.8,0.7,0.54,123.28,3.3,0.01,1.28,-20.1,254.56,232.73,
4/5/24,VTI,US/Eastern,260.32,260.38,254.44,257.18,17020358,-3.14,-1.21,-1.05,120.95,5.94,0.02,2.28,41.77,255.8,233.92,
4/12/24,VTI,US/Eastern,257.8,258.5,252.16,253,16298861,-4.8,-1.86,-1.63,117.35,6.34,0.03,2.46,-4.24,255.95,234.99,
4/19/24,VTI,US/Eastern,255,255.2,244.57,245.23,17593165,-9.77,-3.83,-3.07,110.68,10.64,0.04,4.17,7.94,254.56,236.04,
4/26/24,VTI,US/Eastern,246.59,252.54,245.38,251.78,13508258,5.19,2.1,2.67,116.31,7.16,0.03,2.9,-23.22,254.19,237.36,
5/3/24,VTI,US/Eastern,252.75,254.4,247.6,253.53,13028688,0.78,0.31,0.7,117.81,6.81,0.03,2.69,-3.55,254.16,238.71,
5/10/24,VTI,US/Eastern,254.8,259.03,254.62,258.05,11582619,3.25,1.28,1.78,121.69,4.41,0.02,1.73,-11.1,254.1,240.19,
5/17/24,VTI,US/Eastern,259.08,263.28,257.56,262.3,11577659,3.22,1.24,1.65,125.34,5.72,0.02,2.21,-0.04,254.44,241.99,
5/24/24,VTI,US/Eastern,262.43,263.92,259.43,261.87,16691309,-0.56,-0.21,-0.16,124.97,4.49,0.02,1.71,44.17,255.11,243.95,
5/31/24,VTI,US/Eastern,262.47,262.47,256.25,260.44,12695772,-2.03,-0.77,-0.55,123.75,6.22,0.02,2.37,-23.94,256.17,245.45,
6/7/24,VTI,US/Eastern,261.66,264.3,258.08,262.95,15106401,1.29,0.49,0.96,125.9,6.22,0.02,2.38,18.99,258.7,246.96,
6/14/24,VTI,US/Eastern,262.33,268.21,261.88,266.69,12413413,4.36,1.66,1.42,129.12,6.33,0.02,2.41,-17.83,260.83,248.42,
6/21/24,VTI,US/Eastern,266.41,270.19,266.04,268.31,10324415,1.9,0.71,0.61,130.51,4.15,0.02,1.56,-16.83,262.94,249.85,
6/28/24,VTI,US/Eastern,268.34,270.41,266.95,267.51,11637066,-0.83,-0.31,-0.3,129.82,3.46,0.01,1.29,12.71,264.3,251.16,
7/5/24,VTI,US/Eastern,268.49,272.26,266.73,272.12,13274912,3.63,1.35,1.72,133.78,5.53,0.02,2.06,14.07,265.7,252.6,
7/12/24,VTI,US/Eastern,272.65,277.36,271.91,275.64,13359768,2.99,1.1,1.29,136.8,5.45,0.02,2,0.64,267.67,253.94,
7/19/24,VTI,US/Eastern,276.8,279.21,270.5,271.06,15311649,-5.74,-2.07,-1.66,132.87,8.71,0.03,3.15,14.61,269.18,255.09,
7/26/24,VTI,US/Eastern,272.78,275.14,265.94,269.69,13803270,-3.09,-1.13,-0.51,131.69,9.19,0.03,3.37,-9.85,270.15,256.17,
8/2/24,VTI,US/Eastern,270.73,274.51,260.69,262.9,16041548,-7.83,-2.89,-2.52,125.86,13.82,0.05,5.1,16.22,269.6,257.17,
8/9/24,VTI,US/Eastern,251.21,263.64,251,262.92,22707237,11.71,4.66,0.01,125.88,12.64,0.05,5.03,41.55,268.83,258.03,
8/16/24,VTI,US/Eastern,263.63,273.54,261.76,273.17,12803490,9.54,3.62,3.9,134.68,11.78,0.04,4.47,-43.61,269.64,259.15,
8/23/24,VTI,US/Eastern,273.62,277.83,273.02,277.59,11521748,3.97,1.45,1.62,138.48,4.81,0.02,1.76,-10.01,270.42,260.33,
8/30/24,VTI,US/Eastern,278.13,278.53,273.92,278.38,10955379,0.25,0.09,0.28,139.16,4.61,0.02,1.66,-4.92,270.82,261.44,
9/6/24,VTI,US/Eastern,276.8,277,266.01,266.44,14360855,-10.36,-3.74,-4.29,128.9,10.99,0.04,3.97,31.08,270.16,262.02,
9/13/24,VTI,US/Eastern,268.39,277.7,265.92,277.22,12381485,8.83,3.29,4.05,138.16,11.78,0.04,4.39,-13.78,271.23,262.98,
9/20/24,VTI,US/Eastern,277.12,283,276.25,281.46,12543024,4.34,1.57,1.53,141.8,6.75,0.02,2.44,1.3,273.88,263.96,
9/27/24,VTI,US/Eastern,282.2,284.35,281.14,282.05,10878090,-0.15,-0.05,0.21,142.31,3.21,0.01,1.14,-13.27,276.62,264.87,
10/4/24,VTI,US/Eastern,281.62,283.39,278.87,282.75,16048820,1.13,0.4,0.25,142.91,4.52,0.02,1.6,47.53,277.98,265.81,
10/11/24,VTI,US/Eastern,282.04,286.39,279.54,286.11,20100680,4.07,1.44,1.19,145.8,6.85,0.02,2.43,25.25,279.2,266.89,
10/18/24,VTI,US/Eastern,286.86,289.7,285.91,288.89,12105895,2.03,0.71,0.97,148.19,3.79,0.01,1.32,-39.77,280.7,267.9,
10/25/24,VTI,US/Eastern,288.51,288.8,283.34,285.54,12036168,-2.97,-1.03,-1.16,145.31,5.46,0.02,1.89,-0.58,283.43,268.76,
11/1/24,VTI,US/Eastern,287.06,288.1,280.96,282.23,12058521,-4.83,-1.68,-1.16,142.47,7.14,0.03,2.49,0.19,284.15,269.59,
11/8/24,VTI,US/Eastern,282.17,297.37,280.86,296.71,18372291,14.54,5.15,5.13,154.91,16.5,0.06,5.85,52.36,286.33,271.05,
11/15/24,VTI,US/Eastern,297.93,298.12,289.35,290.31,16811310,-7.62,-2.56,-2.16,149.41,8.77,0.03,2.94,-8.5,287.51,272.55,
11/22/24,VTI,US/Eastern,290.64,296.81,289.45,296.51,13205570,5.87,2.02,2.14,154.73,7.36,0.02,2.53,-21.45,289.47,274.04,
11/29/24,VTI,US/Eastern,298.67,300.38,296.9,299.86,11219647,1.19,0.4,1.13,157.61,3.48,0.01,1.17,-15.04,291.44,275.59,
12/6/24,VTI,US/Eastern,300.3,302.94,299.64,302.45,13459193,2.15,0.72,0.86,159.84,3.3,0.01,1.1,19.96,293.37,277.07,
12/13/24,VTI,US/Eastern,302.53,302.65,299.07,299.93,12145478,-2.6,-0.86,-0.83,157.67,3.58,0.01,1.18,-9.76,295.43,278.32,
12/20/24,VTI,US/Eastern,300.57,301.75,288.11,293.28,18159396,-7.29,-2.43,-2.22,151.96,13.64,0.05,4.54,49.52,297.01,279.37,
12/27/24,VTI,US/Eastern,292.53,297.78,290.54,294.07,14292601,1.54,0.53,0.27,152.64,7.24,0.02,2.47,-21.29,296.63,280.49,
1/3/25,VTI,US/Eastern,290.88,293.35,287.35,293.06,15391399,2.18,0.75,-0.34,151.77,6,0.02,2.06,7.69,297.02,281.5,
1/10/25,VTI,US/Eastern,295.2,296.9,286.22,287.3,14370658,-7.9,-2.68,-1.97,146.82,10.67,0.04,3.62,-6.63,295.71,282.18,
1/17/25,VTI,US/Eastern,285,297.12,284.63,296.2,15985716,11.2,3.93,3.1,154.47,12.49,0.04,4.38,11.24,295.18,283.11,
1/24/25,VTI,US/Eastern,297.75,302.67,296.91,301.3,12415984,3.55,1.19,1.72,158.85,5.76,0.02,1.94,-22.33,295.02,284.24,
1/31/25,VTI,US/Eastern,295,302.6,294.44,298.6,16888457,3.6,1.22,-0.9,156.53,8.16,0.03,2.77,36.02,294.83,285.12,
2/7/25,VTI,US/Eastern,293.32,301.66,292.7,298,16397651,4.68,1.6,-0.2,156.01,8.96,0.03,3.05,-2.91,295.5,285.87,
2/14/25,VTI,US/Eastern,299.56,302.55,296.24,301.84,14071110,2.28,0.76,1.29,159.31,6.31,0.02,2.11,-14.19,296.61,286.89,
2/21/25,VTI,US/Eastern,302.37,303.39,295.64,295.92,11876973,-6.45,-2.13,-1.96,154.23,7.76,0.03,2.56,-15.59,297.02,287.77,
2/28/25,VTI,US/Eastern,296.96,297.34,287.35,292.96,17014959,-4,-1.35,-1,151.68,9.99,0.03,3.36,43.26,297.83,288.77,
3/7/25,VTI,US/Eastern,293.91,294.72,278.11,283.34,26652568,-10.57,-3.6,-3.28,143.42,16.61,0.06,5.65,56.64,295.99,289.45,
3/14/25,VTI,US/Eastern,279.43,280.28,270.2,276.99,23048504,-2.44,-0.87,-2.24,137.96,10.08,0.04,3.61,-13.52,292.52,289.58,
3/21/25,VTI,US/Eastern,276.73,281.38,275.33,278.85,15608747,2.12,0.77,0.67,139.56,6.05,0.02,2.18,-32.28,289.7,289.62,
3/28/25,VTI,US/Eastern,282.25,285.09,273.05,273.43,14500598,-8.82,-3.12,-1.94,134.91,12.04,0.04,4.27,-7.1,286.19,289.45,
4/4/25,VTI,US/Eastern,270.27,279.25,248.18,248.47,36699806,-21.8,-8.07,-9.13,113.46,31.07,0.13,11.5,153.09,278.57,288.85,
4/11/25,VTI,US/Eastern,240,268.48,236.42,261.74,51812596,21.74,9.06,5.34,124.86,32.06,0.12,13.36,41.18,273.68,288.34,
4/17/25,VTI,US/Eastern,266.43,266.73,255.44,258.75,16416754,-7.68,-2.88,-1.14,122.29,11.29,0.04,4.24,-68.32,268.8,287.58,
4/25/25,VTI,US/Eastern,256.23,270.9,249.94,270.64,22876724,14.41,5.62,4.6,132.51,20.96,0.08,8.18,39.35,266.98,287.2,
5/2/25,VTI,US/Eastern,271.02,279.6,266.25,278.8,15165183,7.78,2.87,3.02,139.52,13.35,0.05,4.93,-33.71,267.24,287.07,
5/9/25,VTI,US/Eastern,276.65,280.87,273.58,277.97,12894817,1.32,0.48,-0.3,138.81,7.29,0.03,2.63,-14.97,267.11,286.8,
5/16/25,VTI,US/Eastern,286.78,292.75,284.37,292.58,18457407,5.8,2.02,5.26,151.36,8.38,0.03,2.92,43.14,269.85,286.92,
5/23/25,VTI,US/Eastern,289.46,293.12,283,285.04,14671929,-4.42,-1.53,-2.58,144.88,10.12,0.04,3.5,-20.51,275.07,286.9,
5/30/25,VTI,US/Eastern,288.46,291.82,286.86,289.88,12424313,1.42,0.49,1.7,149.04,4.96,0.02,1.72,-15.32,279.09,287.16,
6/6/25,VTI,US/Eastern,289.34,295.88,287.58,295.12,14403121,5.78,2,1.81,153.54,8.3,0.03,2.87,15.93,284.29,287.11,
6/13/25,VTI,US/Eastern,295.46,298.07,292.84,293.57,15124789,-1.89,-0.64,-0.53,152.21,5.23,0.02,1.77,5.01,287.57,287.22,
6/20/25,VTI,US/Eastern,295.45,297.37,292.72,293.43,10928875,-2.02,-0.68,-0.05,152.09,4.65,0.02,1.57,-27.74,289.66,287.11,
6/27/25,VTI,US/Eastern,293.49,304.26,291.97,303.31,15067210,9.82,3.35,3.37,160.58,12.29,0.04,4.19,37.87,293.28,287.23,
7/3/25,VTI,US/Eastern,303.74,308.4,302.6,308.03,13783517,4.29,1.41,1.56,164.63,5.8,0.02,1.91,-8.52,295.48,287.41,
7/11/25,VTI,US/Eastern,306.99,308.92,304.22,307.02,16101167,0.03,0.01,-0.33,163.76,4.71,0.02,1.53,16.81,298.62,287.65,
7/18/25,VTI,US/Eastern,306.74,310.2,304,309.09,16444147,2.35,0.77,0.67,165.54,6.2,0.02,2.02,2.13,301.37,288.18,
7/25/25,VTI,US/Eastern,309.94,313.93,308.23,313.69,16188141,3.75,1.21,1.49,169.49,5.7,0.02,1.84,-1.56,304.02,288.83,
8/1/25,VTI,US/Eastern,314.2,314.84,304.4,305.74,24803465,-8.46,-2.69,-2.53,162.66,10.44,0.03,3.32,53.22,305.76,289.25,
8/8/25,VTI,US/Eastern,307.58,313.4,307.58,313.03,17692014,5.45,1.77,2.38,168.93,5.82,0.02,1.89,-28.67,308.56,290.11,
8/15/25,VTI,US/Eastern,313.33,317.94,311.82,316.47,17432635,3.14,1,1.1,171.88,6.12,0.02,1.95,-1.47,310.44,290.79,
8/22/25,VTI,US/Eastern,316.32,318.83,311.24,318.18,20359957,1.86,0.59,0.54,173.35,7.59,0.02,2.4,16.79,311.89,291.35,
8/29/25,VTI,US/Eastern,317.58,320.4,316.33,318.2,17761661,0.62,0.2,0.01,173.37,4.07,0.01,1.28,-12.76,313.49,292,
9/5/25,VTI,US/Eastern,314.52,322.06,313.3,319.55,14887593,5.03,1.6,0.42,174.53,8.75,0.03,2.78,-16.18,314.98,292.72,
9/12/25,VTI,US/Eastern,320.44,325.2,319.45,324.31,17596381,3.87,1.21,1.49,178.62,5.75,0.02,1.79,18.19,316.5,293.47,
9/19/25,VTI,US/Eastern,325.47,328.85,322.76,328.44,17276196,2.97,0.91,1.27,182.16,6.09,0.02,1.87,-1.82,319.74,294.55,
9/26/25,VTI,US/Eastern,327.76,330.36,323.38,327.18,17124288,-0.57,-0.18,-0.38,181.08,6.98,0.02,2.13,-0.88,321.76,295.69,
10/3/25,VTI,US/Eastern,327.69,331.74,325.88,329.97,22810336,2.28,0.7,0.85,183.48,5.86,0.02,1.79,33.2,323.69,297.25,
10/10/25,VTI,US/Eastern,331.41,332.2,321.62,321.8,24694660,-9.61,-2.9,-2.48,176.46,10.58,0.03,3.19,8.26,324.21,298.74,
10/17/25,VTI,US/Eastern,325.79,330.99,322.08,327.3,26004891,1.51,0.47,1.71,181.19,8.91,0.03,2.73,5.31,325.51,300.36,
10/24/25,VTI,US/Eastern,328.95,334.54,326.65,333.71,22113074,4.76,1.45,1.96,186.69,7.89,0.02,2.4,-14.97,327.53,302.37,
10/31/25,VTI,US/Eastern,336.7,339.06,333.85,335.42,23348842,-1.28,-0.38,0.51,188.16,5.21,0.02,1.55,5.59,329.12,305.27,
11/7/25,VTI,US/Eastern,337,337.14,324.97,330.09,17450290,-6.91,-2.05,-1.59,183.58,12.17,0.04,3.61,-25.26,329.35,307.54,
11/14/25,VTI,US/Eastern,333.32,336.92,325.62,329.86,16779226,-3.46,-1.04,-0.07,183.38,11.31,0.03,3.39,-3.85,329.74,309.91,
11/21/25,VTI,US/Eastern,328.7,331.6,319.44,323.8,22309603,-4.9,-1.49,-1.84,178.18,12.17,0.04,3.7,32.96,328.85,311.69,
11/28/25,VTI,US/Eastern,325.51,336.42,324.94,336.31,12855705,10.8,3.32,3.86,188.93,11.48,0.03,3.53,-42.38,330.93,313.6,
12/5/25,VTI,US/Eastern,333.96,338.96,333.75,337.56,17898824,3.6,1.08,0.37,190,5.21,0.02,1.56,39.23,332.39,315.59,
12/12/25,VTI,US/Eastern,338.2,339.94,334.85,335.99,20200999,-2.21,-0.65,-0.47,188.65,5.09,0.02,1.51,12.86,332.72,317.04,
12/19/25,VTI,US/Eastern,337.98,338,330.63,336.22,19051747,-1.76,-0.52,0.07,188.85,7.37,0.02,2.18,-5.69,332.83,318.74,
12/26/25,VTI,US/Eastern,337,340.32,336.61,339.67,14943312,2.67,0.79,1.03,191.81,3.71,0.01,1.1,-21.56,334.2,320.4,
1/2/26,VTI,US/Eastern,338.4,339.27,334.6,336.31,16043088,-2.09,-0.62,-0.99,188.93,4.67,0.01,1.38,7.36,335.12,321.77,
1/9/26,VTI,US/Eastern,338,342.94,337.85,342.4,31780307,4.4,1.3,1.81,194.16,5.09,0.01,1.51,98.09,337.78,323.4,
1/16/26,VTI,US/Eastern,340.91,343.66,338.91,341.85,40734228,0.94,0.28,-0.16,193.69,4.75,0.01,1.39,28.17,338.57,325.02,
1/23/26,VTI,US/Eastern,336.72,342.01,334.67,340.56,33188271,3.84,1.14,-0.38,192.58,7.34,0.02,2.18,-18.52,339,326.26,
1/30/26,VTI,US/Eastern,341.15,344.42,337.69,340.57,33336083,-0.58,-0.17,0,192.59,6.73,0.02,1.97,0.45,339.65,327.34,
2/6/26,VTI,US/Eastern,339.55,343.4,333.19,340.96,37979564,1.41,0.42,0.11,192.92,10.21,0.03,3.01,13.93,340.33,328.47,
2/13/26,VTI,US/Eastern,340.37,344.3,334.27,336.65,28550116,-3.72,-1.09,-1.26,189.22,10.03,0.03,2.95,-24.83,339.9,329.39,
2/20/26,VTI,US/Eastern,336.11,340.71,333.57,340.27,24283716,4.16,1.24,1.08,192.33,7.14,0.02,2.12,-14.94,340.47,330.28,
2/27/26,VTI,US/Eastern,339.5,342.13,335.44,338.77,29423949,-0.73,-0.22,-0.44,191.04,6.69,0.02,1.97,21.17,339.95,331.38,
3/6/26,VTI,US/Eastern,335.01,340.13,330,331.41,40740228,-3.6,-1.07,-2.17,184.72,10.13,0.03,3.02,38.46,338.46,331.99,
3/13/26,VTI,US/Eastern,328.2,336.9,325.67,326.13,38212142,-2.07,-0.63,-1.59,180.18,11.23,0.03,3.42,-6.21,336.39,332.31,
3/20/26,VTI,US/Eastern,329.22,332.32,318.56,320.34,22583741,-8.88,-2.7,-1.78,175.21,13.75,0.04,4.18,-40.9,333.5,332.39,
3/27/26,VTI,US/Eastern,325.02,327.85,312.5,313.09,27717972,-11.93,-3.67,-2.26,168.98,15.35,0.05,4.72,22.73,329.52,332.22,
4/2/26,VTI,US/Eastern,315.9,325.09,310.4,323.76,22468826,7.86,2.49,3.41,178.14,14.69,0.05,4.65,-18.94,327.68,332.36,
4/10/26,VTI,US/Eastern,323.95,336.55,321.46,335.05,19371807,11.1,3.43,3.49,187.84,15.09,0.05,4.66,-13.78,326.94,332.71,
4/17/26,VTI,US/Eastern,333.94,351.74,333.64,350.53,18482054,16.59,4.97,4.62,201.14,18.11,0.05,5.42,-4.59,328.62,333.45,
4/24/26,VTI,US/Eastern,349.9,352.37,346.55,352.05,17522660,2.15,0.61,0.43,202.45,5.82,0.02,1.66,-5.19,331.56,334.28,
5/1/26,VTI,US/Eastern,352,357.15,348.67,355.29,15103707,3.29,0.93,0.92,205.23,8.48,0.02,2.41,-13.8,335.73,335.12,
5/8/26,VTI,US/Eastern,355.08,363.12,352.53,362.87,15897275,7.79,2.19,2.13,211.74,10.6,0.03,2.98,5.25,341.81,336.49,
2/6/09,VXX,US/Eastern,108.1,108.1,95.06,97.7,1024000,-10.4,-9.62,,0,13.04,0.13,12.06,,,,5/8/26
2/13/09,VXX,US/Eastern,98.33,108,97.87,101.99,665600,3.66,3.72,4.39,4.39,10.13,0.1,10.3,-35,,,5/8/26
2/20/09,VXX,US/Eastern,107,116.4,105,113.32,358400,6.32,5.91,11.11,15.99,11.4,0.1,10.65,-46.15,,,5/8/26
2/27/09,VXX,US/Eastern,111,120,102.96,108.67,569600,-2.33,-2.1,-4.1,11.23,17.04,0.16,15.35,58.93,,,5/8/26
3/6/09,VXX,US/Eastern,111.02,118.55,104.79,113.38,870400,2.36,2.13,4.33,16.05,13.76,0.12,12.39,52.81,,,5/8/26
3/13/09,VXX,US/Eastern,113.55,114.5,101.93,104.25,1619200,-9.3,-8.19,-8.05,6.7,12.57,0.12,11.07,86.03,,,5/8/26
3/20/09,VXX,US/Eastern,104,116.86,102,115.96,3072000,11.96,11.5,11.23,18.69,14.86,0.13,14.29,89.72,107.9,,5/8/26
3/27/09,VXX,US/Eastern,113,114.75,103.18,107.31,2924800,-5.69,-5.04,-7.46,9.84,11.57,0.11,10.24,-4.79,109.27,,5/8/26
4/3/09,VXX,US/Eastern,112,118.99,106.49,107.42,3200000,-4.58,-4.09,0.1,9.95,12.5,0.12,11.16,9.41,110.04,,5/8/26
4/9/09,VXX,US/Eastern,108.39,110,100.74,101.86,2022400,-6.53,-6.02,-5.18,4.26,9.26,0.09,8.54,-36.8,108.41,,5/8/26
4/17/09,VXX,US/Eastern,102.52,103.51,92.56,92.73,2054400,-9.79,-9.55,-8.96,-5.09,10.95,0.12,10.68,1.58,106.13,,5/8/26
4/24/09,VXX,US/Eastern,94.59,101.07,92.31,95.61,1843200,1.02,1.08,3.11,-2.14,8.76,0.09,9.26,-10.28,103.59,,5/8/26
5/1/09,VXX,US/Eastern,95.99,99.84,90.21,92.56,1472000,-3.43,-3.57,-3.19,-5.26,9.63,0.1,10.03,-20.14,101.92,,5/8/26
5/8/09,VXX,US/Eastern,90.95,91.96,81.49,82.65,1536000,-8.3,-9.13,-10.71,-15.4,10.47,0.13,11.51,4.35,97.16,,5/8/26
5/15/09,VXX,US/Eastern,83.65,87.3,80.26,83.43,1523200,-0.22,-0.26,0.94,-14.61,7.04,0.08,8.42,-0.83,93.75,,5/8/26
5/22/09,VXX,US/Eastern,83.49,83.81,71.96,83.81,2963200,0.32,0.38,0.46,-14.22,11.85,0.14,14.19,94.54,90.38,,5/8/26
5/29/09,VXX,US/Eastern,83.81,83.81,76.15,77.93,1670400,-5.88,-7.02,-7.02,-20.24,7.66,0.1,9.14,-43.63,86.96,,5/8/26
6/5/09,VXX,US/Eastern,76.88,80.29,72.72,77.35,1657600,0.47,0.61,-0.74,-20.83,7.57,0.1,9.85,-0.77,84.76,,5/8/26
6/12/09,VXX,US/Eastern,78.04,80.01,71.48,71.9,1721600,-6.14,-7.87,-7.05,-26.41,8.53,0.12,10.93,3.86,81.38,,5/8/26
6/19/09,VXX,US/Eastern,72.9,80.27,72.68,76.02,2150400,3.12,4.28,5.73,-22.19,7.58,0.1,10.4,24.91,79.01,,5/8/26
6/26/09,VXX,US/Eastern,77.97,79.94,69.27,69.8,2432000,-8.17,-10.48,-8.18,-28.56,10.67,0.15,13.68,13.1,77.18,,5/8/26
7/2/09,VXX,US/Eastern,69.94,71.68,65.87,71.58,3180800,1.64,2.34,2.55,-26.73,5.81,0.08,8.31,30.79,75.48,,5/8/26
7/10/09,VXX,US/Eastern,72.47,77.3,70.58,73.15,2336000,0.68,0.94,2.19,-25.13,6.72,0.09,9.27,-26.56,73.96,,5/8/26
