data,source,country_name,country_code,indicator_name,indicator_code,year,population_density
Population Density,World Bank Open Data,Aruba,ABW,Population density (people per sq. km of land area),EN.POP.DNST,2015,599.477777777778
Population Density,World Bank Open Data,Africa Eastern and Southern,AFE,Population density (people per sq. km of land area),EN.POP.DNST,2015,40.8971995109358
Population Density,World Bank Open Data,Afghanistan,AFG,Population density (people per sq. km of land area),EN.POP.DNST,2015,51.8709105683578
Population Density,World Bank Open Data,Africa Western and Central,AFW,Population density (people per sq. km of land area),EN.POP.DNST,2015,46.2235257766605
Population Density,World Bank Open Data,Angola,AGO,Population density (people per sq. km of land area),EN.POP.DNST,2015,22.5858650838213
Population Density,World Bank Open Data,Albania,ALB,Population density (people per sq. km of land area),EN.POP.DNST,2015,99.6822262773723
Population Density,World Bank Open Data,Andorra,AND,Population density (people per sq. km of land area),EN.POP.DNST,2015,153.56170212766
Population Density,World Bank Open Data,Arab World,ARB,Population density (people per sq. km of land area),EN.POP.DNST,2015,31.3110035717644
Population Density,World Bank Open Data,United Arab Emirates,ARE,Population density (people per sq. km of land area),EN.POP.DNST,2015,119.75833568009
Population Density,World Bank Open Data,Argentina,ARG,Population density (people per sq. km of land area),EN.POP.DNST,2015,15.8867142423877
Population Density,World Bank Open Data,Armenia,ARM,Population density (people per sq. km of land area),EN.POP.DNST,2015,105.535651563049
Population Density,World Bank Open Data,American Samoa,ASM,Population density (people per sq. km of land area),EN.POP.DNST,2015,264.39
Population Density,World Bank Open Data,Antigua and Barbuda,ATG,Population density (people per sq. km of land area),EN.POP.DNST,2015,203.202272727273
Population Density,World Bank Open Data,Australia,AUS,Population density (people per sq. km of land area),EN.POP.DNST,2015,3.10011259648803
Population Density,World Bank Open Data,Austria,AUT,Population density (people per sq. km of land area),EN.POP.DNST,2015,104.734597673291
Population Density,World Bank Open Data,Azerbaijan,AZE,Population density (people per sq. km of land area),EN.POP.DNST,2015,116.731076781631
Population Density,World Bank Open Data,Burundi,BDI,Population density (people per sq. km of land area),EN.POP.DNST,2015,430.201713395639
Population Density,World Bank Open Data,Belgium,BEL,Population density (people per sq. km of land area),EN.POP.DNST,2015,371.680875614018
Population Density,World Bank Open Data,Benin,BEN,Population density (people per sq. km of land area),EN.POP.DNST,2015,100.750984391628
Population Density,World Bank Open Data,Burkina Faso,BFA,Population density (people per sq. km of land area),EN.POP.DNST,2015,68.6311659356725
Population Density,World Bank Open Data,Bangladesh,BGD,Population density (people per sq. km of land area),EN.POP.DNST,2015,1224.42328493508
Population Density,World Bank Open Data,Bulgaria,BGR,Population density (people per sq. km of land area),EN.POP.DNST,2015,64.3351602800295
Population Density,World Bank Open Data,Bahrain,BHR,Population density (people per sq. km of land area),EN.POP.DNST,2015,1761.33933161954
Population Density,World Bank Open Data,"Bahamas, The",BHS,Population density (people per sq. km of land area),EN.POP.DNST,2015,38.4961038961039
Population Density,World Bank Open Data,Bosnia and Herzegovina,BIH,Population density (people per sq. km of land area),EN.POP.DNST,2015,68.72150390625
Population Density,World Bank Open Data,Belarus,BLR,Population density (people per sq. km of land area),EN.POP.DNST,2015,46.611337189252
Population Density,World Bank Open Data,Belize,BLZ,Population density (people per sq. km of land area),EN.POP.DNST,2015,15.6217886891714
Population Density,World Bank Open Data,Bermuda,BMU,Population density (people per sq. km of land area),EN.POP.DNST,2015,1175.25925925926
Population Density,World Bank Open Data,Bolivia,BOL,Population density (people per sq. km of land area),EN.POP.DNST,2015,10.1677328533186
Population Density,World Bank Open Data,Brazil,BRA,Population density (people per sq. km of land area),EN.POP.DNST,2015,24.1292359304821
Population Density,World Bank Open Data,Barbados,BRB,Population density (people per sq. km of land area),EN.POP.DNST,2015,648.813953488372
Population Density,World Bank Open Data,Brunei Darussalam,BRN,Population density (people per sq. km of land area),EN.POP.DNST,2015,80.1161290322581
Population Density,World Bank Open Data,Bhutan,BTN,Population density (people per sq. km of land area),EN.POP.DNST,2015,19.4301230422121
Population Density,World Bank Open Data,Botswana,BWA,Population density (people per sq. km of land area),EN.POP.DNST,2015,3.88769431651757
Population Density,World Bank Open Data,Central African Republic,CAF,Population density (people per sq. km of land area),EN.POP.DNST,2015,7.430928761758
Population Density,World Bank Open Data,Canada,CAN,Population density (people per sq. km of land area),EN.POP.DNST,2015,3.98239245827659
Population Density,World Bank Open Data,Central Europe and the Baltics,CEB,Population density (people per sq. km of land area),EN.POP.DNST,2015,93.1179707001656
Population Density,World Bank Open Data,Switzerland,CHE,Population density (people per sq. km of land area),EN.POP.DNST,2015,209.626620751132
Population Density,World Bank Open Data,Channel Islands,CHI,Population density (people per sq. km of land area),EN.POP.DNST,2015,825.525252525253
Population Density,World Bank Open Data,Chile,CHL,Population density (people per sq. km of land area),EN.POP.DNST,2015,24.333348398175
Population Density,World Bank Open Data,China,CHN,Population density (people per sq. km of land area),EN.POP.DNST,2015,146.977949259981
Population Density,World Bank Open Data,Cote d'Ivoire,CIV,Population density (people per sq. km of land area),EN.POP.DNST,2015,79.3910125786164
Population Density,World Bank Open Data,Cameroon,CMR,Population density (people per sq. km of land area),EN.POP.DNST,2015,48.1551352837892
Population Density,World Bank Open Data,"Congo, Dem. Rep.",COD,Population density (people per sq. km of land area),EN.POP.DNST,2015,35.7449244613043
Population Density,World Bank Open Data,"Congo, Rep.",COG,Population density (people per sq. km of land area),EN.POP.DNST,2015,14.9270307467057
Population Density,World Bank Open Data,Colombia,COL,Population density (people per sq. km of land area),EN.POP.DNST,2015,42.3343307796305
Population Density,World Bank Open Data,Comoros,COM,Population density (people per sq. km of land area),EN.POP.DNST,2015,390.479312197743
Population Density,World Bank Open Data,Cabo Verde,CPV,Population density (people per sq. km of land area),EN.POP.DNST,2015,127.144913151365
Population Density,World Bank Open Data,Costa Rica,CRI,Population density (people per sq. km of land area),EN.POP.DNST,2015,94.360321190756
Population Density,World Bank Open Data,Caribbean small states,CSS,Population density (people per sq. km of land area),EN.POP.DNST,2015,10.8253252516181
Population Density,World Bank Open Data,Cuba,CUB,Population density (people per sq. km of land area),EN.POP.DNST,2015,108.309942363112
Population Density,World Bank Open Data,Curacao,CUW,Population density (people per sq. km of land area),EN.POP.DNST,2015,355.810810810811
Population Density,World Bank Open Data,Cayman Islands,CYM,Population density (people per sq. km of land area),EN.POP.DNST,2015,256.841666666667
Population Density,World Bank Open Data,Cyprus,CYP,Population density (people per sq. km of land area),EN.POP.DNST,2015,131.980735930736
Population Density,World Bank Open Data,Czechia,CZE,Population density (people per sq. km of land area),EN.POP.DNST,2015,136.589288952208
Population Density,World Bank Open Data,Germany,DEU,Population density (people per sq. km of land area),EN.POP.DNST,2015,234.152986871524
Population Density,World Bank Open Data,Djibouti,DJI,Population density (people per sq. km of land area),EN.POP.DNST,2015,44.0169542709232
Population Density,World Bank Open Data,Dominica,DMA,Population density (people per sq. km of land area),EN.POP.DNST,2015,93.88
Population Density,World Bank Open Data,Denmark,DNK,Population density (people per sq. km of land area),EN.POP.DNST,2015,142.087075
Population Density,World Bank Open Data,Dominican Republic,DOM,Population density (people per sq. km of land area),EN.POP.DNST,2015,215.997288346098
Population Density,World Bank Open Data,Algeria,DZA,Population density (people per sq. km of land area),EN.POP.DNST,2015,16.8026368106356
Population Density,World Bank Open Data,East Asia & Pacific (excluding high income),EAP,Population density (people per sq. km of land area),EN.POP.DNST,2015,128.613801730869
Population Density,World Bank Open Data,Early-demographic dividend,EAR,Population density (people per sq. km of land area),EN.POP.DNST,2015,95.7429697331358
Population Density,World Bank Open Data,East Asia & Pacific,EAS,Population density (people per sq. km of land area),EN.POP.DNST,2015,94.0667650140412
Population Density,World Bank Open Data,Europe & Central Asia (excluding high income),ECA,Population density (people per sq. km of land area),EN.POP.DNST,2015,40.616709392448
Population Density,World Bank Open Data,Europe & Central Asia,ECS,Population density (people per sq. km of land area),EN.POP.DNST,2015,33.0676117815085
Population Density,World Bank Open Data,Ecuador,ECU,Population density (people per sq. km of land area),EN.POP.DNST,2015,65.4945442100177
Population Density,World Bank Open Data,"Egypt, Arab Rep.",EGY,Population density (people per sq. km of land area),EN.POP.DNST,2015,100.052581244663
Population Density,World Bank Open Data,Euro area,EMU,Population density (people per sq. km of land area),EN.POP.DNST,2015,125.417955535534
Population Density,World Bank Open Data,Eritrea,ERI,Population density (people per sq. km of land area),EN.POP.DNST,2015,25.6468528978016
Population Density,World Bank Open Data,Spain,ESP,Population density (people per sq. km of land area),EN.POP.DNST,2015,92.907597351004
Population Density,World Bank Open Data,Estonia,EST,Population density (people per sq. km of land area),EN.POP.DNST,2015,30.26011042098
Population Density,World Bank Open Data,Ethiopia,ETH,Population density (people per sq. km of land area),EN.POP.DNST,2015,92.0367822337439
Population Density,World Bank Open Data,European Union,EUU,Population density (people per sq. km of land area),EN.POP.DNST,2015,111.034208891564
Population Density,World Bank Open Data,Fragile and conflict affected situations,FCS,Population density (people per sq. km of land area),EN.POP.DNST,2015,43.5534678248018
Population Density,World Bank Open Data,Finland,FIN,Population density (people per sq. km of land area),EN.POP.DNST,2015,18.0301108880919
Population Density,World Bank Open Data,Fiji,FJI,Population density (people per sq. km of land area),EN.POP.DNST,2015,50.2779419813903
Population Density,World Bank Open Data,France,FRA,Population density (people per sq. km of land area),EN.POP.DNST,2015,123.477636144355
Population Density,World Bank Open Data,Faroe Islands,FRO,Population density (people per sq. km of land area),EN.POP.DNST,2015,35.0279369627507
Population Density,World Bank Open Data,"Micronesia, Fed. Sts.",FSM,Population density (people per sq. km of land area),EN.POP.DNST,2015,155.308571428571
Population Density,World Bank Open Data,Gabon,GAB,Population density (people per sq. km of land area),EN.POP.DNST,2015,7.92094151434005
Population Density,World Bank Open Data,United Kingdom,GBR,Population density (people per sq. km of land area),EN.POP.DNST,2015,269.036498160625
Population Density,World Bank Open Data,Georgia,GEO,Population density (people per sq. km of land area),EN.POP.DNST,2015,65.1750586094685
Population Density,World Bank Open Data,Ghana,GHA,Population density (people per sq. km of land area),EN.POP.DNST,2015,126.114388678914
Population Density,World Bank Open Data,Gibraltar,GIB,Population density (people per sq. km of land area),EN.POP.DNST,2015,3319.3
Population Density,World Bank Open Data,Guinea,GIN,Population density (people per sq. km of land area),EN.POP.DNST,2015,47.8881246947745
Population Density,World Bank Open Data,"Gambia, The",GMB,Population density (people per sq. km of land area),EN.POP.DNST,2015,219.815118577075
Population Density,World Bank Open Data,Guinea-Bissau,GNB,Population density (people per sq. km of land area),EN.POP.DNST,2015,63.5297652916074
Population Density,World Bank Open Data,Equatorial Guinea,GNQ,Population density (people per sq. km of land area),EN.POP.DNST,2015,51.8332620320856
Population Density,World Bank Open Data,Greece,GRC,Population density (people per sq. km of land area),EN.POP.DNST,2015,83.947889837083
Population Density,World Bank Open Data,Grenada,GRD,Population density (people per sq. km of land area),EN.POP.DNST,2015,337.282352941176
Population Density,World Bank Open Data,Greenland,GRL,Population density (people per sq. km of land area),EN.POP.DNST,2015,0.136713363381654
Population Density,World Bank Open Data,Guatemala,GTM,Population density (people per sq. km of land area),EN.POP.DNST,2015,149.045754012691
Population Density,World Bank Open Data,Guam,GUM,Population density (people per sq. km of land area),EN.POP.DNST,2015,305.37962962963
Population Density,World Bank Open Data,Guyana,GUY,Population density (people per sq. km of land area),EN.POP.DNST,2015,3.85461518923038
Population Density,World Bank Open Data,High income,HIC,Population density (people per sq. km of land area),EN.POP.DNST,2015,26.2841461617825
Population Density,World Bank Open Data,"Hong Kong SAR, China",HKG,Population density (people per sq. km of land area),EN.POP.DNST,2015,6944.09523809524
Population Density,World Bank Open Data,Honduras,HND,Population density (people per sq. km of land area),EN.POP.DNST,2015,82.5570202877826
Population Density,World Bank Open Data,Heavily indebted poor countries (HIPC),HPC,Population density (people per sq. km of land area),EN.POP.DNST,2015,37.9189176723804
Population Density,World Bank Open Data,Croatia,HRV,Population density (people per sq. km of land area),EN.POP.DNST,2015,74.1856371953399
Population Density,World Bank Open Data,Haiti,HTI,Population density (people per sq. km of land area),EN.POP.DNST,2015,381.830261248186
Population Density,World Bank Open Data,Hungary,HUN,Population density (people per sq. km of land area),EN.POP.DNST,2015,107.360891957046
Population Density,World Bank Open Data,IBRD only,IBD,Population density (people per sq. km of land area),EN.POP.DNST,2015,66.0751142241427
Population Density,World Bank Open Data,IDA & IBRD total,IBT,Population density (people per sq. km of land area),EN.POP.DNST,2015,65.3794503123962
Population Density,World Bank Open Data,IDA total,IDA,Population density (people per sq. km of land area),EN.POP.DNST,2015,63.4324586140116
Population Density,World Bank Open Data,IDA blend,IDB,Population density (people per sq. km of land area),EN.POP.DNST,2015,115.689153675963
Population Density,World Bank Open Data,Indonesia,IDN,Population density (people per sq. km of land area),EN.POP.DNST,2015,139.438934572699
Population Density,World Bank Open Data,IDA only,IDX,Population density (people per sq. km of land area),EN.POP.DNST,2015,50.864452516561
Population Density,World Bank Open Data,Isle of Man,IMN,Population density (people per sq. km of land area),EN.POP.DNST,2015,146.654385964912
Population Density,World Bank Open Data,India,IND,Population density (people per sq. km of land area),EN.POP.DNST,2015,446.666542669658
Population Density,World Bank Open Data,Ireland,IRL,Population density (people per sq. km of land area),EN.POP.DNST,2015,68.2531136594571
Population Density,World Bank Open Data,"Iran, Islamic Rep.",IRN,Population density (people per sq. km of land area),EN.POP.DNST,2015,50.7253137356025
Population Density,World Bank Open Data,Iraq,IRQ,Population density (people per sq. km of land area),EN.POP.DNST,2015,86.5194942505436
Population Density,World Bank Open Data,Iceland,ISL,Population density (people per sq. km of land area),EN.POP.DNST,2015,3.29990024937656
Population Density,World Bank Open Data,Israel,ISR,Population density (people per sq. km of land area),EN.POP.DNST,2015,387.250462107209
Population Density,World Bank Open Data,Italy,ITA,Population density (people per sq. km of land area),EN.POP.DNST,2015,203.672434549131
Population Density,World Bank Open Data,Jamaica,JAM,Population density (people per sq. km of land area),EN.POP.DNST,2015,258.775069252078
Population Density,World Bank Open Data,Jordan,JOR,Population density (people per sq. km of land area),EN.POP.DNST,2015,107.509900878576
Population Density,World Bank Open Data,Japan,JPN,Population density (people per sq. km of land area),EN.POP.DNST,2015,348.809327846365
Population Density,World Bank Open Data,Kazakhstan,KAZ,Population density (people per sq. km of land area),EN.POP.DNST,2015,6.69858465755454
Population Density,World Bank Open Data,Kenya,KEN,Population density (people per sq. km of land area),EN.POP.DNST,2015,82.4529008736797
Population Density,World Bank Open Data,Kyrgyz Republic,KGZ,Population density (people per sq. km of land area),EN.POP.DNST,2015,31.4913242961418
Population Density,World Bank Open Data,Cambodia,KHM,Population density (people per sq. km of land area),EN.POP.DNST,2015,88.5069737140267
Population Density,World Bank Open Data,Kiribati,KIR,Population density (people per sq. km of land area),EN.POP.DNST,2015,144.216049382716
Population Density,World Bank Open Data,St. Kitts and Nevis,KNA,Population density (people per sq. km of land area),EN.POP.DNST,2015,181.103846153846
Population Density,World Bank Open Data,"Korea, Rep.",KOR,Population density (people per sq. km of land area),EN.POP.DNST,2015,523.525547744882
Population Density,World Bank Open Data,Kuwait,KWT,Population density (people per sq. km of land area),EN.POP.DNST,2015,215.183726150393
Population Density,World Bank Open Data,Latin America & Caribbean (excluding high income),LAC,Population density (people per sq. km of land area),EN.POP.DNST,2015,30.7974052455631
Population Density,World Bank Open Data,Lao PDR,LAO,Population density (people per sq. km of land area),EN.POP.DNST,2015,29.4698656845754
Population Density,World Bank Open Data,Lebanon,LBN,Population density (people per sq. km of land area),EN.POP.DNST,2015,632.694916911046
Population Density,World Bank Open Data,Liberia,LBR,Population density (people per sq. km of land area),EN.POP.DNST,2015,48.3744912790698
Population Density,World Bank Open Data,Libya,LBY,Population density (people per sq. km of land area),EN.POP.DNST,2015,3.71223103765757
Population Density,World Bank Open Data,St. Lucia,LCA,Population density (people per sq. km of land area),EN.POP.DNST,2015,286.729508196721
Population Density,World Bank Open Data,Latin America & Caribbean,LCN,Population density (people per sq. km of land area),EN.POP.DNST,2015,30.8759165980304
Population Density,World Bank Open Data,Least developed countries: UN classification,LDC,Population density (people per sq. km of land area),EN.POP.DNST,2015,47.275728089177
Population Density,World Bank Open Data,Low income,LIC,Population density (people per sq. km of land area),EN.POP.DNST,2015,35.8607769920239
Population Density,World Bank Open Data,Liechtenstein,LIE,Population density (people per sq. km of land area),EN.POP.DNST,2015,234.3375
Population Density,World Bank Open Data,Sri Lanka,LKA,Population density (people per sq. km of land area),EN.POP.DNST,2015,338.810527846445
Population Density,World Bank Open Data,Lower middle income,LMC,Population density (people per sq. km of land area),EN.POP.DNST,2015,147.890413606845
Population Density,World Bank Open Data,Low & middle income,LMY,Population density (people per sq. km of land area),EN.POP.DNST,2015,78.2111823740089
Population Density,World Bank Open Data,Lesotho,LSO,Population density (people per sq. km of land area),EN.POP.DNST,2015,69.321837944664
Population Density,World Bank Open Data,Late-demographic dividend,LTE,Population density (people per sq. km of land area),EN.POP.DNST,2015,50.6711186110935
Population Density,World Bank Open Data,Lithuania,LTU,Population density (people per sq. km of land area),EN.POP.DNST,2015,46.4662250598563
Population Density,World Bank Open Data,Luxembourg,LUX,Population density (people per sq. km of land area),EN.POP.DNST,2015,221.251835336342
Population Density,World Bank Open Data,Latvia,LVA,Population density (people per sq. km of land area),EN.POP.DNST,2015,31.7792437366417
Population Density,World Bank Open Data,"Macao SAR, China",MAC,Population density (people per sq. km of land area),EN.POP.DNST,2015,21148.0263157895
Population Density,World Bank Open Data,St. Martin (French part),MAF,Population density (people per sq. km of land area),EN.POP.DNST,2015,747.38
Population Density,World Bank Open Data,Morocco,MAR,Population density (people per sq. km of land area),EN.POP.DNST,2015,77.5433295989245
Population Density,World Bank Open Data,Monaco,MCO,Population density (people per sq. km of land area),EN.POP.DNST,2015,18133.6951159349
Population Density,World Bank Open Data,Moldova,MDA,Population density (people per sq. km of land area),EN.POP.DNST,2015,98.7560678343838
Population Density,World Bank Open Data,Madagascar,MDG,Population density (people per sq. km of land area),EN.POP.DNST,2015,43.7035097971812
Population Density,World Bank Open Data,Maldives,MDV,Population density (people per sq. km of land area),EN.POP.DNST,2015,1427.18
Population Density,World Bank Open Data,"Middle East, North Africa, Afghanistan & Pakistan",MEA,Population density (people per sq. km of land area),EN.POP.DNST,2015,54.8954519831127
Population Density,World Bank Open Data,Mexico,MEX,Population density (people per sq. km of land area),EN.POP.DNST,2015,62.2815946912215
Population Density,World Bank Open Data,Marshall Islands,MHL,Population density (people per sq. km of land area),EN.POP.DNST,2015,271.111111111111
Population Density,World Bank Open Data,Middle income,MIC,Population density (people per sq. km of land area),EN.POP.DNST,2015,87.4606316909979
Population Density,World Bank Open Data,North Macedonia,MKD,Population density (people per sq. km of land area),EN.POP.DNST,2015,75.8298969072165
Population Density,World Bank Open Data,Mali,MLI,Population density (people per sq. km of land area),EN.POP.DNST,2015,15.2378088658324
Population Density,World Bank Open Data,Malta,MLT,Population density (people per sq. km of land area),EN.POP.DNST,2015,1388.1875
Population Density,World Bank Open Data,Myanmar,MMR,Population density (people per sq. km of land area),EN.POP.DNST,2015,78.2278679487965
Population Density,World Bank Open Data,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,Population density (people per sq. km of land area),EN.POP.DNST,2015,63.1299804385823
Population Density,World Bank Open Data,Montenegro,MNE,Population density (people per sq. km of land area),EN.POP.DNST,2015,46.4424535315985
Population Density,World Bank Open Data,Mongolia,MNG,Population density (people per sq. km of land area),EN.POP.DNST,2015,1.94371713207737
Population Density,World Bank Open Data,Northern Mariana Islands,MNP,Population density (people per sq. km of land area),EN.POP.DNST,2015,111.986956521739
Population Density,World Bank Open Data,Mozambique,MOZ,Population density (people per sq. km of land area),EN.POP.DNST,2015,33.7592156463796
Population Density,World Bank Open Data,Mauritania,MRT,Population density (people per sq. km of land area),EN.POP.DNST,2015,3.84783060056272
Population Density,World Bank Open Data,Mauritius,MUS,Population density (people per sq. km of land area),EN.POP.DNST,2015,632.388082123185
Population Density,World Bank Open Data,Malawi,MWI,Population density (people per sq. km of land area),EN.POP.DNST,2015,181.221754348748
Population Density,World Bank Open Data,Malaysia,MYS,Population density (people per sq. km of land area),EN.POP.DNST,2015,95.0625414700959
Population Density,World Bank Open Data,North America,NAC,Population density (people per sq. km of land area),EN.POP.DNST,2015,19.7417224937758
Population Density,World Bank Open Data,Namibia,NAM,Population density (people per sq. km of land area),EN.POP.DNST,2015,2.88391696728978
Population Density,World Bank Open Data,New Caledonia,NCL,Population density (people per sq. km of land area),EN.POP.DNST,2015,15.490590809628
Population Density,World Bank Open Data,Niger,NER,Population density (people per sq. km of land area),EN.POP.DNST,2015,15.741294702771
Population Density,World Bank Open Data,Nigeria,NGA,Population density (people per sq. km of land area),EN.POP.DNST,2015,209.352391932101
Population Density,World Bank Open Data,Nicaragua,NIC,Population density (people per sq. km of land area),EN.POP.DNST,2015,51.100357320924
Population Density,World Bank Open Data,Netherlands,NLD,Population density (people per sq. km of land area),EN.POP.DNST,2015,503.116216216216
Population Density,World Bank Open Data,Norway,NOR,Population density (people per sq. km of land area),EN.POP.DNST,2015,14.2079384825517
Population Density,World Bank Open Data,Nepal,NPL,Population density (people per sq. km of land area),EN.POP.DNST,2015,194.095772584583
Population Density,World Bank Open Data,Nauru,NRU,Population density (people per sq. km of land area),EN.POP.DNST,2015,547.7
Population Density,World Bank Open Data,New Zealand,NZL,Population density (people per sq. km of land area),EN.POP.DNST,2015,17.5056017621815
Population Density,World Bank Open Data,OECD members,OED,Population density (people per sq. km of land area),EN.POP.DNST,2015,37.5125065390958
Population Density,World Bank Open Data,Oman,OMN,Population density (people per sq. km of land area),EN.POP.DNST,2015,13.5214701130856
Population Density,World Bank Open Data,Other small states,OSS,Population density (people per sq. km of land area),EN.POP.DNST,2015,42.6214772665297
Population Density,World Bank Open Data,Pakistan,PAK,Population density (people per sq. km of land area),EN.POP.DNST,2015,281.873810450394
Population Density,World Bank Open Data,Panama,PAN,Population density (people per sq. km of land area),EN.POP.DNST,2015,53.4273475445224
Population Density,World Bank Open Data,Peru,PER,Population density (people per sq. km of land area),EN.POP.DNST,2015,23.795
Population Density,World Bank Open Data,Philippines,PHL,Population density (people per sq. km of land area),EN.POP.DNST,2015,353.197813327967
Population Density,World Bank Open Data,Palau,PLW,Population density (people per sq. km of land area),EN.POP.DNST,2015,38.6304347826087
Population Density,World Bank Open Data,Papua New Guinea,PNG,Population density (people per sq. km of land area),EN.POP.DNST,2015,19.306730556905
Population Density,World Bank Open Data,Poland,POL,Population density (people per sq. km of land area),EN.POP.DNST,2015,124.061569613639
Population Density,World Bank Open Data,Pre-demographic dividend,PRE,Population density (people per sq. km of land area),EN.POP.DNST,2015,42.8676680117645
Population Density,World Bank Open Data,Puerto Rico (US),PRI,Population density (people per sq. km of land area),EN.POP.DNST,2015,398.55321307779
Population Density,World Bank Open Data,"Korea, Dem. People's Rep.",PRK,Population density (people per sq. km of land area),EN.POP.DNST,2015,212.402209118844
Population Density,World Bank Open Data,Portugal,PRT,Population density (people per sq. km of land area),EN.POP.DNST,2015,113.072519583956
Population Density,World Bank Open Data,Paraguay,PRY,Population density (people per sq. km of land area),EN.POP.DNST,2015,15.5023986911654
Population Density,World Bank Open Data,West Bank and Gaza,PSE,Population density (people per sq. km of land area),EN.POP.DNST,2015,709.317607973422
Population Density,World Bank Open Data,Pacific island small states,PSS,Population density (people per sq. km of land area),EN.POP.DNST,2015,38.0995171339564
Population Density,World Bank Open Data,Post-demographic dividend,PST,Population density (people per sq. km of land area),EN.POP.DNST,2015,35.0358978994957
Population Density,World Bank Open Data,French Polynesia,PYF,Population density (people per sq. km of land area),EN.POP.DNST,2015,80.0535868625756
Population Density,World Bank Open Data,Qatar,QAT,Population density (people per sq. km of land area),EN.POP.DNST,2015,204.051958224543
Population Density,World Bank Open Data,Romania,ROU,Population density (people per sq. km of land area),EN.POP.DNST,2015,86.1248956884562
Population Density,World Bank Open Data,Russian Federation,RUS,Population density (people per sq. km of land area),EN.POP.DNST,2015,8.8320122221157
Population Density,World Bank Open Data,Rwanda,RWA,Population density (people per sq. km of land area),EN.POP.DNST,2015,471.829023104986
Population Density,World Bank Open Data,South Asia,SAS,Population density (people per sq. km of land area),EN.POP.DNST,2015,459.325034807082
Population Density,World Bank Open Data,Saudi Arabia,SAU,Population density (people per sq. km of land area),EN.POP.DNST,2015,13.8700845238151
Population Density,World Bank Open Data,Sudan,SDN,Population density (people per sq. km of land area),EN.POP.DNST,2015,21.4263549250535
Population Density,World Bank Open Data,Senegal,SEN,Population density (people per sq. km of land area),EN.POP.DNST,2015,75.7976990598868
Population Density,World Bank Open Data,Singapore,SGP,Population density (people per sq. km of land area),EN.POP.DNST,2015,7806.77291960508
Population Density,World Bank Open Data,Solomon Islands,SLB,Population density (people per sq. km of land area),EN.POP.DNST,2015,22.8444087173991
Population Density,World Bank Open Data,Sierra Leone,SLE,Population density (people per sq. km of land area),EN.POP.DNST,2015,97.5014546965918
Population Density,World Bank Open Data,El Salvador,SLV,Population density (people per sq. km of land area),EN.POP.DNST,2015,298.439961389961
Population Density,World Bank Open Data,San Marino,SMR,Population density (people per sq. km of land area),EN.POP.DNST,2015,548.283333333333
Population Density,World Bank Open Data,"Somalia, Fed. Rep.",SOM,Population density (people per sq. km of land area),EN.POP.DNST,2015,22.0087400771511
Population Density,World Bank Open Data,Serbia,SRB,Population density (people per sq. km of land area),EN.POP.DNST,2015,81.1271781385776
Population Density,World Bank Open Data,Sub-Saharan Africa (excluding high income),SSA,Population density (people per sq. km of land area),EN.POP.DNST,2015,40.4751402687706
Population Density,World Bank Open Data,South Sudan,SSD,Population density (people per sq. km of land area),EN.POP.DNST,2015,17.5772015887836
Population Density,World Bank Open Data,Sub-Saharan Africa,SSF,Population density (people per sq. km of land area),EN.POP.DNST,2015,42.9139005765658
Population Density,World Bank Open Data,Small states,SST,Population density (people per sq. km of land area),EN.POP.DNST,2015,25.0522020897752
Population Density,World Bank Open Data,Sao Tome and Principe,STP,Population density (people per sq. km of land area),EN.POP.DNST,2015,208.636458333333
Population Density,World Bank Open Data,Suriname,SUR,Population density (people per sq. km of land area),EN.POP.DNST,2015,3.62367242275927
Population Density,World Bank Open Data,Slovak Republic,SVK,Population density (people per sq. km of land area),EN.POP.DNST,2015,112.803148787488
Population Density,World Bank Open Data,Slovenia,SVN,Population density (people per sq. km of land area),EN.POP.DNST,2015,102.446109241111
Population Density,World Bank Open Data,Sweden,SWE,Population density (people per sq. km of land area),EN.POP.DNST,2015,24.0582617728817
Population Density,World Bank Open Data,Eswatini,SWZ,Population density (people per sq. km of land area),EN.POP.DNST,2015,66.4426162790698
Population Density,World Bank Open Data,Sint Maarten (Dutch part),SXM,Population density (people per sq. km of land area),EN.POP.DNST,2015,1102.08823529412
Population Density,World Bank Open Data,Seychelles,SYC,Population density (people per sq. km of land area),EN.POP.DNST,2015,203.084782608696
Population Density,World Bank Open Data,Syrian Arab Republic,SYR,Population density (people per sq. km of land area),EN.POP.DNST,2015,105.781288460491
Population Density,World Bank Open Data,Turks and Caicos Islands,TCA,Population density (people per sq. km of land area),EN.POP.DNST,2015,38.5315789473684
Population Density,World Bank Open Data,Chad,TCD,Population density (people per sq. km of land area),EN.POP.DNST,2015,11.6324817344346
Population Density,World Bank Open Data,East Asia & Pacific (IDA & IBRD countries),TEA,Population density (people per sq. km of land area),EN.POP.DNST,2015,127.975847866414
Population Density,World Bank Open Data,Europe & Central Asia (IDA & IBRD countries),TEC,Population density (people per sq. km of land area),EN.POP.DNST,2015,19.7342063886841
Population Density,World Bank Open Data,Togo,TGO,Population density (people per sq. km of land area),EN.POP.DNST,2015,140.893454679169
Population Density,World Bank Open Data,Thailand,THA,Population density (people per sq. km of land area),EN.POP.DNST,2015,138.07433106931
Population Density,World Bank Open Data,Tajikistan,TJK,Population density (people per sq. km of land area),EN.POP.DNST,2015,62.2799913538439
