data,source,country_name,country_code,indicator_name,indicator_code,year,population_density
Population Density,World Bank Open Data,Lower middle income,LMC,Population density (people per sq. km of land area),EN.POP.DNST,2017,152.327884395316
Population Density,World Bank Open Data,Low & middle income,LMY,Population density (people per sq. km of land area),EN.POP.DNST,2017,80.2292753022611
Population Density,World Bank Open Data,Lesotho,LSO,Population density (people per sq. km of land area),EN.POP.DNST,2017,71.0510540184453
Population Density,World Bank Open Data,Late-demographic dividend,LTE,Population density (people per sq. km of land area),EN.POP.DNST,2017,51.3399364854318
Population Density,World Bank Open Data,Lithuania,LTU,Population density (people per sq. km of land area),EN.POP.DNST,2017,45.3798470650213
Population Density,World Bank Open Data,Luxembourg,LUX,Population density (people per sq. km of land area),EN.POP.DNST,2017,231.635372078028
Population Density,World Bank Open Data,Latvia,LVA,Population density (people per sq. km of land area),EN.POP.DNST,2017,31.2123033409935
Population Density,World Bank Open Data,"Macao SAR, China",MAC,Population density (people per sq. km of land area),EN.POP.DNST,2017,21051.9480519481
Population Density,World Bank Open Data,St. Martin (French part),MAF,Population density (people per sq. km of land area),EN.POP.DNST,2017,736.74
Population Density,World Bank Open Data,Morocco,MAR,Population density (people per sq. km of land area),EN.POP.DNST,2017,79.4227918440511
Population Density,World Bank Open Data,Monaco,MCO,Population density (people per sq. km of land area),EN.POP.DNST,2017,18588.061174149
Population Density,World Bank Open Data,Moldova,MDA,Population density (people per sq. km of land area),EN.POP.DNST,2017,95.9093883802694
Population Density,World Bank Open Data,Madagascar,MDG,Population density (people per sq. km of land area),EN.POP.DNST,2017,46.0439584049502
Population Density,World Bank Open Data,Maldives,MDV,Population density (people per sq. km of land area),EN.POP.DNST,2017,1527.62333333333
Population Density,World Bank Open Data,"Middle East, North Africa, Afghanistan & Pakistan",MEA,Population density (people per sq. km of land area),EN.POP.DNST,2017,56.8731349878273
Population Density,World Bank Open Data,Mexico,MEX,Population density (people per sq. km of land area),EN.POP.DNST,2017,63.4790282671879
Population Density,World Bank Open Data,Marshall Islands,MHL,Population density (people per sq. km of land area),EN.POP.DNST,2017,258.494444444444
Population Density,World Bank Open Data,Middle income,MIC,Population density (people per sq. km of land area),EN.POP.DNST,2017,89.494121972458
Population Density,World Bank Open Data,North Macedonia,MKD,Population density (people per sq. km of land area),EN.POP.DNST,2017,75.2837827121332
Population Density,World Bank Open Data,Mali,MLI,Population density (people per sq. km of land area),EN.POP.DNST,2017,16.2376441373884
Population Density,World Bank Open Data,Malta,MLT,Population density (people per sq. km of land area),EN.POP.DNST,2017,1459.70625
Population Density,World Bank Open Data,Myanmar,MMR,Population density (people per sq. km of land area),EN.POP.DNST,2017,79.5020114898506
Population Density,World Bank Open Data,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,Population density (people per sq. km of land area),EN.POP.DNST,2017,65.2984288331834
Population Density,World Bank Open Data,Montenegro,MNE,Population density (people per sq. km of land area),EN.POP.DNST,2017,46.5414126394052
Population Density,World Bank Open Data,Mongolia,MNG,Population density (people per sq. km of land area),EN.POP.DNST,2017,2.02209412791248
Population Density,World Bank Open Data,Northern Mariana Islands,MNP,Population density (people per sq. km of land area),EN.POP.DNST,2017,108.60652173913
Population Density,World Bank Open Data,Mozambique,MOZ,Population density (people per sq. km of land area),EN.POP.DNST,2017,35.8177891095908
Population Density,World Bank Open Data,Mauritania,MRT,Population density (people per sq. km of land area),EN.POP.DNST,2017,4.08518482584651
Population Density,World Bank Open Data,Mauritius,MUS,Population density (people per sq. km of land area),EN.POP.DNST,2017,633.393590385578
Population Density,World Bank Open Data,Malawi,MWI,Population density (people per sq. km of land area),EN.POP.DNST,2017,191.341907085278
Population Density,World Bank Open Data,Malaysia,MYS,Population density (people per sq. km of land area),EN.POP.DNST,2017,98.4801217470705
Population Density,World Bank Open Data,North America,NAC,Population density (people per sq. km of land area),EN.POP.DNST,2017,20.052778591187
Population Density,World Bank Open Data,Namibia,NAM,Population density (people per sq. km of land area),EN.POP.DNST,2017,3.04492098774429
Population Density,World Bank Open Data,New Caledonia,NCL,Population density (people per sq. km of land area),EN.POP.DNST,2017,15.5112691466083
Population Density,World Bank Open Data,Niger,NER,Population density (people per sq. km of land area),EN.POP.DNST,2017,16.9222752032841
Population Density,World Bank Open Data,Nigeria,NGA,Population density (people per sq. km of land area),EN.POP.DNST,2017,219.873929751749
Population Density,World Bank Open Data,Nicaragua,NIC,Population density (people per sq. km of land area),EN.POP.DNST,2017,52.4865464517201
Population Density,World Bank Open Data,Netherlands,NLD,Population density (people per sq. km of land area),EN.POP.DNST,2017,508.8
Population Density,World Bank Open Data,Norway,NOR,Population density (people per sq. km of land area),EN.POP.DNST,2017,14.452576255125
Population Density,World Bank Open Data,Nepal,NPL,Population density (people per sq. km of land area),EN.POP.DNST,2017,195.404659923265
Population Density,World Bank Open Data,Nauru,NRU,Population density (people per sq. km of land area),EN.POP.DNST,2017,566.2
Population Density,World Bank Open Data,New Zealand,NZL,Population density (people per sq. km of land area),EN.POP.DNST,2017,18.2811135163875
Population Density,World Bank Open Data,OECD members,OED,Population density (people per sq. km of land area),EN.POP.DNST,2017,37.9659116421334
Population Density,World Bank Open Data,Oman,OMN,Population density (people per sq. km of land area),EN.POP.DNST,2017,14.6604071082391
Population Density,World Bank Open Data,Other small states,OSS,Population density (people per sq. km of land area),EN.POP.DNST,2017,43.702265785042
Population Density,World Bank Open Data,Pakistan,PAK,Population density (people per sq. km of land area),EN.POP.DNST,2017,289.635179275633
Population Density,World Bank Open Data,Panama,PAN,Population density (people per sq. km of land area),EN.POP.DNST,2017,55.298259579061
Population Density,World Bank Open Data,Peru,PER,Population density (people per sq. km of land area),EN.POP.DNST,2017,24.47237265625
Population Density,World Bank Open Data,Philippines,PHL,Population density (people per sq. km of land area),EN.POP.DNST,2017,362.61090317604
Population Density,World Bank Open Data,Palau,PLW,Population density (people per sq. km of land area),EN.POP.DNST,2017,38.7217391304348
Population Density,World Bank Open Data,Papua New Guinea,PNG,Population density (people per sq. km of land area),EN.POP.DNST,2017,20.268325751888
Population Density,World Bank Open Data,Poland,POL,Population density (people per sq. km of land area),EN.POP.DNST,2017,124.0237303635
Population Density,World Bank Open Data,Pre-demographic dividend,PRE,Population density (people per sq. km of land area),EN.POP.DNST,2017,45.3287624097443
Population Density,World Bank Open Data,Puerto Rico (US),PRI,Population density (people per sq. km of land area),EN.POP.DNST,2017,384.536302142052
Population Density,World Bank Open Data,"Korea, Dem. People's Rep.",PRK,Population density (people per sq. km of land area),EN.POP.DNST,2017,214.414990449298
Population Density,World Bank Open Data,Portugal,PRT,Population density (people per sq. km of land area),EN.POP.DNST,2017,112.441815784188
Population Density,World Bank Open Data,Paraguay,PRY,Population density (people per sq. km of land area),EN.POP.DNST,2017,15.9543418071986
Population Density,World Bank Open Data,West Bank and Gaza,PSE,Population density (people per sq. km of land area),EN.POP.DNST,2017,740.000830564784
Population Density,World Bank Open Data,Pacific island small states,PSS,Population density (people per sq. km of land area),EN.POP.DNST,2017,39.1270303975058
Population Density,World Bank Open Data,Post-demographic dividend,PST,Population density (people per sq. km of land area),EN.POP.DNST,2017,35.3206844345793
Population Density,World Bank Open Data,French Polynesia,PYF,Population density (people per sq. km of land area),EN.POP.DNST,2017,80.6934600979545
Population Density,World Bank Open Data,Qatar,QAT,Population density (people per sq. km of land area),EN.POP.DNST,2017,221.568320278503
Population Density,World Bank Open Data,Romania,ROU,Population density (people per sq. km of land area),EN.POP.DNST,2017,85.1387126216968
Population Density,World Bank Open Data,Russian Federation,RUS,Population density (people per sq. km of land area),EN.POP.DNST,2017,8.87185768709161
Population Density,World Bank Open Data,Rwanda,RWA,Population density (people per sq. km of land area),EN.POP.DNST,2017,494.611268747467
Population Density,World Bank Open Data,South Asia,SAS,Population density (people per sq. km of land area),EN.POP.DNST,2017,469.82322835622
Population Density,World Bank Open Data,Saudi Arabia,SAU,Population density (people per sq. km of land area),EN.POP.DNST,2017,14.4101498355577
Population Density,World Bank Open Data,Sudan,SDN,Population density (people per sq. km of land area),EN.POP.DNST,2017,22.8663308351178
Population Density,World Bank Open Data,Senegal,SEN,Population density (people per sq. km of land area),EN.POP.DNST,2017,80.3770944787825
Population Density,World Bank Open Data,Singapore,SGP,Population density (people per sq. km of land area),EN.POP.DNST,2017,7882.37780898876
Population Density,World Bank Open Data,Solomon Islands,SLB,Population density (people per sq. km of land area),EN.POP.DNST,2017,24.497034655234
Population Density,World Bank Open Data,Sierra Leone,SLE,Population density (people per sq. km of land area),EN.POP.DNST,2017,102.234677195899
Population Density,World Bank Open Data,El Salvador,SLV,Population density (people per sq. km of land area),EN.POP.DNST,2017,299.880936293436
Population Density,World Bank Open Data,San Marino,SMR,Population density (people per sq. km of land area),EN.POP.DNST,2017,563.75
Population Density,World Bank Open Data,"Somalia, Fed. Rep.",SOM,Population density (people per sq. km of land area),EN.POP.DNST,2017,23.7775831287659
Population Density,World Bank Open Data,Serbia,SRB,Population density (people per sq. km of land area),EN.POP.DNST,2017,80.275074319689
Population Density,World Bank Open Data,Sub-Saharan Africa (excluding high income),SSA,Population density (people per sq. km of land area),EN.POP.DNST,2017,42.6669406215545
Population Density,World Bank Open Data,South Sudan,SSD,Population density (people per sq. km of land area),EN.POP.DNST,2017,16.234636747741
Population Density,World Bank Open Data,Sub-Saharan Africa,SSF,Population density (people per sq. km of land area),EN.POP.DNST,2017,45.2449451429594
Population Density,World Bank Open Data,Small states,SST,Population density (people per sq. km of land area),EN.POP.DNST,2017,25.5970204103524
Population Density,World Bank Open Data,Sao Tome and Principe,STP,Population density (people per sq. km of land area),EN.POP.DNST,2017,215.59375
Population Density,World Bank Open Data,Suriname,SUR,Population density (people per sq. km of land area),EN.POP.DNST,2017,3.69897103321145
Population Density,World Bank Open Data,Slovak Republic,SVK,Population density (people per sq. km of land area),EN.POP.DNST,2017,113.128785357737
Population Density,World Bank Open Data,Slovenia,SVN,Population density (people per sq. km of land area),EN.POP.DNST,2017,102.610871929328
Population Density,World Bank Open Data,Sweden,SWE,Population density (people per sq. km of land area),EN.POP.DNST,2017,24.6929419766692
Population Density,World Bank Open Data,Eswatini,SWZ,Population density (people per sq. km of land area),EN.POP.DNST,2017,67.3369186046512
Population Density,World Bank Open Data,Sint Maarten (Dutch part),SXM,Population density (people per sq. km of land area),EN.POP.DNST,2017,1146.94117647059
Population Density,World Bank Open Data,Seychelles,SYC,Population density (people per sq. km of land area),EN.POP.DNST,2017,208.354347826087
Population Density,World Bank Open Data,Syrian Arab Republic,SYR,Population density (people per sq. km of land area),EN.POP.DNST,2017,104.692414093558
Population Density,World Bank Open Data,Turks and Caicos Islands,TCA,Population density (people per sq. km of land area),EN.POP.DNST,2017,42.0136842105263
Population Density,World Bank Open Data,Chad,TCD,Population density (people per sq. km of land area),EN.POP.DNST,2017,12.4068924714104
Population Density,World Bank Open Data,East Asia & Pacific (IDA & IBRD countries),TEA,Population density (people per sq. km of land area),EN.POP.DNST,2017,129.92920605548
Population Density,World Bank Open Data,Europe & Central Asia (IDA & IBRD countries),TEC,Population density (people per sq. km of land area),EN.POP.DNST,2017,19.9233397185183
Population Density,World Bank Open Data,Togo,TGO,Population density (people per sq. km of land area),EN.POP.DNST,2017,148.136422136422
Population Density,World Bank Open Data,Thailand,THA,Population density (people per sq. km of land area),EN.POP.DNST,2017,139.286709467791
Population Density,World Bank Open Data,Tajikistan,TJK,Population density (people per sq. km of land area),EN.POP.DNST,2017,65.4654225808776
Population Density,World Bank Open Data,Turkmenistan,TKM,Population density (people per sq. km of land area),EN.POP.DNST,2017,13.8468729385228
Population Density,World Bank Open Data,Latin America & the Caribbean (IDA & IBRD countries),TLA,Population density (people per sq. km of land area),EN.POP.DNST,2017,30.8648395091605
Population Density,World Bank Open Data,Timor-Leste,TLS,Population density (people per sq. km of land area),EN.POP.DNST,2017,84.1763954270343
Population Density,World Bank Open Data,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,Population density (people per sq. km of land area),EN.POP.DNST,2017,64.8943558936358
Population Density,World Bank Open Data,Tonga,TON,Population density (people per sq. km of land area),EN.POP.DNST,2017,146.327777777778
Population Density,World Bank Open Data,South Asia (IDA & IBRD),TSA,Population density (people per sq. km of land area),EN.POP.DNST,2017,469.82322835622
Population Density,World Bank Open Data,Sub-Saharan Africa (IDA & IBRD countries),TSS,Population density (people per sq. km of land area),EN.POP.DNST,2017,45.2449451429594
Population Density,World Bank Open Data,Trinidad and Tobago,TTO,Population density (people per sq. km of land area),EN.POP.DNST,2017,264.450877192982
Population Density,World Bank Open Data,Tunisia,TUN,Population density (people per sq. km of land area),EN.POP.DNST,2017,74.9903321318229
Population Density,World Bank Open Data,Turkiye,TUR,Population density (people per sq. km of land area),EN.POP.DNST,2017,104.352348531112
Population Density,World Bank Open Data,Tuvalu,TUV,Population density (people per sq. km of land area),EN.POP.DNST,2017,362.3
Population Density,World Bank Open Data,Tanzania,TZA,Population density (people per sq. km of land area),EN.POP.DNST,2017,62.8278279521337
Population Density,World Bank Open Data,Uganda,UGA,Population density (people per sq. km of land area),EN.POP.DNST,2017,200.365988430082
Population Density,World Bank Open Data,Ukraine,UKR,Population density (people per sq. km of land area),EN.POP.DNST,2017,78.432661833247
Population Density,World Bank Open Data,Upper middle income,UMC,Population density (people per sq. km of land area),EN.POP.DNST,2017,62.5777070078512
Population Density,World Bank Open Data,Uruguay,URY,Population density (people per sq. km of land area),EN.POP.DNST,2017,19.3602902525426
Population Density,World Bank Open Data,United States,USA,Population density (people per sq. km of land area),EN.POP.DNST,2017,35.7049975840182
Population Density,World Bank Open Data,Uzbekistan,UZB,Population density (people per sq. km of land area),EN.POP.DNST,2017,72.2198017195203
Population Density,World Bank Open Data,St. Vincent and the Grenadines,VCT,Population density (people per sq. km of land area),EN.POP.DNST,2017,270.930769230769
Population Density,World Bank Open Data,"Venezuela, RB",VEN,Population density (people per sq. km of land area),EN.POP.DNST,2017,34.6525967915651
Population Density,World Bank Open Data,British Virgin Islands,VGB,Population density (people per sq. km of land area),EN.POP.DNST,2017,217.993333333333
Population Density,World Bank Open Data,Virgin Islands (U.S.),VIR,Population density (people per sq. km of land area),EN.POP.DNST,2017,306.517142857143
Population Density,World Bank Open Data,Viet Nam,VNM,Population density (people per sq. km of land area),EN.POP.DNST,2017,303.688787280275
Population Density,World Bank Open Data,Vanuatu,VUT,Population density (people per sq. km of land area),EN.POP.DNST,2017,22.8471698113208
Population Density,World Bank Open Data,World,WLD,Population density (people per sq. km of land area),EN.POP.DNST,2017,58.5967120693699
Population Density,World Bank Open Data,Samoa,WSM,Population density (people per sq. km of land area),EN.POP.DNST,2017,73.8902877697842
Population Density,World Bank Open Data,"Yemen, Rep.",YEM,Population density (people per sq. km of land area),EN.POP.DNST,2017,62.6757599863629
Population Density,World Bank Open Data,South Africa,ZAF,Population density (people per sq. km of land area),EN.POP.DNST,2017,47.5110354549127
Population Density,World Bank Open Data,Zambia,ZMB,Population density (people per sq. km of land area),EN.POP.DNST,2017,23.4618706197285
Population Density,World Bank Open Data,Zimbabwe,ZWE,Population density (people per sq. km of land area),EN.POP.DNST,2017,38.2899883675843
Population Density,World Bank Open Data,Aruba,ABW,Population density (people per sq. km of land area),EN.POP.DNST,2018,605.044444444444
Population Density,World Bank Open Data,Africa Eastern and Southern,AFE,Population density (people per sq. km of land area),EN.POP.DNST,2018,44.3109394118317
Population Density,World Bank Open Data,Afghanistan,AFG,Population density (people per sq. km of land area),EN.POP.DNST,2018,56.3344817012404
Population Density,World Bank Open Data,Africa Western and Central,AFW,Population density (people per sq. km of land area),EN.POP.DNST,2018,49.9897095662287
Population Density,World Bank Open Data,Angola,AGO,Population density (people per sq. km of land area),EN.POP.DNST,2018,25.1039985561883
Population Density,World Bank Open Data,Albania,ALB,Population density (people per sq. km of land area),EN.POP.DNST,2018,95.1727372262774
Population Density,World Bank Open Data,Andorra,AND,Population density (people per sq. km of land area),EN.POP.DNST,2018,159.91914893617
Population Density,World Bank Open Data,Arab World,ARB,Population density (people per sq. km of land area),EN.POP.DNST,2018,33.2809532562352
Population Density,World Bank Open Data,United Arab Emirates,ARE,Population density (people per sq. km of land area),EN.POP.DNST,2018,131.606603773585
Population Density,World Bank Open Data,Argentina,ARG,Population density (people per sq. km of land area),EN.POP.DNST,2018,16.3171137395905
Population Density,World Bank Open Data,Armenia,ARM,Population density (people per sq. km of land area),EN.POP.DNST,2018,104.285212504391
Population Density,World Bank Open Data,American Samoa,ASM,Population density (people per sq. km of land area),EN.POP.DNST,2018,254.54
Population Density,World Bank Open Data,Antigua and Barbuda,ATG,Population density (people per sq. km of land area),EN.POP.DNST,2018,206.65
Population Density,World Bank Open Data,Australia,AUS,Population density (people per sq. km of land area),EN.POP.DNST,2018,3.24534491589985
Population Density,World Bank Open Data,Austria,AUT,Population density (people per sq. km of land area),EN.POP.DNST,2018,107.131858943286
Population Density,World Bank Open Data,Azerbaijan,AZE,Population density (people per sq. km of land area),EN.POP.DNST,2018,120.25759188908
Population Density,World Bank Open Data,Burundi,BDI,Population density (people per sq. km of land area),EN.POP.DNST,2018,461.816433021807
Population Density,World Bank Open Data,Belgium,BEL,Population density (people per sq. km of land area),EN.POP.DNST,2018,374.74351490506
Population Density,World Bank Open Data,Benin,BEN,Population density (people per sq. km of land area),EN.POP.DNST,2018,109.820388435615
Population Density,World Bank Open Data,Burkina Faso,BFA,Population density (people per sq. km of land area),EN.POP.DNST,2018,74.7013450292398
Population Density,World Bank Open Data,Bangladesh,BGD,Population density (people per sq. km of land area),EN.POP.DNST,2018,1256.22726434662
Population Density,World Bank Open Data,Bulgaria,BGR,Population density (people per sq. km of land area),EN.POP.DNST,2018,61.816488577745
Population Density,World Bank Open Data,Bahrain,BHR,Population density (people per sq. km of land area),EN.POP.DNST,2018,1931.99357326478
Population Density,World Bank Open Data,"Bahamas, The",BHS,Population density (people per sq. km of land area),EN.POP.DNST,2018,39.2324675324675
Population Density,World Bank Open Data,Bosnia and Herzegovina,BIH,Population density (people per sq. km of land area),EN.POP.DNST,2018,66.15234375
Population Density,World Bank Open Data,Belarus,BLR,Population density (people per sq. km of land area),EN.POP.DNST,2018,46.5010592176569
Population Density,World Bank Open Data,Belize,BLZ,Population density (people per sq. km of land area),EN.POP.DNST,2018,16.6692678649715
Population Density,World Bank Open Data,Bermuda,BMU,Population density (people per sq. km of land area),EN.POP.DNST,2018,1182.05555555556
Population Density,World Bank Open Data,Bolivia,BOL,Population density (people per sq. km of land area),EN.POP.DNST,2018,10.6234357980246
Population Density,World Bank Open Data,Brazil,BRA,Population density (people per sq. km of land area),EN.POP.DNST,2018,24.659465024515
Population Density,World Bank Open Data,Barbados,BRB,Population density (people per sq. km of land area),EN.POP.DNST,2018,652.816279069767
Population Density,World Bank Open Data,Brunei Darussalam,BRN,Population density (people per sq. km of land area),EN.POP.DNST,2018,83.0759013282732
Population Density,World Bank Open Data,Bhutan,BTN,Population density (people per sq. km of land area),EN.POP.DNST,2018,19.920267435763
Population Density,World Bank Open Data,Botswana,BWA,Population density (people per sq. km of land area),EN.POP.DNST,2018,4.05685423393856
Population Density,World Bank Open Data,Central African Republic,CAF,Population density (people per sq. km of land area),EN.POP.DNST,2018,7.83116151401329
Population Density,World Bank Open Data,Canada,CAN,Population density (people per sq. km of land area),EN.POP.DNST,2018,4.13498944297029
Population Density,World Bank Open Data,Central Europe and the Baltics,CEB,Population density (people per sq. km of land area),EN.POP.DNST,2018,92.3692084301826
Population Density,World Bank Open Data,Switzerland,CHE,Population density (people per sq. km of land area),EN.POP.DNST,2018,215.500094533915
Population Density,World Bank Open Data,Channel Islands,CHI,Population density (people per sq. km of land area),EN.POP.DNST,2018,833.075757575758
Population Density,World Bank Open Data,Chile,CHL,Population density (people per sq. km of land area),EN.POP.DNST,2018,25.4526848895971
Population Density,World Bank Open Data,China,CHN,Population density (people per sq. km of land area),EN.POP.DNST,2018,149.417194545073
Population Density,World Bank Open Data,Cote d'Ivoire,CIV,Population density (people per sq. km of land area),EN.POP.DNST,2018,86.3653238993711
Population Density,World Bank Open Data,Cameroon,CMR,Population density (people per sq. km of land area),EN.POP.DNST,2018,52.4769583888642
Population Density,World Bank Open Data,"Congo, Dem. Rep.",COD,Population density (people per sq. km of land area),EN.POP.DNST,2018,39.7201843805827
Population Density,World Bank Open Data,"Congo, Rep.",COG,Population density (people per sq. km of land area),EN.POP.DNST,2018,16.0559824304539
Population Density,World Bank Open Data,Colombia,COL,Population density (people per sq. km of land area),EN.POP.DNST,2018,44.1860883280757
Population Density,World Bank Open Data,Comoros,COM,Population density (people per sq. km of land area),EN.POP.DNST,2018,414.610424502955
Population Density,World Bank Open Data,Cabo Verde,CPV,Population density (people per sq. km of land area),EN.POP.DNST,2018,127.398263027295
Population Density,World Bank Open Data,Costa Rica,CRI,Population density (people per sq. km of land area),EN.POP.DNST,2018,97.0978848413631
Population Density,World Bank Open Data,Caribbean small states,CSS,Population density (people per sq. km of land area),EN.POP.DNST,2018,11.059856053637
Population Density,World Bank Open Data,Cuba,CUB,Population density (people per sq. km of land area),EN.POP.DNST,2018,108.16105973025
Population Density,World Bank Open Data,Curacao,CUW,Population density (people per sq. km of land area),EN.POP.DNST,2018,358.864864864865
Population Density,World Bank Open Data,Cayman Islands,CYM,Population density (people per sq. km of land area),EN.POP.DNST,2018,274.754166666667
Population Density,World Bank Open Data,Cyprus,CYP,Population density (people per sq. km of land area),EN.POP.DNST,2018,137.525649350649
Population Density,World Bank Open Data,Czechia,CZE,Population density (people per sq. km of land area),EN.POP.DNST,2018,137.675534257221
Population Density,World Bank Open Data,Germany,DEU,Population density (people per sq. km of land area),EN.POP.DNST,2018,237.294012250272
Population Density,World Bank Open Data,Djibouti,DJI,Population density (people per sq. km of land area),EN.POP.DNST,2018,46.2416738567731
Population Density,World Bank Open Data,Dominica,DMA,Population density (people per sq. km of land area),EN.POP.DNST,2018,90.8986666666667
Population Density,World Bank Open Data,Denmark,DNK,Population density (people per sq. km of land area),EN.POP.DNST,2018,144.8409
Population Density,World Bank Open Data,Dominican Republic,DOM,Population density (people per sq. km of land area),EN.POP.DNST,2018,223.18470296005
Population Density,World Bank Open Data,Algeria,DZA,Population density (people per sq. km of land area),EN.POP.DNST,2018,17.846203680417
Population Density,World Bank Open Data,East Asia & Pacific (excluding high income),EAP,Population density (people per sq. km of land area),EN.POP.DNST,2018,131.409868337961
Population Density,World Bank Open Data,Early-demographic dividend,EAR,Population density (people per sq. km of land area),EN.POP.DNST,2018,99.4817619661395
Population Density,World Bank Open Data,East Asia & Pacific,EAS,Population density (people per sq. km of land area),EN.POP.DNST,2018,95.9404015370252
Population Density,World Bank Open Data,Europe & Central Asia (excluding high income),ECA,Population density (people per sq. km of land area),EN.POP.DNST,2018,41.6847494495179
Population Density,World Bank Open Data,Europe & Central Asia,ECS,Population density (people per sq. km of land area),EN.POP.DNST,2018,33.4737570087959
Population Density,World Bank Open Data,Ecuador,ECU,Population density (people per sq. km of land area),EN.POP.DNST,2018,68.6485223063295
Population Density,World Bank Open Data,"Egypt, Arab Rep.",EGY,Population density (people per sq. km of land area),EN.POP.DNST,2018,106.165145411623
Population Density,World Bank Open Data,Euro area,EMU,Population density (people per sq. km of land area),EN.POP.DNST,2018,126.404243914838
Population Density,World Bank Open Data,Eritrea,ERI,Population density (people per sq. km of land area),EN.POP.DNST,2018,26.3695100817645
Population Density,World Bank Open Data,Spain,ESP,Population density (people per sq. km of land area),EN.POP.DNST,2018,93.638281089712
Population Density,World Bank Open Data,Estonia,EST,Population density (people per sq. km of land area),EN.POP.DNST,2018,30.9234385964912
Population Density,World Bank Open Data,Ethiopia,ETH,Population density (people per sq. km of land area),EN.POP.DNST,2018,99.8298825389562
Population Density,World Bank Open Data,European Union,EUU,Population density (people per sq. km of land area),EN.POP.DNST,2018,111.672659926438
Population Density,World Bank Open Data,Fragile and conflict affected situations,FCS,Population density (people per sq. km of land area),EN.POP.DNST,2018,46.535393078334
Population Density,World Bank Open Data,Finland,FIN,Population density (people per sq. km of land area),EN.POP.DNST,2018,18.1479501184522
Population Density,World Bank Open Data,Fiji,FJI,Population density (people per sq. km of land area),EN.POP.DNST,2018,50.2014230979748
Population Density,World Bank Open Data,France,FRA,Population density (people per sq. km of land area),EN.POP.DNST,2018,124.609607570276
Population Density,World Bank Open Data,Faroe Islands,FRO,Population density (people per sq. km of land area),EN.POP.DNST,2018,36.5300859598854
Population Density,World Bank Open Data,"Micronesia, Fed. Sts.",FSM,Population density (people per sq. km of land area),EN.POP.DNST,2018,157.012857142857
Population Density,World Bank Open Data,Gabon,GAB,Population density (people per sq. km of land area),EN.POP.DNST,2018,8.58585788023441
Population Density,World Bank Open Data,United Kingdom,GBR,Population density (people per sq. km of land area),EN.POP.DNST,2018,274.000744016864
Population Density,World Bank Open Data,Georgia,GEO,Population density (people per sq. km of land area),EN.POP.DNST,2018,65.197330207495
Population Density,World Bank Open Data,Ghana,GHA,Population density (people per sq. km of land area),EN.POP.DNST,2018,134.647029093786
Population Density,World Bank Open Data,Gibraltar,GIB,Population density (people per sq. km of land area),EN.POP.DNST,2018,3485.4
Population Density,World Bank Open Data,Guinea,GIN,Population density (people per sq. km of land area),EN.POP.DNST,2018,51.7042731564382
Population Density,World Bank Open Data,"Gambia, The",GMB,Population density (people per sq. km of land area),EN.POP.DNST,2018,237.117786561265
Population Density,World Bank Open Data,Guinea-Bissau,GNB,Population density (people per sq. km of land area),EN.POP.DNST,2018,68.3559032716927
Population Density,World Bank Open Data,Equatorial Guinea,GNQ,Population density (people per sq. km of land area),EN.POP.DNST,2018,57.6264527629233
Population Density,World Bank Open Data,Greece,GRC,Population density (people per sq. km of land area),EN.POP.DNST,2018,83.2651823118697
Population Density,World Bank Open Data,Grenada,GRD,Population density (people per sq. km of land area),EN.POP.DNST,2018,340.267647058824
Population Density,World Bank Open Data,Greenland,GRL,Population density (people per sq. km of land area),EN.POP.DNST,2018,0.136491655500061
Population Density,World Bank Open Data,Guatemala,GTM,Population density (people per sq. km of land area),EN.POP.DNST,2018,157.201241134752
Population Density,World Bank Open Data,Guam,GUM,Population density (people per sq. km of land area),EN.POP.DNST,2018,301.257407407407
Population Density,World Bank Open Data,Guyana,GUY,Population density (people per sq. km of land area),EN.POP.DNST,2018,4.02111252222504
Population Density,World Bank Open Data,High income,HIC,Population density (people per sq. km of land area),EN.POP.DNST,2018,26.6462181721644
Population Density,World Bank Open Data,"Hong Kong SAR, China",HKG,Population density (people per sq. km of land area),EN.POP.DNST,2018,7097.71428571429
Population Density,World Bank Open Data,Honduras,HND,Population density (people per sq. km of land area),EN.POP.DNST,2018,87.2750916078291
Population Density,World Bank Open Data,Heavily indebted poor countries (HIPC),HPC,Population density (people per sq. km of land area),EN.POP.DNST,2018,41.3523557492643
Population Density,World Bank Open Data,Croatia,HRV,Population density (people per sq. km of land area),EN.POP.DNST,2018,71.2739439639768
Population Density,World Bank Open Data,Haiti,HTI,Population density (people per sq. km of land area),EN.POP.DNST,2018,397.763497822932
Population Density,World Bank Open Data,Hungary,HUN,Population density (people per sq. km of land area),EN.POP.DNST,2018,106.366031119877
Population Density,World Bank Open Data,IBRD only,IBD,Population density (people per sq. km of land area),EN.POP.DNST,2018,67.9205648201147
Population Density,World Bank Open Data,IDA & IBRD total,IBT,Population density (people per sq. km of land area),EN.POP.DNST,2018,67.8520171826622
Population Density,World Bank Open Data,IDA total,IDA,Population density (people per sq. km of land area),EN.POP.DNST,2018,67.6601823751493
Population Density,World Bank Open Data,IDA blend,IDB,Population density (people per sq. km of land area),EN.POP.DNST,2018,122.770294331703
Population Density,World Bank Open Data,Indonesia,IDN,Population density (people per sq. km of land area),EN.POP.DNST,2018,143.781152680745
