data,source,country_name,country_code,indicator_name,indicator_code,year,gdp_per_capita
GDP per Capita,World Bank Open Data,Aruba,ABW,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,27458.2201537506
GDP per Capita,World Bank Open Data,Africa Eastern and Southern,AFE,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,1498.8752400759
GDP per Capita,World Bank Open Data,Afghanistan,AFG,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,565.569730408751
GDP per Capita,World Bank Open Data,Africa Western and Central,AFW,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,1860.72768628324
GDP per Capita,World Bank Open Data,Angola,AGO,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,3641.72893919944
GDP per Capita,World Bank Open Data,Albania,ALB,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,4199.53912925398
GDP per Capita,World Bank Open Data,Andorra,AND,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,38654.95287916
GDP per Capita,World Bank Open Data,Arab World,ARB,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,6290.55879501691
GDP per Capita,World Bank Open Data,United Arab Emirates,ARE,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,44910.334995523
GDP per Capita,World Bank Open Data,Argentina,ARG,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,13679.6264980954
GDP per Capita,World Bank Open Data,Armenia,ARM,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,3512.39350276709
GDP per Capita,World Bank Open Data,American Samoa,ASM,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,12727.4102651386
GDP per Capita,World Bank Open Data,Antigua and Barbuda,ATG,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,16077.6340769406
GDP per Capita,World Bank Open Data,Australia,AUS,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,56970.3613028094
GDP per Capita,World Bank Open Data,Austria,AUT,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,43915.228020857
GDP per Capita,World Bank Open Data,Azerbaijan,AZE,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,5500.50364628486
GDP per Capita,World Bank Open Data,Burundi,BDI,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,254.402585226788
GDP per Capita,World Bank Open Data,Belgium,BEL,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,40893.804537772
GDP per Capita,World Bank Open Data,Benin,BEN,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,1002.41886879614
GDP per Capita,World Bank Open Data,Burkina Faso,BFA,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,630.124750752312
GDP per Capita,World Bank Open Data,Bangladesh,BGD,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,1224.38647668165
GDP per Capita,World Bank Open Data,Bulgaria,BGR,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,7268.65445473873
GDP per Capita,World Bank Open Data,Bahrain,BHR,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,23734.0551143019
GDP per Capita,World Bank Open Data,"Bahamas, The",BHS,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,30719.405417469
GDP per Capita,World Bank Open Data,Bosnia and Herzegovina,BIH,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,4662.25869219448
GDP per Capita,World Bank Open Data,Belarus,BLR,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,5967.05595058777
GDP per Capita,World Bank Open Data,Belize,BLZ,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,6154.62264230369
GDP per Capita,World Bank Open Data,Bermuda,BMU,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,104855.366822135
GDP per Capita,World Bank Open Data,Bolivia,BOL,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,2996.01289811344
GDP per Capita,World Bank Open Data,Brazil,BRA,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,8936.1955889444
GDP per Capita,World Bank Open Data,Barbados,BRB,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,20424.2087530019
GDP per Capita,World Bank Open Data,Brunei Darussalam,BRN,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,30625.1287744656
GDP per Capita,World Bank Open Data,Bhutan,BTN,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,2954.04081911097
GDP per Capita,World Bank Open Data,Botswana,BWA,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,6141.20394726616
GDP per Capita,World Bank Open Data,Central African Republic,CAF,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,366.322853938121
GDP per Capita,World Bank Open Data,Canada,CAN,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,43594.1941045394
GDP per Capita,World Bank Open Data,Central Europe and the Baltics,CEB,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,12596.8862547468
GDP per Capita,World Bank Open Data,Switzerland,CHE,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,83806.4476003837
GDP per Capita,World Bank Open Data,Channel Islands,CHI,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,61847.8212238857
GDP per Capita,World Bank Open Data,Chile,CHL,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,13433.9202987032
GDP per Capita,World Bank Open Data,China,CHN,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,8175.33285077393
GDP per Capita,World Bank Open Data,Cote d'Ivoire,CIV,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,1814.71855088017
GDP per Capita,World Bank Open Data,Cameroon,CMR,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,1415.00009710569
GDP per Capita,World Bank Open Data,"Congo, Dem. Rep.",COD,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,495.826633014883
GDP per Capita,World Bank Open Data,"Congo, Rep.",COG,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,2439.35189403696
GDP per Capita,World Bank Open Data,Colombia,COL,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,6248.51490534512
GDP per Capita,World Bank Open Data,Comoros,COM,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,1329.37048235986
GDP per Capita,World Bank Open Data,Cabo Verde,CPV,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,3415.06266730931
GDP per Capita,World Bank Open Data,Costa Rica,CRI,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,11714.7105980732
GDP per Capita,World Bank Open Data,Caribbean small states,CSS,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,14497.5393236017
GDP per Capita,World Bank Open Data,Cuba,CUB,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,7727.91997207998
GDP per Capita,World Bank Open Data,Curacao,CUW,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,19361.8129630226
GDP per Capita,World Bank Open Data,Cayman Islands,CYM,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,76379.2098777987
GDP per Capita,World Bank Open Data,Cyprus,CYP,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,23088.44140625
GDP per Capita,World Bank Open Data,Czechia,CZE,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,17931.5987670768
GDP per Capita,World Bank Open Data,Germany,DEU,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,41929.7549110722
GDP per Capita,World Bank Open Data,Djibouti,DJI,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,2376.12554719873
GDP per Capita,World Bank Open Data,Dominica,DMA,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,8282.59874702141
GDP per Capita,World Bank Open Data,Denmark,DNK,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,53094.0133607574
GDP per Capita,World Bank Open Data,Dominican Republic,DOM,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,6800.95309395474
GDP per Capita,World Bank Open Data,Algeria,DZA,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,4685.05902729002
GDP per Capita,World Bank Open Data,East Asia & Pacific (excluding high income),EAP,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,6589.77076427462
GDP per Capita,World Bank Open Data,Early-demographic dividend,EAR,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,3174.36962020929
GDP per Capita,World Bank Open Data,East Asia & Pacific,EAS,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,9691.70576095154
GDP per Capita,World Bank Open Data,Europe & Central Asia (excluding high income),ECA,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,6291.45594655745
GDP per Capita,World Bank Open Data,Europe & Central Asia,ECS,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,22702.8228380066
GDP per Capita,World Bank Open Data,Ecuador,ECU,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,5976.1596805651
GDP per Capita,World Bank Open Data,"Egypt, Arab Rep.",EGY,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,3306.98159414141
GDP per Capita,World Bank Open Data,Euro area,EMU,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,34471.1747135027
GDP per Capita,World Bank Open Data,Spain,ESP,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,25982.4416197775
GDP per Capita,World Bank Open Data,Estonia,EST,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,17722.1557669523
GDP per Capita,World Bank Open Data,Ethiopia,ETH,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,597.912113218663
GDP per Capita,World Bank Open Data,European Union,EUU,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,30771.6568591261
GDP per Capita,World Bank Open Data,Fragile and conflict affected situations,FCS,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,1663.16200127279
GDP per Capita,World Bank Open Data,Finland,FIN,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,42560.3456767103
GDP per Capita,World Bank Open Data,Fiji,FJI,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,5097.53106864695
GDP per Capita,World Bank Open Data,France,FRA,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,36702.4323733379
GDP per Capita,World Bank Open Data,Faroe Islands,FRO,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,52637.1903526574
GDP per Capita,World Bank Open Data,"Micronesia, Fed. Sts.",FSM,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,2853.07643587028
GDP per Capita,World Bank Open Data,Gabon,GAB,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,7047.12654634355
GDP per Capita,World Bank Open Data,United Kingdom,GBR,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,45255.3449216209
GDP per Capita,World Bank Open Data,Georgia,GEO,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,4086.6223465965
GDP per Capita,World Bank Open Data,Ghana,GHA,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,1722.77282833606
GDP per Capita,World Bank Open Data,Guinea,GIN,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,747.356966759448
GDP per Capita,World Bank Open Data,"Gambia, The",GMB,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,619.536364296461
GDP per Capita,World Bank Open Data,Guinea-Bissau,GNB,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,645.066837207039
GDP per Capita,World Bank Open Data,Equatorial Guinea,GNQ,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,9068.91003238645
GDP per Capita,World Bank Open Data,Greece,GRC,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,17980.7298238137
GDP per Capita,World Bank Open Data,Grenada,GRD,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,8694.12438005692
GDP per Capita,World Bank Open Data,Greenland,GRL,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,44536.3549705377
GDP per Capita,World Bank Open Data,Guatemala,GTM,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,3893.50533299068
GDP per Capita,World Bank Open Data,Guam,GUM,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,35165.7014644795
GDP per Capita,World Bank Open Data,Guyana,GUY,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,5640.41560569466
GDP per Capita,World Bank Open Data,High income,HIC,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,36586.4346902662
GDP per Capita,World Bank Open Data,"Hong Kong SAR, China",HKG,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,42432.1619740441
GDP per Capita,World Bank Open Data,Honduras,HND,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,2271.20265980349
GDP per Capita,World Bank Open Data,Heavily indebted poor countries (HIPC),HPC,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,917.296109229181
GDP per Capita,World Bank Open Data,Croatia,HRV,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,12283.7840620053
GDP per Capita,World Bank Open Data,Haiti,HTI,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,1411.12684746796
GDP per Capita,World Bank Open Data,Hungary,HUN,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,12782.9412577973
GDP per Capita,World Bank Open Data,IBRD only,IBD,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,5546.04775275527
GDP per Capita,World Bank Open Data,IDA & IBRD total,IBT,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,4474.43525326247
GDP per Capita,World Bank Open Data,IDA total,IDA,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,1350.30758062232
GDP per Capita,World Bank Open Data,IDA blend,IDB,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,1947.85246838642
GDP per Capita,World Bank Open Data,Indonesia,IDN,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,3288.22269725538
GDP per Capita,World Bank Open Data,IDA only,IDX,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,1023.43894668408
GDP per Capita,World Bank Open Data,Isle of Man,IMN,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,84753.5187422732
GDP per Capita,World Bank Open Data,India,IND,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,1583.99815907985
GDP per Capita,World Bank Open Data,Ireland,IRL,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,64250.1385181257
GDP per Capita,World Bank Open Data,"Iran, Islamic Rep.",IRN,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,4952.73355532178
GDP per Capita,World Bank Open Data,Iraq,IRQ,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,4440.14189252367
GDP per Capita,World Bank Open Data,Iceland,ISL,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,53505.6964079339
GDP per Capita,World Bank Open Data,Israel,ISR,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,36213.1041481958
GDP per Capita,World Bank Open Data,Italy,ITA,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,30639.8829751432
GDP per Capita,World Bank Open Data,Jamaica,JAM,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,5339.30718256806
GDP per Capita,World Bank Open Data,Jordan,JOR,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,4042.75678097555
GDP per Capita,World Bank Open Data,Japan,JPN,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,34960.6393843385
GDP per Capita,World Bank Open Data,Kazakhstan,KAZ,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,10196.1226255982
GDP per Capita,World Bank Open Data,Kenya,KEN,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,1489.11959777284
GDP per Capita,World Bank Open Data,Kyrgyz Republic,KGZ,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,1105.65193844261
GDP per Capita,World Bank Open Data,Cambodia,KHM,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,1547.32010444393
GDP per Capita,World Bank Open Data,Kiribati,KIR,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,1639.85274740652
GDP per Capita,World Bank Open Data,St. Kitts and Nevis,KNA,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,20328.8003530109
GDP per Capita,World Bank Open Data,"Korea, Rep.",KOR,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,30171.7906545222
GDP per Capita,World Bank Open Data,Kuwait,KWT,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,29882.2126495698
GDP per Capita,World Bank Open Data,Latin America & Caribbean (excluding high income),LAC,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,8308.73911709951
GDP per Capita,World Bank Open Data,Lao PDR,LAO,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,2121.01339097363
GDP per Capita,World Bank Open Data,Lebanon,LBN,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,7714.1099998804
GDP per Capita,World Bank Open Data,Liberia,LBR,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,692.590082351257
GDP per Capita,World Bank Open Data,Libya,LBY,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,7458.48917756374
GDP per Capita,World Bank Open Data,St. Lucia,LCA,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,10334.9860823918
GDP per Capita,World Bank Open Data,Latin America & Caribbean,LCN,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,8547.2373391789
GDP per Capita,World Bank Open Data,Least developed countries: UN classification,LDC,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,982.894810600519
GDP per Capita,World Bank Open Data,Low income,LIC,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,740.889503942237
GDP per Capita,World Bank Open Data,Liechtenstein,LIE,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,167187.15730982
GDP per Capita,World Bank Open Data,Sri Lanka,LKA,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,4057.7158346231
GDP per Capita,World Bank Open Data,Lower middle income,LMC,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,1848.28029294397
GDP per Capita,World Bank Open Data,Low & middle income,LMY,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,4284.85686298442
GDP per Capita,World Bank Open Data,Lesotho,LSO,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,1121.19851342518
GDP per Capita,World Bank Open Data,Late-demographic dividend,LTE,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,8331.63270803563
GDP per Capita,World Bank Open Data,Lithuania,LTU,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,14269.8039878287
GDP per Capita,World Bank Open Data,Luxembourg,LUX,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,105462.012584423
GDP per Capita,World Bank Open Data,Latvia,LVA,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,13321.9753140616
GDP per Capita,World Bank Open Data,"Macao SAR, China",MAC,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,69902.9605741233
GDP per Capita,World Bank Open Data,Morocco,MAR,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,3146.24780273438
GDP per Capita,World Bank Open Data,Monaco,MCO,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,170437.101188261
GDP per Capita,World Bank Open Data,Moldova,MDA,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,2749.55137054338
GDP per Capita,World Bank Open Data,Madagascar,MDG,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,445.320069480568
GDP per Capita,World Bank Open Data,Maldives,MDV,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,9644.90655028145
GDP per Capita,World Bank Open Data,"Middle East, North Africa, Afghanistan & Pakistan",MEA,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,5125.68064083245
GDP per Capita,World Bank Open Data,Mexico,MEX,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,10021.2386118827
GDP per Capita,World Bank Open Data,Marshall Islands,MHL,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,3764.34426229508
GDP per Capita,World Bank Open Data,Middle income,MIC,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,4602.51682691609
GDP per Capita,World Bank Open Data,North Macedonia,MKD,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,5262.68671928674
GDP per Capita,World Bank Open Data,Mali,MLI,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,838.11986940103
GDP per Capita,World Bank Open Data,Malta,MLT,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,25529.6813337717
GDP per Capita,World Bank Open Data,Myanmar,MMR,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,1166.73305547935
GDP per Capita,World Bank Open Data,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,2802.63134980954
GDP per Capita,World Bank Open Data,Montenegro,MNE,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,6421.00307345999
GDP per Capita,World Bank Open Data,Mongolia,MNG,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,3838.92126989984
GDP per Capita,World Bank Open Data,Northern Mariana Islands,MNP,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,17665.1007493109
GDP per Capita,World Bank Open Data,Mozambique,MOZ,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,610.563774706589
GDP per Capita,World Bank Open Data,Mauritania,MRT,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,1554.94897871782
GDP per Capita,World Bank Open Data,Mauritius,MUS,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,9630.5437837507
GDP per Capita,World Bank Open Data,Malawi,MWI,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,539.605363240686
GDP per Capita,World Bank Open Data,Malaysia,MYS,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,9648.6797937523
GDP per Capita,World Bank Open Data,North America,NAC,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,55285.5686917861
GDP per Capita,World Bank Open Data,Namibia,NAM,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,4774.10650865775
GDP per Capita,World Bank Open Data,New Caledonia,NCL,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,30858.7237060533
GDP per Capita,World Bank Open Data,Niger,NER,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,485.662574175279
GDP per Capita,World Bank Open Data,Nigeria,NGA,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,2585.73360671797
GDP per Capita,World Bank Open Data,Nicaragua,NIC,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,2074.45620634731
GDP per Capita,World Bank Open Data,Netherlands,NLD,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,45793.8135434697
GDP per Capita,World Bank Open Data,Norway,NOR,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,74809.9658049898
GDP per Capita,World Bank Open Data,Nepal,NPL,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,875.543635474862
GDP per Capita,World Bank Open Data,Nauru,NRU,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,7747.25584993607
GDP per Capita,World Bank Open Data,New Zealand,NZL,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,38665.3723018158
GDP per Capita,World Bank Open Data,OECD members,OED,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,35779.9123271942
GDP per Capita,World Bank Open Data,Oman,OMN,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,18808.3077921839
GDP per Capita,World Bank Open Data,Other small states,OSS,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,10359.1182462574
GDP per Capita,World Bank Open Data,Pakistan,PAK,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,1380.47020838317
GDP per Capita,World Bank Open Data,Panama,PAN,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,14082.6548434996
GDP per Capita,World Bank Open Data,Peru,PER,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,6231.71150338894
GDP per Capita,World Bank Open Data,Philippines,PHL,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,2909.85818010301
GDP per Capita,World Bank Open Data,Palau,PLW,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,16154.0532152373
GDP per Capita,World Bank Open Data,Papua New Guinea,PNG,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,2484.5963398603
GDP per Capita,World Bank Open Data,Poland,POL,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,12637.5220324406
GDP per Capita,World Bank Open Data,Pre-demographic dividend,PRE,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,1524.98608713796
GDP per Capita,World Bank Open Data,Puerto Rico (US),PRI,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,29242.041465085
GDP per Capita,World Bank Open Data,Portugal,PRT,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,19215.7813014347
GDP per Capita,World Bank Open Data,Paraguay,PRY,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,5879.33792308762
GDP per Capita,World Bank Open Data,West Bank and Gaza,PSE,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,3272.15432360708
GDP per Capita,World Bank Open Data,Pacific island small states,PSS,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,3722.7745565917
GDP per Capita,World Bank Open Data,Post-demographic dividend,PST,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,40775.9479386213
GDP per Capita,World Bank Open Data,French Polynesia,PYF,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,19166.9594761931
GDP per Capita,World Bank Open Data,Qatar,QAT,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,68985.2433380102
GDP per Capita,World Bank Open Data,Romania,ROU,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,8977.01748158196
GDP per Capita,World Bank Open Data,Russian Federation,RUS,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,9277.7138671875
GDP per Capita,World Bank Open Data,Rwanda,RWA,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,733.998629882494
GDP per Capita,World Bank Open Data,South Asia,SAS,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,1570.54142462917
GDP per Capita,World Bank Open Data,Saudi Arabia,SAU,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,23256.1549553531
GDP per Capita,World Bank Open Data,Sudan,SDN,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,1292.37963867188
GDP per Capita,World Bank Open Data,Senegal,SEN,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,1218.00613555438
GDP per Capita,World Bank Open Data,Singapore,SGP,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,55645.6068614606
GDP per Capita,World Bank Open Data,Solomon Islands,SLB,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,2045.47721526649
GDP per Capita,World Bank Open Data,Sierra Leone,SLE,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,964.575980888989
GDP per Capita,World Bank Open Data,El Salvador,SLV,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,3790.34089108162
GDP per Capita,World Bank Open Data,San Marino,SMR,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,43146.8240435428
GDP per Capita,World Bank Open Data,"Somalia, Fed. Rep.",SOM,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,445.583080073396
GDP per Capita,World Bank Open Data,Serbia,SRB,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,5820.3215576888
GDP per Capita,World Bank Open Data,Sub-Saharan Africa (excluding high income),SSA,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,1763.27463036367
GDP per Capita,World Bank Open Data,South Sudan,SSD,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,1080.14718624765
GDP per Capita,World Bank Open Data,Sub-Saharan Africa,SSF,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,1646.44941139316
GDP per Capita,World Bank Open Data,Small states,SST,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,10446.850341907
GDP per Capita,World Bank Open Data,Sao Tome and Principe,STP,GDP per capita (current US$),NY.GDP.PCAP.CD,2015,1298.10946596396
