data,source,country_name,country_code,indicator_name,indicator_code,year,gdp_per_capita
GDP per Capita,World Bank Open Data,Papua New Guinea,PNG,GDP per capita (current US$),NY.GDP.PCAP.CD,2017,2477.76530986323
GDP per Capita,World Bank Open Data,Poland,POL,GDP per capita (current US$),NY.GDP.PCAP.CD,2017,13913.3402919927
GDP per Capita,World Bank Open Data,Pre-demographic dividend,PRE,GDP per capita (current US$),NY.GDP.PCAP.CD,2017,1338.96011884626
GDP per Capita,World Bank Open Data,Puerto Rico (US),PRI,GDP per capita (current US$),NY.GDP.PCAP.CD,2017,30328.479490518
GDP per Capita,World Bank Open Data,Portugal,PRT,GDP per capita (current US$),NY.GDP.PCAP.CD,2017,21442.3842768879
GDP per Capita,World Bank Open Data,Paraguay,PRY,GDP per capita (current US$),NY.GDP.PCAP.CD,2017,6152.2671153779
GDP per Capita,World Bank Open Data,West Bank and Gaza,PSE,GDP per capita (current US$),NY.GDP.PCAP.CD,2017,3620.36048715937
GDP per Capita,World Bank Open Data,Pacific island small states,PSS,GDP per capita (current US$),NY.GDP.PCAP.CD,2017,4099.79965867267
GDP per Capita,World Bank Open Data,Post-demographic dividend,PST,GDP per capita (current US$),NY.GDP.PCAP.CD,2017,43114.2688521392
GDP per Capita,World Bank Open Data,French Polynesia,PYF,GDP per capita (current US$),NY.GDP.PCAP.CD,2017,20826.9312492172
GDP per Capita,World Bank Open Data,Qatar,QAT,GDP per capita (current US$),NY.GDP.PCAP.CD,2017,63279.8767486216
GDP per Capita,World Bank Open Data,Romania,ROU,GDP per capita (current US$),NY.GDP.PCAP.CD,2017,10727.9822007426
GDP per Capita,World Bank Open Data,Russian Federation,RUS,GDP per capita (current US$),NY.GDP.PCAP.CD,2017,10658.9130859375
GDP per Capita,World Bank Open Data,Rwanda,RWA,GDP per capita (current US$),NY.GDP.PCAP.CD,2017,758.300966509647
GDP per Capita,World Bank Open Data,South Asia,SAS,GDP per capita (current US$),NY.GDP.PCAP.CD,2017,1956.06707554186
GDP per Capita,World Bank Open Data,Saudi Arabia,SAU,GDP per capita (current US$),NY.GDP.PCAP.CD,2017,23929.2907135982
GDP per Capita,World Bank Open Data,Sudan,SDN,GDP per capita (current US$),NY.GDP.PCAP.CD,2017,966.505676269531
GDP per Capita,World Bank Open Data,Senegal,SEN,GDP per capita (current US$),NY.GDP.PCAP.CD,2017,1356.80518449031
GDP per Capita,World Bank Open Data,Singapore,SGP,GDP per capita (current US$),NY.GDP.PCAP.CD,2017,61236.251270627
GDP per Capita,World Bank Open Data,Solomon Islands,SLB,GDP per capita (current US$),NY.GDP.PCAP.CD,2017,2143.57670489272
GDP per Capita,World Bank Open Data,Sierra Leone,SLE,GDP per capita (current US$),NY.GDP.PCAP.CD,2017,779.186007841728
GDP per Capita,World Bank Open Data,El Salvador,SLV,GDP per capita (current US$),NY.GDP.PCAP.CD,2017,4020.12671373919
GDP per Capita,World Bank Open Data,San Marino,SMR,GDP per capita (current US$),NY.GDP.PCAP.CD,2017,45192.0279766943
GDP per Capita,World Bank Open Data,"Somalia, Fed. Rep.",SOM,GDP per capita (current US$),NY.GDP.PCAP.CD,2017,510.939952317726
GDP per Capita,World Bank Open Data,Serbia,SRB,GDP per capita (current US$),NY.GDP.PCAP.CD,2017,6548.03653824187
GDP per Capita,World Bank Open Data,Sub-Saharan Africa (excluding high income),SSA,GDP per capita (current US$),NY.GDP.PCAP.CD,2017,1641.39239957439
GDP per Capita,World Bank Open Data,Sub-Saharan Africa,SSF,GDP per capita (current US$),NY.GDP.PCAP.CD,2017,1546.91774199323
GDP per Capita,World Bank Open Data,Small states,SST,GDP per capita (current US$),NY.GDP.PCAP.CD,2017,11304.5050810878
GDP per Capita,World Bank Open Data,Sao Tome and Principe,STP,GDP per capita (current US$),NY.GDP.PCAP.CD,2017,1555.79477812888
GDP per Capita,World Bank Open Data,Suriname,SUR,GDP per capita (current US$),NY.GDP.PCAP.CD,2017,6049.52128553675
GDP per Capita,World Bank Open Data,Slovak Republic,SVK,GDP per capita (current US$),NY.GDP.PCAP.CD,2017,17645.5298716761
GDP per Capita,World Bank Open Data,Slovenia,SVN,GDP per capita (current US$),NY.GDP.PCAP.CD,2017,23303.077705959
GDP per Capita,World Bank Open Data,Sweden,SWE,GDP per capita (current US$),NY.GDP.PCAP.CD,2017,53210.2233318965
GDP per Capita,World Bank Open Data,Eswatini,SWZ,GDP per capita (current US$),NY.GDP.PCAP.CD,2017,3853.09956569679
GDP per Capita,World Bank Open Data,Sint Maarten (Dutch part),SXM,GDP per capita (current US$),NY.GDP.PCAP.CD,2017,34701.3058494468
GDP per Capita,World Bank Open Data,Seychelles,SYC,GDP per capita (current US$),NY.GDP.PCAP.CD,2017,17480.3651911372
GDP per Capita,World Bank Open Data,Syrian Arab Republic,SYR,GDP per capita (current US$),NY.GDP.PCAP.CD,2017,851.502005254153
GDP per Capita,World Bank Open Data,Turks and Caicos Islands,TCA,GDP per capita (current US$),NY.GDP.PCAP.CD,2017,30014.2309523213
GDP per Capita,World Bank Open Data,Chad,TCD,GDP per capita (current US$),NY.GDP.PCAP.CD,2017,854.46120040098
GDP per Capita,World Bank Open Data,East Asia & Pacific (IDA & IBRD countries),TEA,GDP per capita (current US$),NY.GDP.PCAP.CD,2017,7323.51364847919
GDP per Capita,World Bank Open Data,Europe & Central Asia (IDA & IBRD countries),TEC,GDP per capita (current US$),NY.GDP.PCAP.CD,2017,8575.46129195764
GDP per Capita,World Bank Open Data,Togo,TGO,GDP per capita (current US$),NY.GDP.PCAP.CD,2017,792.765700965864
GDP per Capita,World Bank Open Data,Thailand,THA,GDP per capita (current US$),NY.GDP.PCAP.CD,2017,6413.09182530343
GDP per Capita,World Bank Open Data,Tajikistan,TJK,GDP per capita (current US$),NY.GDP.PCAP.CD,2017,829.45714764957
GDP per Capita,World Bank Open Data,Turkmenistan,TKM,GDP per capita (current US$),NY.GDP.PCAP.CD,2017,5828.4816623489
GDP per Capita,World Bank Open Data,Latin America & the Caribbean (IDA & IBRD countries),TLA,GDP per capita (current US$),NY.GDP.PCAP.CD,2017,8918.30251254156
GDP per Capita,World Bank Open Data,Timor-Leste,TLS,GDP per capita (current US$),NY.GDP.PCAP.CD,2017,1266.17771143471
GDP per Capita,World Bank Open Data,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,GDP per capita (current US$),NY.GDP.PCAP.CD,2017,2854.66192638041
GDP per Capita,World Bank Open Data,Tonga,TON,GDP per capita (current US$),NY.GDP.PCAP.CD,2017,4365.92932788383
GDP per Capita,World Bank Open Data,South Asia (IDA & IBRD),TSA,GDP per capita (current US$),NY.GDP.PCAP.CD,2017,1956.06707554186
GDP per Capita,World Bank Open Data,Sub-Saharan Africa (IDA & IBRD countries),TSS,GDP per capita (current US$),NY.GDP.PCAP.CD,2017,1546.91774199323
GDP per Capita,World Bank Open Data,Trinidad and Tobago,TTO,GDP per capita (current US$),NY.GDP.PCAP.CD,2017,17566.0999700656
GDP per Capita,World Bank Open Data,Tunisia,TUN,GDP per capita (current US$),NY.GDP.PCAP.CD,2017,3619.03247319953
GDP per Capita,World Bank Open Data,Turkiye,TUR,GDP per capita (current US$),NY.GDP.PCAP.CD,2017,10756.3877677883
GDP per Capita,World Bank Open Data,Tuvalu,TUV,GDP per capita (current US$),NY.GDP.PCAP.CD,2017,4165.66338700106
GDP per Capita,World Bank Open Data,Tanzania,TZA,GDP per capita (current US$),NY.GDP.PCAP.CD,2017,986.674011230469
GDP per Capita,World Bank Open Data,Uganda,UGA,GDP per capita (current US$),NY.GDP.PCAP.CD,2017,765.218332297361
GDP per Capita,World Bank Open Data,Ukraine,UKR,GDP per capita (current US$),NY.GDP.PCAP.CD,2017,2604.28759765625
GDP per Capita,World Bank Open Data,Upper middle income,UMC,GDP per capita (current US$),NY.GDP.PCAP.CD,2017,8064.20583627107
GDP per Capita,World Bank Open Data,Uruguay,URY,GDP per capita (current US$),NY.GDP.PCAP.CD,2017,19184.6502617082
GDP per Capita,World Bank Open Data,United States,USA,GDP per capita (current US$),NY.GDP.PCAP.CD,2017,59635.0984397965
GDP per Capita,World Bank Open Data,Uzbekistan,UZB,GDP per capita (current US$),NY.GDP.PCAP.CD,2017,2190.60411562888
GDP per Capita,World Bank Open Data,St. Vincent and the Grenadines,VCT,GDP per capita (current US$),NY.GDP.PCAP.CD,2017,7988.04445019298
GDP per Capita,World Bank Open Data,"Venezuela, RB",VEN,GDP per capita (current US$),NY.GDP.PCAP.CD,2017,3791.33160682077
GDP per Capita,World Bank Open Data,Virgin Islands (U.S.),VIR,GDP per capita (current US$),NY.GDP.PCAP.CD,2017,35365.0693039774
GDP per Capita,World Bank Open Data,Viet Nam,VNM,GDP per capita (current US$),NY.GDP.PCAP.CD,2017,2956.10992127753
GDP per Capita,World Bank Open Data,Vanuatu,VUT,GDP per capita (current US$),NY.GDP.PCAP.CD,2017,3159.86055790126
GDP per Capita,World Bank Open Data,World,WLD,GDP per capita (current US$),NY.GDP.PCAP.CD,2017,10747.764306505
GDP per Capita,World Bank Open Data,Samoa,WSM,GDP per capita (current US$),NY.GDP.PCAP.CD,2017,4307.59381964907
GDP per Capita,World Bank Open Data,Kosovo,XKX,GDP per capita (current US$),NY.GDP.PCAP.CD,2017,4009.32022050863
GDP per Capita,World Bank Open Data,"Yemen, Rep.",YEM,GDP per capita (current US$),NY.GDP.PCAP.CD,2017,811.165970405745
GDP per Capita,World Bank Open Data,South Africa,ZAF,GDP per capita (current US$),NY.GDP.PCAP.CD,2017,6618.33508255701
GDP per Capita,World Bank Open Data,Zambia,ZMB,GDP per capita (current US$),NY.GDP.PCAP.CD,2017,1483.46577328065
GDP per Capita,World Bank Open Data,Zimbabwe,ZWE,GDP per capita (current US$),NY.GDP.PCAP.CD,2017,3445.44941020134
GDP per Capita,World Bank Open Data,Aruba,ABW,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,30082.1584226798
GDP per Capita,World Bank Open Data,Africa Eastern and Southern,AFE,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,1552.07372194919
GDP per Capita,World Bank Open Data,Afghanistan,AFG,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,491.337221382603
GDP per Capita,World Bank Open Data,Africa Western and Central,AFW,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,1720.14009242722
GDP per Capita,World Bank Open Data,Angola,AGO,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,2860.0936483682
GDP per Capita,World Bank Open Data,Albania,ALB,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,5897.65452588774
GDP per Capita,World Bank Open Data,Andorra,AND,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,42819.7577456133
GDP per Capita,World Bank Open Data,Arab World,ARB,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,6699.18058175457
GDP per Capita,World Bank Open Data,United Arab Emirates,ARE,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,47135.3591943971
GDP per Capita,World Bank Open Data,Argentina,ARG,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,11752.7998922979
GDP per Capita,World Bank Open Data,Armenia,ARM,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,4196.00562301769
GDP per Capita,World Bank Open Data,American Samoa,ASM,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,12552.0546868861
GDP per Capita,World Bank Open Data,Antigua and Barbuda,ATG,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,18273.4270684912
GDP per Capita,World Bank Open Data,Australia,AUS,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,57410.1737346009
GDP per Capita,World Bank Open Data,Austria,AUT,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,51194.0749841299
GDP per Capita,World Bank Open Data,Azerbaijan,AZE,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,4739.7943123408
GDP per Capita,World Bank Open Data,Burundi,BDI,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,245.661678332009
GDP per Capita,World Bank Open Data,Belgium,BEL,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,47487.2100392561
GDP per Capita,World Bank Open Data,Benin,BEN,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,1151.7409703472
GDP per Capita,World Bank Open Data,Burkina Faso,BFA,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,777.465618514048
GDP per Capita,World Bank Open Data,Bangladesh,BGD,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,1965.24372731467
GDP per Capita,World Bank Open Data,Bulgaria,BGR,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,9849.38397225174
GDP per Capita,World Bank Open Data,Bahrain,BHR,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,26324.4066549559
GDP per Capita,World Bank Open Data,"Bahamas, The",BHS,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,32642.3353203452
GDP per Capita,World Bank Open Data,Bosnia and Herzegovina,BIH,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,6047.84707207392
GDP per Capita,World Bank Open Data,Belarus,BLR,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,6360.037502312
GDP per Capita,World Bank Open Data,Belize,BLZ,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,6011.99036888587
GDP per Capita,World Bank Open Data,Bermuda,BMU,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,113204.82210838
GDP per Capita,World Bank Open Data,Bolivia,BOL,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,4206.8552936661
GDP per Capita,World Bank Open Data,Brazil,BRA,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,9300.66072904004
GDP per Capita,World Bank Open Data,Barbados,BRB,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,21381.2426303209
GDP per Capita,World Bank Open Data,Brunei Darussalam,BRN,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,30988.1190267227
GDP per Capita,World Bank Open Data,Bhutan,BTN,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,3400.20417245342
GDP per Capita,World Bank Open Data,Botswana,BWA,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,7407.95940141786
GDP per Capita,World Bank Open Data,Central African Republic,CAF,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,455.243962859534
GDP per Capita,World Bank Open Data,Canada,CAN,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,46539.1761570405
GDP per Capita,World Bank Open Data,Central Europe and the Baltics,CEB,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,16227.2484719489
GDP per Capita,World Bank Open Data,Switzerland,CHE,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,85217.3691512274
GDP per Capita,World Bank Open Data,Channel Islands,CHI,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,60784.8125397162
GDP per Capita,World Bank Open Data,Chile,CHL,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,15659.4808675628
GDP per Capita,World Bank Open Data,China,CHN,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,10085.6638148819
GDP per Capita,World Bank Open Data,Cote d'Ivoire,CIV,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,2130.86619381144
GDP per Capita,World Bank Open Data,Cameroon,CMR,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,1610.69641591017
GDP per Capita,World Bank Open Data,"Congo, Dem. Rep.",COD,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,518.169626875371
GDP per Capita,World Bank Open Data,"Congo, Rep.",COG,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,2694.43413191427
GDP per Capita,World Bank Open Data,Colombia,COL,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,6816.96818309544
GDP per Capita,World Bank Open Data,Comoros,COM,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,1527.40527125285
GDP per Capita,World Bank Open Data,Cabo Verde,CPV,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,4294.96510035729
GDP per Capita,World Bank Open Data,Costa Rica,CRI,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,12590.2493781614
GDP per Capita,World Bank Open Data,Caribbean small states,CSS,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,13896.7409040963
GDP per Capita,World Bank Open Data,Cuba,CUB,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,8911.46205998726
GDP per Capita,World Bank Open Data,Curacao,CUW,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,19119.1244887029
GDP per Capita,World Bank Open Data,Cayman Islands,CYM,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,83865.5540393356
GDP per Capita,World Bank Open Data,Cyprus,CYP,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,29120.375
GDP per Capita,World Bank Open Data,Czechia,CZE,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,23705.9329811299
GDP per Capita,World Bank Open Data,Germany,DEU,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,48916.1686612154
GDP per Capita,World Bank Open Data,Djibouti,DJI,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,2718.08338799203
GDP per Capita,World Bank Open Data,Dominica,DMA,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,9215.3085405645
GDP per Capita,World Bank Open Data,Denmark,DNK,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,61324.7665045565
GDP per Capita,World Bank Open Data,Dominican Republic,DOM,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,7882.98221584944
GDP per Capita,World Bank Open Data,Algeria,DZA,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,4577.21029180491
GDP per Capita,World Bank Open Data,East Asia & Pacific (excluding high income),EAP,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,8045.94630458507
GDP per Capita,World Bank Open Data,Early-demographic dividend,EAR,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,3463.50882263374
GDP per Capita,World Bank Open Data,East Asia & Pacific,EAS,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,11438.8584591418
GDP per Capita,World Bank Open Data,Europe & Central Asia (excluding high income),ECA,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,5996.28775888893
GDP per Capita,World Bank Open Data,Europe & Central Asia,ECS,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,25408.6379771601
GDP per Capita,World Bank Open Data,Ecuador,ECU,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,6303.91886658338
GDP per Capita,World Bank Open Data,"Egypt, Arab Rep.",EGY,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,2484.70315630508
GDP per Capita,World Bank Open Data,Euro area,EMU,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,40107.5362854643
GDP per Capita,World Bank Open Data,Spain,ESP,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,30602.4212881113
GDP per Capita,World Bank Open Data,Estonia,EST,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,23618.1361254581
GDP per Capita,World Bank Open Data,Ethiopia,ETH,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,739.702022272086
GDP per Capita,World Bank Open Data,European Union,EUU,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,36054.953230113
GDP per Capita,World Bank Open Data,Fragile and conflict affected situations,FCS,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,1634.92965875473
GDP per Capita,World Bank Open Data,Finland,FIN,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,49654.2497035329
GDP per Capita,World Bank Open Data,Fiji,FJI,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,6085.41979485376
GDP per Capita,World Bank Open Data,France,FRA,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,41418.1766484844
GDP per Capita,World Bank Open Data,Faroe Islands,FRO,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,62526.4908515743
GDP per Capita,World Bank Open Data,"Micronesia, Fed. Sts.",FSM,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,3566.58690371125
GDP per Capita,World Bank Open Data,Gabon,GAB,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,7624.2775233771
GDP per Capita,World Bank Open Data,United Kingdom,GBR,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,43702.9976303165
GDP per Capita,World Bank Open Data,Georgia,GEO,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,4804.0546040444
GDP per Capita,World Bank Open Data,Ghana,GHA,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,2195.32166016377
GDP per Capita,World Bank Open Data,Guinea,GIN,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,933.273615633705
GDP per Capita,World Bank Open Data,"Gambia, The",GMB,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,696.219806960615
GDP per Capita,World Bank Open Data,Guinea-Bissau,GNB,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,808.531613218504
GDP per Capita,World Bank Open Data,Equatorial Guinea,GNQ,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,8102.47084834031
GDP per Capita,World Bank Open Data,Greece,GRC,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,19873.4015238771
GDP per Capita,World Bank Open Data,Grenada,GRD,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,10083.021279225
GDP per Capita,World Bank Open Data,Greenland,GRL,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,54545.135857765
GDP per Capita,World Bank Open Data,Guatemala,GTM,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,4352.94593289707
GDP per Capita,World Bank Open Data,Guam,GUM,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,37195.9503070464
GDP per Capita,World Bank Open Data,Guyana,GUY,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,6048.38697180418
GDP per Capita,World Bank Open Data,High income,HIC,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,41094.8560877186
GDP per Capita,World Bank Open Data,"Hong Kong SAR, China",HKG,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,48537.5668888343
GDP per Capita,World Bank Open Data,Honduras,HND,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,2464.64241531918
GDP per Capita,World Bank Open Data,Heavily indebted poor countries (HIPC),HPC,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,985.478210719267
GDP per Capita,World Bank Open Data,Croatia,HRV,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,15460.3669595491
GDP per Capita,World Bank Open Data,Haiti,HTI,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,1496.38048970156
GDP per Capita,World Bank Open Data,Hungary,HUN,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,16605.0570511887
GDP per Capita,World Bank Open Data,IBRD only,IBD,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,6394.19484299789
GDP per Capita,World Bank Open Data,IDA & IBRD total,IBT,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,5085.50217477104
GDP per Capita,World Bank Open Data,IDA total,IDA,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,1408.95016839901
GDP per Capita,World Bank Open Data,IDA blend,IDB,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,1869.38204447614
GDP per Capita,World Bank Open Data,Indonesia,IDN,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,3860.95353090726
GDP per Capita,World Bank Open Data,IDA only,IDX,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,1159.06134313704
GDP per Capita,World Bank Open Data,Isle of Man,IMN,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,89393.8244248812
GDP per Capita,World Bank Open Data,India,IND,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,1966.25455171679
GDP per Capita,World Bank Open Data,Ireland,IRL,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,80804.1123164826
GDP per Capita,World Bank Open Data,"Iran, Islamic Rep.",IRN,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,4783.01067340237
GDP per Capita,World Bank Open Data,Iraq,IRQ,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,5646.68932074742
GDP per Capita,World Bank Open Data,Iceland,ISL,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,75633.8651351915
GDP per Capita,World Bank Open Data,Israel,ISR,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,42362.6652754196
GDP per Capita,World Bank Open Data,Italy,ITA,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,34904.1081923834
GDP per Capita,World Bank Open Data,Jamaica,JAM,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,5976.90362644337
GDP per Capita,World Bank Open Data,Jordan,JOR,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,4145.43989673265
GDP per Capita,World Bank Open Data,Japan,JPN,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,39751.1330982711
GDP per Capita,World Bank Open Data,Kazakhstan,KAZ,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,9472.48527327758
GDP per Capita,World Bank Open Data,Kenya,KEN,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,1836.45275528993
GDP per Capita,World Bank Open Data,Kyrgyz Republic,KGZ,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,1283.5203037417
GDP per Capita,World Bank Open Data,Cambodia,KHM,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,2036.67377566578
GDP per Capita,World Bank Open Data,Kiribati,KIR,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,1912.73809378187
GDP per Capita,World Bank Open Data,St. Kitts and Nevis,KNA,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,22901.3816403197
GDP per Capita,World Bank Open Data,"Korea, Rep.",KOR,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,35363.9508228687
GDP per Capita,World Bank Open Data,Kuwait,KWT,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,32067.9623756889
GDP per Capita,World Bank Open Data,Latin America & Caribbean (excluding high income),LAC,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,8484.48335233409
GDP per Capita,World Bank Open Data,Lao PDR,LAO,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,2545.1075420815
GDP per Capita,World Bank Open Data,Lebanon,LBN,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,9174.53666204759
GDP per Capita,World Bank Open Data,Liberia,LBR,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,692.203127129794
GDP per Capita,World Bank Open Data,Libya,LBY,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,11196.5854810844
GDP per Capita,World Bank Open Data,St. Lucia,LCA,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,11642.6984727769
GDP per Capita,World Bank Open Data,Latin America & Caribbean,LCN,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,8778.37906311973
GDP per Capita,World Bank Open Data,Least developed countries: UN classification,LDC,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,1080.56177999961
GDP per Capita,World Bank Open Data,Low income,LIC,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,645.846067078285
GDP per Capita,World Bank Open Data,Liechtenstein,LIE,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,174988.775083446
GDP per Capita,World Bank Open Data,Sri Lanka,LKA,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,4358.56095906047
GDP per Capita,World Bank Open Data,Lower middle income,LMC,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,2085.0452543512
GDP per Capita,World Bank Open Data,Low & middle income,LMY,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,4853.74507668345
GDP per Capita,World Bank Open Data,Lesotho,LSO,GDP per capita (current US$),NY.GDP.PCAP.CD,2018,1170.65569702819
